"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","220","GSM","GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only)",,,,,"2014, February","Available. Released 2014, February","116.4 x 50.3 x 13.2 mm (4.58 x 1.98 x 0.52 in)","83.6 (2.93 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~30.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)",,,,"320p@15fps",,,,"Yes","Yes","No","3.0","No",,"Stereo FM radio, RDS","microUSB 1.1","V1",,,"Red, black, white, yellow, cyan","About 40 EUR","GSM 900 / 1800",,,,,,"2 MP, 1/5.0""","1.14 W/kg (head)     0.79 W/kg (body)   �","1.13 W/kg (head)     0.54 W/kg (body)   �",,,,,,,,,"No","SNS applications  MP4/H.264 player  MP3/WAV/AAC player  Organizer  Voice memo  Predictive text input",,"Up to 85.6 kbps","No","500 entries","Yes","SMS(threaded view), MMS, IM","Yes",,,,,,,"Up to 51 h 30 min",,,,,,,
"Nokia","Lumia Icon","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 1900 / 2100","4, 13",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, February. Released 2014, February","Discontinued","137 x 71 x 9.8 mm (5.39 x 2.80 x 0.39 in)","167 g (5.89 oz)","Nano-SIM","AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Microsoft Windows Phone 8, upgradable to Microsoft Windows 10","Qualcomm Snapdragon 800 (28 nm)","Quad-core 2.2 GHz Krait 400","Adreno 330","No","32GB 2GB RAM",,"Zeiss optics, dual-LED flash, panorama","2160p@30fps (after WP8 Denim update), 1080p@30fps, stereo sound rec.","1.2 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass, sensor core","Non-removable Li-Ion 2420 mAh battery (BV-5QW)","Qi wireless charging","Black, White","About 400 EUR","CDMA2000 1xEV-DO",,"Corning Gorilla Glass 3","ClearBlack display","eMMC 4.5",,"20 MP, 1/1.5"", 1.12µm, AF, OIS",,"0.70 W/kg (head)     0.93 W/kg (body)   �",,,,,,,"Endurance rating 40h",,,,"Up to 432 h",,,,,,,,"Up to 16 h 20 min (3G)",,,,,"Up to 75 h",,,,,,,
"Nokia","Lumia 525","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - RM-998","HSDPA 900 / 2100 - RM-998",,,"HSPA 21.1/5.76 Mbps","2013, November","Available. Released 2014, January","119.9 x 64 x 9.9 mm, 75.7 cc (4.72 x 2.52 x 0.39 in)","124 g (4.37 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~59.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8227","Dual-core 1.0 GHz","Adreno 305","microSDXC (dedicated slot)","8GB 1GB RAM",,,"720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",,"FM Radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1430 mAh battery (BL-5J)",,"Black, White, Yellow, Red","About 120 EUR",,,"Scratch-resistant glass",,,,"5 MP, 1/4.0"", AF","0.72 W/kg (head)     0.79 W/kg (body)   �",,,,,,,,,,"No",,"Up to 336 h (2G) / Up to 336 h (3G)",,,,,,,,"Up to 17 h (2G) / Up to 10 h 40 min (3G)",,,,,"Up to 48 h",,,,,,,
"Nokia","Lumia 1520","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 850 / 900 / 1900 / 2100 - RM-937, RM-939, RM-940","1, 3, 7, 8, 20 - RM-937",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2013, October","Available. Released 2013, November","162.8 x 85.4 x 8.7 mm, 120.3 cc (6.41 x 3.36 x 0.34 in)","209 g (7.37 oz)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Microsoft Windows Phone 8, upgradable to Windows 10","Qualcomm MSM8974 Snapdragon 800 (28 nm)","Quad-core 2.2 GHz Krait 400","Adreno 330","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM",,"Zeiss optics, dual-LED flash, panorama","2160p@30fps (after WP8 Denim update), 1080p@30fps, stereo sound rec.","1.2 MP, f/2.4",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","FM radio","microUSB 2.0","Accelerometer, gyro, proximity, compass, sensor core","Non-removable Li-Ion 3400 mAh battery (BV-4BW)","Qi wireless charging","Yellow, white, black, red, green (AT&T)","About 350 EUR","2, 4, 5, 7, 17 - RM-938, RM-940",,"Corning Gorilla Glass 2","ClearBlack display","eMMC 4.5",,"20 MP, f/2.4, 26mm (wide), 1/2.5"", 1.12µm, AF, OIS","0.64 W/kg (head)     0.20 W/kg (body)   �",,,,"Contrast ratio: 1207:1 (nominal) / 1.813:1 (sunlight)","Photo / Video","Voice 73dB / Noise 66dB / Ring 74dB","Noise -89.3dB / Crosstalk -89.4dB","Endurance rating 107h",,,,"Up to 768 h (2G) / Up to 768 h (3G)",,,,,,,,"Up to 27 h 40 min (2G) / Up to 25 h (3G)",,,,,"Up to 124 h",,,,,,,
"Nokia","Lumia 1320","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 850 / 900 / 2100 - RM-994","3, 7, 20 - RM-994",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, October","Available. Released 2014, January","164.2 x 85.9 x 9.8 mm, 125 cc (6.46 x 3.38 x 0.39 in)","220 g (7.76 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~70.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8230AB Snapdragon 400 (28 nm) (3G model)/ MSM8930AB Snapdragon 400 (28 nm) (LTE model)","Dual-core 1.7 GHz Krait 300","Adreno 305","microSDXC (dedicated slot)","8GB 1GB RAM",,"LED flash","1080p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",,"FM radio","microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 3400 mAh battery (BV-4BW)",,"Yellow, white, black, red","About 210 EUR","2, 4, 5, 17 - RM-995",,"Corning Gorilla Glass 3","ClearBlack display","eMMC 4.5",,"5 MP, f/2.4, 28mm (wide), 1/4.0"", AF","0.46 W/kg (head)     0.44 W/kg (body)   �","0.47 W/kg (head)     0.29 W/kg (body)   �",,,"Contrast ratio: 1089:1 (nominal), 1.941 (sunlight)","Photo / Video","Voice 61dB / Noise 60dB / Ring 66dB","Noise -89.1dB / Crosstalk -88.6dB","Endurance rating 75h",,,,"Up to 672 h (2G) / Up to 672 h (3G)",,,,,,,,"Up to 25 h (2G) / Up to 21 h (3G)",,,,,"Up to 98 h",,,,,,,
"Nokia","Lumia 2520","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 850 / 900 / 1800 / 1900 / 2100 - RX-113","3, 7, 20 - RX-113",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2013, October","Available. Released 2013, December","267 x 168 x 8.9 mm (10.51 x 6.61 x 0.35 in)","615 g (1.36 lb)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 281.2 cm (~62.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~218 ppi density)","Microsoft Windows RT","Qualcomm MSM8974 Snapdragon 800 (28 nm)","Quad-core 2.2 GHz Krait 400","Adreno 330","microSDXC (dedicated slot)","32GB 2GB RAM",,"Carl Zeiss optics","1080p@30fps","2 MP",,"720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Yes","No","USB 3.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable 8120 mAh battery",,"Cyan , Red, Black, White","About 360 EUR","4, 13 - RX-114v",,"Corning Gorilla Glass 2","ClearBlack display","eMMC 4.5",,"6.7 MP, 1/3.4"", AF","1.77 W/kg (body)   �",,,,,,,"Noise -93.5dB / Crosstalk -94.2dB",,,,"HDMI port  MP4/DivX/Xvid/H.264 player  MP3/WAV/eAAC+ player  Photo viewer/editor  Document editor/viewer","Up to 600 h",,,,,,,,"Up to 10 h",,,,,,,,,,,,
"Nokia","Asha 503 Dual SIM","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 900 / 2100",,,"HSPA 7.2/5.76 Mbps","2013, October","Available. Released 2013, November","102.6 x 60.6 x 12.7 mm (4.04 x 2.39 x 0.5 in)","111.4 g (3.92 oz)","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm (~44.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Nokia Asha software platform 1.2, upgradable to 1.4",,,,"microSDHC (dedicated slot), 4 GB included",,,"LED flash","480p@19fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1200 mAh battery (BL-4U)",,"Yellow, black, green, red, blue, white","About 100 EUR",,,"Corning Gorilla Glass",,,,"5 MP","1.43 W/kg (head)     0.64 W/kg (body)   �",,,,,,,,,,"No","SNS apps  MP4/H.263 player  MP3/AAC player  Photo editor  Organizer  Voice memo  Predictive text input","Up to 480 h (2G) / Up to 480 h (3G)",,,,,,,,"Up to 12 h (2G) / Up to 4 h 30 min (3G)",,,,,"Up to 36 h",,,,,,,
"Nokia","Asha 503","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 7.2/5.76 Mbps","2013, October","Available. Released 2013, November","102.6 x 60.6 x 12.7 mm (4.04 x 2.39 x 0.5 in)","110.2 g (3.88 oz)","Micro-SIM","TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm (~44.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Nokia Asha software platform 1.2",,,,"microSDHC (dedicated slot), 4 GB included",,,"LED flash","480p@19fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1200 mAh battery (BL-4U)",,"Yellow, black, green, red, blue, white","About 90 EUR",,,"Corning Gorilla Glass",,,,"5 MP","1.43 W/kg (head)     0.64 W/kg (body)   �",,,,"Contrast ratio: 635:1 (nominal), 1.281 (sunlight)","Photo","Voice 75dB / Noise 72dB / Ring 75dB","Noise -88.3dB / Crosstalk -82.1dB",,,"No","SNS apps  MP4/H.263 player  MP3/AAC player  Photo editor  Organizer  Voice memo  Predictive text input","Up to 840 h (2G) / Up to 840 h (3G)",,,,,,,,"Up to 12 h (2G) / Up to 4 h 30 min (3G)",,,,,"Up to 34 h",,,,,,,
"Nokia","Asha 502 Dual SIM","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2013, October","Available. Released 2013, November","99.6 x 59.5 x 11.1 mm, 62.5 cc (3.92 x 2.34 x 0.44 in)","100 g (3.53 oz)","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm (~47.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)","Nokia Asha software platform 1.1.1, upgradable to 1.4",,,,"microSDHC (dedicated slot), 4 GB included","64MB RAM",,"LED flash","320p@15fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1010 mAh battery (BL-5A)",,"Bright Red, Bright Green, Cyan, Yellow, White and Black","About 80 EUR",,,,,,,"5 MP","0.89 W/kg (head)     0.51 W/kg (body)   �",,,,,,,,,,"No","SNS apps  MP4/H.263 player  MP3/WAV/AAC player  Photo editor  Organizer  Voice memo  Predictive text input","Up to 576 h","Up to 85.6 kbps","Up to 236.8 kbps",,,,,,"Up to 13 h 42 min",,,,,"Up to 42 h",,,,,,,
"Nokia","Asha 500 Dual SIM","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2013, October","Available. Released 2013, December","100.3 x 58.1 x 12.8 mm, 70.9 cc (3.95 x 2.29 x 0.50 in)","101.3 g (3.56 oz)","Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Nokia Asha software platform 1.1.1",,,,"microSDHC (dedicated slot), 4 GB included","64MB RAM",,,"320p@13fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1200 mAh battery (BL-4U)",,"Bright Red, Bright Green, Cyan, Yellow, White and Black","About 60 EUR",,,,,,,"2 MP, 1/5.0""","0.64 W/kg (head)     0.60 W/kg (body)   �","1.11 W/kg (head)   �",,,,,,,,,"No","SNS apps  MP4/H.263 player  MP3/WAV/AAC player  Photo editor  Organizer  Voice memo  Predictive text input","Up to 528 h","Up to 42.8 kbps","Up to 236.8 kbps",,,,,,"Up to 14 h",,,,,"Up to 46 h",,,,,,,
"Nokia","Asha 500","GSM","GSM 850 / 900 / 1800 / 1900",,,,,"2013, October","Available. Released 2013, December","100.3 x 58.1 x 12.8 mm, 70.9 cc (3.95 x 2.29 x 0.50 in)","101 g (3.56 oz)","Micro-SIM","TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm (~41.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Nokia Asha software platform 1.1.1, upgradable to 1.4",,,,"microSDHC (dedicated slot), 4 GB included","64MB RAM",,,"320p@13fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n","3.0, A2DP","No",,"Stereo FM radio","microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 1200 mAh battery (BL-4U)",,"Bright Red, Bright Green, Cyan, Yellow, White and Black","About 60 EUR",,,,,,,"2 MP","1.28 W/kg (head)     0.94 W/kg (body)   �","1.47 W/kg (head)     1.38 W/kg (body)   �",,,,,,,,,"No","SNS apps  MP4/H.263 player  MP3/WAV/AAC player  Photo editor  Organizer  Voice memo  Predictive text input","Up to 840 h","Up to 42.8 kbps","Up to 236.8 kbps",,,,,,"Up to 14 h",,,,,"Up to 46 h",,,,,,,
"Nokia","108 Dual SIM","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2013, September","Available. Released 2013, October","110.4 x 47 x 13.5 mm, 70.1 cc (4.35 x 1.85 x 0.53 in)","70.2 g (2.47 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm (~19.7% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSDHC (dedicated slot)","4MB RAM",,,"320p@15fps",,,,"Yes","Yes","No","3.0","No",,"Stereo FM radio, RDS","No","V1","Removable Li-Ion 950 mAh battery (BL-4C)",,"Black, White, Red, Blue, Yellow","About 30 EUR",,,,,,,"VGA","1.30 W/kg (head)     0.80 W/kg (body)   �",,,,,,,,,"Flashlight","No","WAV/MP3/AAC player  MP4/H.263 player  Digital clock  Calculator  Calendar  Converter","Up to 600 h","No","No","500 contacts","Yes","SMS(threaded view)","Yes","Yes","Up to 13 h 40 min",,,,,"Up to 41 h",,,,,,,
"Nokia","515","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 900 / 2100 - SIM 1",,,"HSPA 7.2/5.76 Mbps","2013, August","Available. Released 2013, September","114 x 48 x 11 mm, 56.7 cc (4.49 x 1.89 x 0.43 in)","101.1 g (3.56 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~32.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","256MB 64MB RAM",,"LED flash, panorama","320p@30fps",,,,"Yes","Yes","No","3.0/ 3.0, A2DP (single SIM only)","No",,"Stereo FM radio, RDS, recording","microUSB 2.0","V1","Removable Li-Ion 1200 mAh battery (BL-4U)",,"White, Black","About 140 EUR",,,"Corning Gorilla Glass 2",,,,"5 MP","1.15 W/kg (head)     1.14 W/kg (body)   �","0.92 W/kg (head)     1.03 W/kg (body)   �",,,"Contrast ratio: 743:1 (nominal) / 2.134:1 (sunlight)",,"Voice 66dB / Noise 66dB / Ring 77dB","Noise -87.9dB / Crosstalk -81.0dB",,,"No","SNS applications  MP4/H.264 player  MP3/WAV/AAC player  Organizer  Predictive text input","Up to 912 h (2G) / Up to 912 h (3G)",,,"Yes, 1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes + Downloadable","Yes, MIDP 2.1","Up to 10 h 18 min (2G) / Up to 5 h 18 min (3G)",,,,,,,,,,,,
"Nokia","107 Dual SIM","GSM","GSM 900 / 1800 - SIM 1 & SIM 2",,,,,"2013, August. Released 2013, October","Discontinued","112.9 x 47.5 x 14.9 mm, 70.6 cc (4.44 x 1.87 x 0.59 in)","75.8 g (2.65 oz)","Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.2 cm (~19.0% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"microSDHC (dedicated slot)","4MB RAM",,,,,,,"Yes","Yes","No","No","No",,"FM radio","No","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Black, White, Red","About 20 EUR",,,,,,,,"1.18 W/kg (head)     0.63 W/kg (body)   �","1.23 W/kg (head)     0.61 W/kg (body)   �",,,,,,,,"Flashlight",,"MP3 player  Digital clock  Calculator  Calendar  Converter  Expense manager","Up to 576 h","No","No","500 contacts","Yes","SMS","Yes","Yes","Up to 12 h 40 min","No",,,,"Up to 35 h",,,,,,,
"Nokia","106","GSM","GSM 900 / 1800",,,,,"2013, August. Released 2013, November","Discontinued","112.9 x 47.5 x 14.9 mm, 70.6 cc (4.44 x 1.87 x 0.59 in)","74.2 g (2.61 oz)","Mini-SIM","TFT, 65K colors","1.8 inches, 10.2 cm (~19.0% screen-to-body ratio)","128 x 160 pixels (~114 ppi density)",,,,,"No","384 kB RAM",,,,,,,"Yes","Yes","No","No","No",,"FM radio","Proprietary (charging only)","V1","Removable Li-Ion 800 mAh battery (BL-5CB)",,"Black, White, Red","About 20 EUR","GSM 850 / 1900",,,,,,,"1.27 W/kg (head)     0.65 W/kg (body)   �","1.18 W/kg (head)     0.62 W/kg (body)   �",,,,,,,,"Flashlight",,"Digital clock  Calculator  Calendar  Converter  Expense manager","Up to 840 h","No","No","500 contacts","Yes","SMS","Yes","Yes","Up to 10 h","No",,,,,,,,,,,
"Nokia","Lumia 625","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","HSDPA 850 / 900 / 2100","3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, July","Available. Released 2013, August","133.3 x 72.3 x 9.2 mm, 87.6 cc (5.25 x 2.85 x 0.36 in)","159 g (5.61 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 62.9 cm (~65.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~199 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8930 Snapdragon 400 (28 nm)","Dual-core 1.2 GHz Krait","Adreno 305","microSDXC (dedicated slot)","8GB 512MB RAM",,"LED flash","1080p@30fps","VGA",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS",,"FM radio","microUSB 2.0","Accelerometer, proximity","Non-removable Li-Ion 2000 mAh battery (BP-4GWA)",,"Orange, Bright green, Yellow, Black and white","About 160 EUR",,,"Corning Gorilla Glass 2",,"eMMC 4.5",,"5 MP, f/2.4, 28mm (wide), 1/4.0"", AF","0.95 W/kg (head)     0.52 W/kg (body)   �","0.66 W/kg (head)     0.50 W/kg (body)   �",,,"Contrast ratio: 1205:1 (nominal) / 1.371:1 (sunlight)","Photo / Video","Voice 65dB / Noise 64dB / Ring 68dB","Noise -90.3dB / Crosstalk -82.5dB",,,,,"Up to 552 h",,,,,,,,"Up to 24 h (2G) / Up to 15 h 10 min (3G)",,,,,"Up to 90 h",,,,,,,
"Nokia","Lumia 1020","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","HSDPA 850 / 900 / 1900 / 2100 - RM-875, RM-877","1, 3, 7, 8, 20 - RM-875",,"HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, July 11","Available. Released 2013, July 22","130.4 x 71.4 x 10.4 mm, 96.9 cc (5.13 x 2.81 x 0.41 in)","158 g (5.57 oz)","Micro-SIM","AMOLED capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~61.9% screen-to-body ratio)","768 x 1280 pixels, 5:3 ratio (~332 ppi density)","Microsoft Windows Phone 8, upgradable to 8.1","Qualcomm MSM8960 Snapdragon S4 Plus","Dual-core 1.5 GHz Krait","Adreno 225","No","32GB 2GB RAM, 64GB 2GB RAM (Telefonica exclusive)",,"Carl Zeiss optics, Xenon & LED flash, panorama","1080p@30fps, 4x lossless digital zoom","1.2 MP",,"720p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update","Yes, with A-GPS, GLONASS","Yes","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Ion 2000 mAh battery (BV-5XW)",,"Yellow, white, black, red (AT&T exclusive)","About 400 EUR","2, 4, 5, 17 - RM-877","Glass front (Gorilla Glass 3), plastic back, plastic frame","Corning Gorilla Glass 3","PureMotion HD+ ClearBlack display",,,"41 MP, f/2.2, 26mm (wide), 1/1.5"", 1.12µm, AF, OIS","0.76 W/kg (head)     0.67 W/kg (body)   �","1.23 W/kg (head)     0.97 W/kg (body)   �",,,"Contrast ratio: Infinite (nominal), 2.103 (sunlight)","Photo / Video","Voice 69dB / Noise 66dB / Ring 72dB",,"Endurance rating 61h",,,,"Up to 384 h (3G)",,,,,,,,"Up to 19 h (2G) / Up to 13 h 20 min (3G)",,,,,"Up to 63 h",,,,,,,
"Nokia","208","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 900 / 2100",,,"HSPA 7.2/5.76 Mbps","2013, July","Available. Released 2013, July","114.2 x 50.9 x 12.8 mm, 65.2 cc (4.50 x 2.00 x 0.50 in)","89.6 g (3.14 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT, 256K colors","2.4 inches, 17.8 cm (~30.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","256MB 64MB RAM",,,"240p@15fps",,,,"Yes","Yes","No","3.0/ 3.0, A2DP (single SIM only)","No",,"Stereo FM radio, RDS, recording","microUSB","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Cyan , Red, Yellow, Black, White","About 60 EUR",,,,,,,"1.3 MP","1.16 W/kg (head)     0.76 W/kg (body)   �",,,,,,,,,,"No","SNS integration  MP4/H.264 player  MP3/WAV/AAC player  Organizer  Voice memo  Predictive text input","Up to 490 h (2G) / Up to 500 h (3G)",,,"1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes","Up to 12 h (2G) / Up to 4 h 30 min (3G)",,,,,"Up to 29 h",,,,,,,
"Nokia","207","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","HSDPA 900 / 2100",,,"HSPA 7.2/5.76 Mbps","2013, July","Available. Released 2013, October","114.2 x 50.9 x 12.8 mm, 65.2 cc (4.50 x 2.00 x 0.50 in)","91.3 g (3.21 oz)","Micro-SIM","TFT, 256K colors","2.4 inches, 17.8 cm (~30.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,"microSDHC (dedicated slot)","256MB 64MB RAM",,,,,,,"Yes","Yes","No","3.0, A2DP","No",,"Stereo FM radio, RDS, recording","microUSB","V1","Removable Li-Ion 1020 mAh battery (BL-5C)",,"Cyan , Red, Yellow, Black, White","About 60 EUR",,,,,,,,"1.16 W/kg (head)     0.76 W/kg (body)   �","0.95 W/kg (head)     0.74 W/kg (body)   �",,,,,,,,,,"SNS integration  MP4/H.263 player  MP3/WAV/AAC player  Organizer  Voice memo  Predictive text input","Up to 490 h (2G) / Up to 500 h (3G)",,,"1000 entries","Yes","SMS(threaded view), MMS, Email, IM","Yes","Yes","Up to 12 h (2G) / Up to 4 h 30 min (3G)","No",,,,"Up to 29 h",,,,,,,
