"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","body_build","display_protection","display_�","memory_�","misc_models","main_camera_single","misc_sar_eu","misc_sar","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","body_�","selfie_camera_�","features_�","battery_stand-by","network_gprs","network_edge","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","battery_talk_time","camera_�","main_camera_five","sound_�","main_camera_dual","battery_music_play","body_keyboard","features_browser","comms_infrared_port","sound_alert_types","features_languages","features_clock","features_alarm"
"Nokia","2650","GSM","GSM 900 / 1800",,,,,"2004, Q2","Discontinued","85 x 46 x 23 mm, 77 cc (3.35 x 1.81 x 0.91 in)","96 g (3.39 oz)","Mini-SIM","4096 colors",,"128 x 128 pixels, 1:1 ratio",,,,,"No",,,,,,,,"No","No","No","No","No",,"No",,"V1","Removable Li-Ion 760 mAh battery (BL-4C)",,"Silver, Red, Brown",,"GSM 850 / 1900 - Nokia 2651 for US",,,"4-way navi key  Downloadable themes",,,,"0.54 W/kg (head)   �",,,,,,,,,,,"Predictive text input  Organizer","Up to 300 h","Class 4","No","256 x 5 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS","Yes, downloadable","Yes, MIDP 1.0","Up to 3 h","No",,,,,,"WAP 1.2.1, xHTML",,"Vibration; Downloadable polyphonic, monophonic ringtones","Major European and Asia-Pacific languages",,
"Nokia","2600","GSM","GSM 900 / 1800",,,,,"2004, Q2","Discontinued","107 x 46 x 20 mm, 80 cc (4.21 x 1.81 x 0.79 in)","94 g (3.32 oz)","Mini-SIM","CSTN, 4096 colors","1.5 inches, 7.3 cm (~14.7% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,"No","4MB",,,,,,,"Yes","No","No","No","No",,"No",,"V1",,,"Iron blue, Tree green",,"GSM 850 / 1900 - US version",,,"4-way navi key  Screensavers",,,,"0.85 W/kg (head)   �","1.43 W/kg (head)     0.75 W/kg (body)   �",,,,,,,,,,"Predictive text input  Stopwatch  Organizer  Changeable front and back covers",,,"No","200 entries","10 dialed, 10 received, 10 missed calls","SMS, EMS","3 - Mobile Soccer, Bounce, Nature Park","No",,"No",,,,,,,,"Vibration; Downloadable polyphonic, monophonic ringtones, composer","Major European and Asia-Pacific languages",,
"Nokia","3220","GSM","GSM 900 / 1800 / 1900",,,,,"2004, Q2","Discontinued","104.5 x 44.2 x 18.7 mm (4.11 x 1.74 x 0.74 in)","86 g (3.03 oz)","Mini-SIM","65K colors","1.5 inches, 7.3 cm (~15.7% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"No","3MB",,,"Yes",,,,"Yes","No","No","No","No",,"No","Pop-Port","V1","Removable Li-Ion 760 mAh battery (BL-5B)",,"Red, Blue",,"GSM 850 / 1800 / 1900 - US version",,,"Cut-out covers   Five-way navigation  Wallpaper and animated  screensavers  Downloadable wallpapers","In shared memory   . MMS, max 100 kB each   . Ringtones   . Images   . Voice memo  In 1.5 MB memory   . Java apps,max 128 kB each",,"VGA","0.68 W/kg (head)   �","1.01 W/kg (head)     1.04 W/kg (body)   �",,,,,,,,,"No","Predictive text input  Organizer  Photo editor  Optional Fun Shell covers with tilt sensor for game control and wave messaging","Up to 280 h","Class 10","Class 6","256 x 4 fields","20 dialed, 20 received, 20 missed calls","SMS, MMS, EMail, Instant Messaging, Light Messaging","3 - Club Pinball, Dance Delight, Phantom Spider + downloadable","Yes, MIDP 2.0","Up to 3 h",,,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic ringtones","Major European, Africa and APAC languages",,
"Nokia","N-Gage QD","GSM","GSM 900 / 1800",,,,,"2004, April","Discontinued","118 x 68 x 22 mm, 123 cc (4.65 x 2.68 x 0.87 in)","143 g (5.04 oz)","Mini-SIM","TFT, 4096 colors","2.1 inches, 35 x 41 mm, 14.0 cm (~17.5% screen-to-body ratio)","176 x 208 pixels (~130 ppi density)","Symbian 6.1, Series 60 v1.0 UI",,"104 MHz ARM 920T",,"MMC","3.4MB",,,,,,,"Yes","No","No","1.1","No",,"No",,"V1","Removable Li-Ion 1070 mAh battery (BL-6C)",,"V1",,"GSM 850 / 1900 - US version",,,"Four-way directional controller","20 voice dial numbers",,,"0.44 W/kg (head)   �","0.60 W/kg (head)     1.03 W/kg (body)   �",,,,,,,,,,"Predictive text input  SyncML  Voice dial","Up to 240 h","Class 6","No",,,,,,"Up to 3 h 30 min","No",,,,,,"WAP 2.0/xHTML",,"Vibration; Downloadable polyphonic, monophonic, WAV ringtones, composer",,,
"Nokia","3120","GSM","GSM 900 / 1800 / 1900",,,,,"2004, Q2","Discontinued","102 x 43 x 20 mm, 67 cc (4.02 x 1.69 x 0.79 in)","84 g (2.96 oz)","Mini-SIM","CSTN, 4096 colors","1.6 inches, 8.3 cm (~18.8% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~113 ppi density)",,,,,"No",,,,,,,,"Yes","No","No","No","No",,"No","Pop-Port","V1",,,"Lime Tree Green, Iron Blue",,"GSM 850 / 1800 / 1900 - US version",,,"Four-way navigation  Wallpaper and animated screensavers  Downloadable screensavers",,,,"0.79 W/kg (head)   �","0.75 W/kg (head)     0.59 W/kg (body)   �",,,,,,,,,,"Predictive text input  Organizer  Stopwatch  Preloaded content from Smileyworld  Optional digital camera",,"Class 4","No","256 x 4 fields","10 dialed, 10 received, 10 missed calls","SMS, MMS, Instant Messaging","3 - Snake EX2, Beach Rally, Nature Park + downloadable","Yes, MIDP 2.0",,"No",,,,,,"WAP 1.2.1, xHTML",,"Vibration; Downloadable polyphonic ringtones","Major European and Asia languages",,
"Nokia","7610","GSM","GSM 900 / 1800 / 1900",,,,,"2004, March","Discontinued","109 x 53 x 19 mm, 93 cc (4.29 x 2.09 x 0.75 in)","118 g (4.16 oz)","Mini-SIM","TFT, 65K colors","2.1 inches, 35 x 41 mm, 14.0 cm (~24.3% screen-to-body ratio)","176 x 208 pixels (~130 ppi density)","Symbian 7.0s, Series 60 v2.0 UI","TI OMAP 1510","123 MHz ARM925T",,"RS-MMC, 64 MB included","8MB",,,"Yes",,,,"Yes","No","No","1.1","No",,"No","Pop-Port","V1","Removable Li-Ion 900 mAh battery (BL-5C)",,"Ruby and Onyx",,"GSM 850 / 1800 / 1900 - Nokia 7610B for US",,,,"10 min video clips  Movie editor",,"1 MP","0.49 W/kg (head)   �","0.90 W/kg (head)     0.88 W/kg (body)   �",,,,,,,,,"No","MP3/AAC player  Predictive text input  Organizer  Voice command/memo  Xpress-on Style Packs","Up to 250 h","Class 6","No",,,,,,"Up to 3 h",,,"2.5 mm audio jack",,,,"WAP 2.0/xHTML, HTML",,"Vibration; Downloadable polyphonic, monophonic, MP3 ringtones","39 for menus, 22 for T9",,
"Nokia","9500","GSM","GSM 900 / 1800 / 1900",,,,,"2004, Q1","Discontinued","148 x 57 x 24 mm (5.83 x 2.24 x 0.94 in)","230 g (8.11 oz)","Mini-SIM","TFT, 65K colors","4.5 inches, 110 x 35 mm, 37.2 cm (~44.1% screen-to-body ratio)","640 x 200 pixels (~149 ppi density)","Symbian 7.0s, Series 80 v2.0 UI","TI OMAP 1510","150 MHz ARM925T",,"MMC","80MB",,,"Yes",,,,"Yes","No","Wi-Fi 802.11b","1.1","No",,"No","Pop-Port","V1","Removable Li-Ion 1300 mAh battery (BP-5L)",,"Tin Grey","About 430 EUR","GSM 850 / 1800 / 1900 - US version",,,"Second LCD (128 x 128  pixels) with 65K color",,,"VGA","0.52 W/kg (head)   �","0.99 W/kg (head)     1.15 W/kg (body)   �",,,,,,,,,"No","Music player MP3, MP4(AAC), RA, MIDI  Document viewer (Word, Excel, PowerPoint, PDF)  Organizer  Xpress-on covers","Up to 300 h","Class 10","Class 6",,,,,,"Up to 6 h",,,,,,"QWERTY","WAP/xHTML, Opera HTML browser","Yes","Downloadable polyphonic, monophonic, MP3/AAC ringtones","Major European languages",,
"Nokia","5140","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","106 x 47 x 24 mm, 86 cc (4.17 x 1.85 x 0.94 in)","100 g (3.53 oz)","Mini-SIM","CSTN, 4096 colors","1.5 inches, 27 x 27 mm, 7.3 cm (~14.6% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"No",,,,"Yes",,,,"Yes","No","No","No","No",,"Stereo FM radio","Pop-Port","Compass, thermometer, sound level meter","Removable Li-Ion 760 mAh battery (BL-5B)",,"V1",,"GSM 850 / 1800 / 1900 - US version",,,"White backlight  Adjustable display brightness  Wallpapers  Softkey","Editable message templates  Up to 150 SMS messages  Up to 50 MMS messages  Max 64 kB Java apps.",,"VGA","0.77 W/kg (head)   �","0.47 W/kg (head)     1.21 W/kg (body)   �",,,,,,,,"Flashlight","No","Push to talk (VoIP service)  Organizer  Stopwatch  Improved durability  Automatic volume control  Predictive text input","Up to 300 h","Class 10","Class 6","500","20 dialed, 10 received, 10 missed calls","SMS, MMS, Email","Adventure Race + Java downloadable","Yes","Up to 5 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European languages",,
"Nokia","6610i","GSM","GSM 900 / 1800 / 1900",,,,,"2004, Q1","Discontinued","106 x 44 x 19 mm, 72 cc (4.17 x 1.73 x 0.75 in)","87 g (3.07 oz)","Mini-SIM","CSTN, 4096 colors","1.5 inches, 7.3 cm (~15.6% screen-to-body ratio)","128 x 128 pixels, 8 lines, 1:1 ratio (~121 ppi density)",,,,,"No","4MB",,,"No",,,,"Yes","No","No","No","No",,"Stereo FM radio","Pop-Port","V1","Removable Li-Ion 780 mAh battery (BLD-3)",,"3 - Black, White, Grey",,,,,"Four-way scroll  Downloadable pictures",,,"CIF","0.73 W/kg (head)   �","0.97 W/kg (head)     1.05 W/kg (body)   �",,,,,,,,,"No","Predictive text input  Organizer  IR transfer between compatible phones","144 h - 432 h","Class 6","No","500 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS","2 - PuzzleChess and Bounce + downloadable","Yes, MIDP 1.0","3 h - 3 h 30 min",,,,,,,"WAP 1.2.1, xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones",,,
"Nokia","3108","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","106 x 46.4 x 24 mm, 83 cc (4.17 x 1.83 x 0.94 in)","93 g (3.28 oz)","Mini-SIM","CSTN, 4096 colors","1.45 inches, 6.8 cm (~13.8% screen-to-body ratio)","128 x 128 pixels, 8 lines, 1:1 ratio (~125 ppi density)",,,,,"No",,,,,,,,"Yes","No","No","No","No",,"No",,"V1","Removable Li-Ion 760 mAh battery (BL-4C)",,"V1",,,,,"Touchpad under the keyboard  Four-way scroll","In shared memory:  - Phonebook  - Calendar  - Java Apps",,,"0.67 W/kg (head)   �","0.61 W/kg (head)     0.94 W/kg (body)   �",,,,,,,,,,"Handwriting recognition  Predictive text input  Organizer  Xpress-on covers  Optional digital camera","Up to 360 h","Yes","No","Advanced","10 dialed, 10 received, 10 missed calls","SMS, MMS, Email",,"Yes","Up to 6 h","No",,,,,,"WAP, xHTML",,"Vibration; Downloadable polyphonic ringtones","Major European and Asian languages",,
"Nokia","7700","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Cancelled","134 x 80 x 22 mm, 165 cc (5.28 x 3.15 x 0.87 in)","183 g (6.46 oz)","Mini-SIM","TFT resistive touchscreen, 65K colors","3.5 inches, 79 x 40 mm, 31.6 cm (~29.5% screen-to-body ratio)","640 x 320 pixels, 18:9 ratio (~204 ppi density)","Symbian, Series 90 UI, .2.0","TI OMAP 1510","150 MHz ARM925T",,"MMC, 64 MB included","25MB",,,"Yes",,,,"Yes","No","No","Yes","No",,"FM radio","Pop-Port","V1","Removable Li-Po 1300 mAh battery (BP-5L)",,"2 - Black, White",,,,,"Virtual keyboard  Five-way directional controller  Partial mode 640x65 pixels",,,"VGA",,,,,,,,,,"Stylus","No","Series 90 UI, v.2.0  Audio/video player  Document viewer (Word, Excel, PowerPoint, PDF)  Voice recorder  Organizer  Flight and offline modes","Up to 240 - 264 h","Class 10","Class 10",,,,,,"Up to 3 - 4 h",,,,,,,"WAP, xHTML, HTML (Opera)",,"Vibration; Downloadable polyphonic, MP3 ringtones",,,
"Nokia","7200","GSM","GSM 900 / 1800",,,,,"2003, Q4","Discontinued","86 x 50 x 26 mm, 91 cc (3.39 x 1.97 x 1.02 in)","115 g (4.06 oz)","Mini-SIM","TFT, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm (~16.9% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"No","4MB",,,"Yes",,,,"Yes","No","No","No","No",,"Stereo FM radio","Pop-Port","V1","Removable Li-Ion 760 mAh battery (BL-4C)",,"Grey Blue, Black, and Brown + White (limited edition)",,,,,"Second external monochrome display (96 x 36 pixels)",,,"VGA","0.36 W/kg (head)   �",,,,,,,,,,"No","MP4 player  SyncML  Predictive text input  Organizer  Presence enhanced contacts  Xpress-on textile covers","Up to 300 h","Class 10","Class 6","500 x 5 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS","3 - Backgammon, Bowling, and Disco + Java","Yes","Up to 5 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European languages",,
"Nokia","6230","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","103 x 44 x 20 mm, 76 cc (4.06 x 1.73 x 0.79 in)","97 g (3.42 oz)","Mini-SIM","Active TFT, 65K colors","1.5 inches, 27 x 27 mm, 7.3 cm (~16.0% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"MMC, 32 MB included","6MB",,,"Yes",,,,"Yes","No","No","1.1","No",,"FM radio","Pop-Port","V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"2 - Graphite, Pearl White",,"GSM 850 / 1800 / 1900 - US version",,,"Wallpapers  Four-way navigation","150 short messages  16 voice commands, 25 voice dial slots  3 min voice memo",,"VGA","0.49 W/kg (head)   �","0.76 W/kg (head)     1.11 W/kg (body)   �",,,,,,,,,"No","MP3/Video player  Predictive text input  Organizer  Voice command  Presence enhanced contacts  Interchangeable covers","Up to 150 h - 300 h","Class 10","Class 10","1000 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","Beach Ralley II, Golf, Chess Puzzle + Java","Yes","Up to 3 h - 5 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones","Major European languages",,
"Nokia","6820","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","107 x 47 x 20 mm, 79 cc (4.21 x 1.85 x 0.79 in)","100 g (3.53 oz)","Mini-SIM","CSTN, 4096 colors","1.6 inches, 8.3 cm (~16.4% screen-to-body ratio)","128 x 128 pixels, 8 lines, 1:1 ratio (~113 ppi density)",,,,,"No","3.5MB",,,"Yes",,,,"Yes","No","No","1.1","No",,"No",,"V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"V1",,"GSM 850 / 1800 / 1900 - US version",,,"5-way joystick","10 voice dial numbers",,"CIF","0.78 W/kg (head)     0.87 W/kg (body)   �","0.52 W/kg (head)   �",,,,,,,,,"No","Predictive text input  Organizer  Voice dial/memo","Up to 240 h","Class 10","Yes, 118.4 kbps","1000 x 10 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email, Instant Messaging","5 - Backgammon, Bounce, Bowling, Chess Puzzle, Water Rapid + downloadable","Yes","Up to 7 h",,,,,,"QWERTY","WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European and Asia-Pacific languages",,
"Nokia","6810","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","119 x 55 x 23 mm, 105 cc (4.69 x 2.17 x 0.91 in)","122 g (4.30 oz)","Mini-SIM","CSTN, 4096 colors","1.6 inches, 8.3 cm (~12.6% screen-to-body ratio)","128 x 128 pixels, 8 lines, 1:1 ratio (~113 ppi density)",,,,,"No","3.5MB",,,,,,,"Yes","No","No","1.1","No",,"Stereo FM radio",,"V1","Removable Li-Ion 1000 mAh battery (BLC-2)",,"V1",,,,,"Five-way scroll",,,,"0.82 W/kg (head)   �","0.75 W/kg (head)     0.86 W/kg (body)   �",,,,,,,,,,"Predictive text input  Voice dial/memo","Up to 360 h","Class 4","Yes, 118.4 kbps","Yes","Yes","SMS, MMS, Email, Instant Messaging","Yes + downloadable","Yes","Up to 6 h","No",,,,,"QWERTY","WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European and Asia-Pacific languages",,
"Nokia","3660","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","130 x 57 x 26 mm, 139 cc (5.12 x 2.24 x 1.02 in)","130 g (4.59 oz)","Mini-SIM","TFT, 65K colors","2.1 inches, 35 x 41 mm, 14.0 cm (~18.9% screen-to-body ratio)","176 x 208 pixels (~130 ppi density)","Symbian 6.1, Series 60 v1.0 UI",,"104 MHz ARM 920T",,"MMC","3.4MB",,,"Yes",,,,"Yes","No","No","1.1","No",,"No",,"V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"Red, Blue",,,,,"5-way scroll key  Wallpapers","Editable message templates  Calendar notes",,"VGA","0.75 W/kg (head)   �","0.77 W/kg (head)     1.13 W/kg (body)   �",,,,,,,,,"No","Predictive text input  Calculator  Voice dial  Voice record","Up to 150 - 240 h","Class 4","No",,,,,,"Up to 2 h - 4 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic, WAV ringtones, composer","Most major European, Asian and American",,
"Nokia","7600","GSM / UMTS","GSM 900 / 1800","UMTS 2100",,,"Yes, 384 kbps","2003, Q4","Discontinued","87 x 78 x 19 mm, 103 cc (3.43 x 3.07 x 0.75 in)","123 g (4.34 oz)","Mini-SIM","TFT, 65K colors","2.0 inches, 12.6 cm (~18.6% screen-to-body ratio)","128 x 160 pixels (~102 ppi density)",,,,,"No","29MB",,,"SQCIF",,,,"Yes","No","No","1.1","No",,"No","Proprietary","V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"V1",,,,,"Wallpapers","Editable message templates  Calendar notes",,"VGA","0.71 W/kg (head)   �",,,,,,,,,,"No","Multitasking (talk & shoot)  MP3 player  Predictive text input  Organizer","Up to 170 h",,,"Up to available memory, Photo call","20 dialed, 10 received, 10 missed calls","SMS, MMS, Email","Downloadable Java games","Yes","Up to 4 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic, MP3 ringtones","17",,
"Nokia","3200","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","108 x 45 x 21 mm, 81 cc (4.25 x 1.77 x 0.83 in)","90 g (3.17 oz)","Mini-SIM","CSTN, 4096 colors","1.56 inches, 7.9 cm (~16.2% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~116 ppi density)",,,,,"No","1MB",,,"No",,,,"Yes","No","No","No","No",,"Stereo FM radio","Pop-Port","V1","Removable Li-Ion 780 mAh battery (BLD-3)",,"V1",,"GSM 850 / 1800 / 1900 - US version",,,"Cut-out covers   Four-way navigation  Wallpaper and screensavers","50 short messages  100 calendar notes  In shared memory   . MMS, max 100 kB each   . Ringtones   . Images   . Java apps, max 64 kB each   . Voice memo",,"CIF, night mode","0.63 W/kg (head)   �","0.97 W/kg (head)     0.97 W/kg (body)   �",,,,,,,,"Flashlight","No","Predictive text input  Organizer  Voice memo  Photo editor  Profiles  Personal shortcuts","Up to 144 h - 288 h","Class 10","No","256 x 4 fields, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS","Virtual Me, Bounce + Java","Yes","Up to 2 h - 4 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European , Africa and APAC  languages",,
"Nokia","2300","GSM","GSM 900 / 1800",,,,,"2003, Q3","Discontinued","107 x 46 x 20 mm (4.21 x 1.81 x 0.79 in)","92 g (3.25 oz)","Mini-SIM","Monochrome graphic",,"96 x 65 pixels, 4 lines, 3:2 ratio",,,,,"No",,,,,,,,"Yes","No","No","No","No",,"FM radio",,"V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"Xpress-on covers",,,,,"4-way scroll key",,,,"0.86 W/kg (head)   �",,,,,,,,,,,"Predictive text input  SMS to many  Calculator  Stopwatch  Changeable front and back covers   Picture messaging","Up to 400 h","No","No","50","10 dialed, 10 received, 10 missed calls","SMS","3 - Snake II, Space Impact+, and Opposite","No","Up to 4 h 30 min","No",,,,,,,,"Vibration; Downloadable polyphonic, monophonic ringtones, composer","Most major European and Asian",,
"Nokia","1100","GSM","GSM 900 / 1800",,,,,"2003, Q3","Discontinued","106 x 46 x 20 mm, 79 cc (4.17 x 1.81 x 0.79 in)","86 g (3.03 oz)","Mini-SIM","Monochrome graphic",,"96 x 65 pixels, 4 lines, 3:2 ratio",,,,,"No",,,,,,,,"No","No","No","No","No",,"No",,"V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"Xpress-on covers",,"GSM 850 / 1900 - Nokia 1100B for US",,,"2-way scroll key   Full display screensaver  Dynamic font size  Softkeys","Dynamic phonebook memory  Editable message templates",,,"0.73 W/kg (head)   �","0.97 W/kg (head)     0.64 W/kg (body)   �",,,,,,,,"Flashlight",,"Predictive text input  SMS to many  Calculator  Stopwatch  Xpress-on front and back covers  Picture messaging","Up to 400 h","No","No","50","10 dialed, 10 received, 10 missed calls","SMS","2 - Snake II and Space Impact+","No","Up to 4 h 30 min","No",,,,,,,,"Vibration; Downloadable monophonic ringtones, composer","Most major European and Asian",,
"Nokia","6620","GSM","GSM 850 / 1800 / 1900",,,,,"2004, Q1","Discontinued","109 x 58 x 24 mm, 113 cc (4.29 x 2.28 x 0.94 in)","122 g (4.30 oz)","Mini-SIM","TFT, 65k colors","2.1 inches, 35 x 41 mm, 14.0 cm (~22.2% screen-to-body ratio)","176 x 208 pixels (~130 ppi density)","Symbian 7.0s, Series 60 v2.0 UI","TI OMAP 1510","150 MHz ARM925T",,"RS-MMC, 32 MB included","12MB",,,"QCIF",,,,"Yes","No","No","1.1","No",,"No","Pop-Port","V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"Light Gray",,,,,"5-way joystick navigation  Selectable themes","25 voice command slots  Voice memo",,"VGA","0.81 W/kg (head)   �","1.16 W/kg (head)     0.74 W/kg (body)   �",,,,,,,,,"No","Stereo MP3/AAC player  Predictive text input  Voice dial","Up to 190 h","Class 4","Yes, 118.4 kbps",,,,,,"Up to 4 h",,,,,,,"WAP 2.0/xHTML, HTML","Yes","Vibration; Downloadable polyphonic ringtones","Major Europe and Asia-Pacific",,
"Nokia","6600","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q4","Discontinued","109 x 58 x 24 mm, 113 cc (4.29 x 2.28 x 0.94 in)","122 g (4.30 oz)","Mini-SIM","TFT, 65k colors","2.1 inches, 35 x 41 mm, 14.0 cm (~22.2% screen-to-body ratio)","176 x 208 pixels (~130 ppi density)","Symbian 7.0s, Series 60 v2.0 UI",,"104 MHz ARM 9",,"MMC, 32 MB included","6MB",,,"Yes",,,,"Yes","No","No","1.1","No",,"No",,"V1","Removable Li-Ion 850 mAh battery (BL-5C)",,"Light Gray",,,,,"5-way joystick navigation  Selectable themes","25 voice command slots  Voice memo",,"VGA","0.44 W/kg (head)   �","0.61 W/kg (head)     0.44 W/kg (body)   �",,,,,,,,,"No","Mono audio player  Predictive text input","Up to 150 h - 240 h","Class 6","No",,,,,,"Up to 2 h - 4 h",,,,,,,"WAP 2.0/xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major Europe and Asia-Pacific","Yes","Yes"
"Nokia","3100","GSM","GSM 900 / 1800 / 1900",,,,,"2003, Q3","Discontinued","102 x 43 x 15 mm, 69 cc (4.02 x 1.69 x 0.59 in)","85 g (3.00 oz)","Mini-SIM","CSTN, 4096 colors","1.5 inches, 7.3 cm (~16.5% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"No","484 KB",,,,,,,"Yes","No","No","No","No",,"No","Pop-Port","V1",,,"3 - Blue, Red, White",,"GSM 850 / 1800 / 1900 - US version",,,"Glow-in-the-dark cover   Four-way navigation  Wallpaper and animated screensavers","MMS, max 45 kB each   Images   Java apps, max 64 kB each",,,"0.72 W/kg (head)   �","1.17 W/kg (head)     1.06 W/kg (body)   �",,,,,,,,,,"Predictive text input  Organizer  Profiles  Personal shortcuts",,"Class 4","No","256 x 4 fields","20 dialed, 20 received, 20 missed calls","SMS, MMS","3 - Beach rally, Snake EX2, Bowling + downloadable","Yes",,"No",,,,,,"WAP 1.2.1, xHTML",,"Vibration; Downloadable polyphonic, monophonic ringtones","Major European , Africa and APAC  languages","Yes","Yes"
"Nokia","7250i","GSM","GSM 900 / 1800 / 1900",,,,,"2003, June","Discontinued","105 x 44 x 19 mm, 73 cc (4.13 x 1.73 x 0.75 in)","92 g (3.25 oz)","Mini-SIM","CSTN, 4096 colors",,"128 x 128 pixels, 8 lines, 1:1 ratio",,,,,"No",,,,"No",,,,"No","No","No","No","No",,"Stereo FM radio",,"V1","Removable Li-Ion 780 mAh battery (BLD-3)",,"Blue, Plum, Brown, Olive, Grey, Green",,,,,"Wallpapers  Digital clock screensaver  Dynamic font size  Softkey","In 4 MB user memory  - Phonebook  - 150 text messages  - 250 calendar notes  - 30 To-do entries  In 3.5 MB memory pool   - MMS, max 45 kB each  - Custom ringtones  - Images, 10 preset   - Java apps",,"CIF, night mode","0.70 W/kg (head)   �","0.69 W/kg (head)     0.70 W/kg (body)   �",,,,,,,,,"No","Predictive text input  SyncML  Organizer  Stopwatch  Photo editor  Xpress-on covers  Profiles","Up to 150 - 300 h","Class 4","No","500 x 3 numbers, Photo call","20 dialed, 10 received, 10 missed calls","SMS, Enhanced MMS","Triple Pop and Bounce + Java","Yes","Up to 2 - 5 h",,,"Ascending ringing tones  Personal alert tones",,,,"WAP 1.2.1, xHTML","Yes","Vibration; Downloadable polyphonic, monophonic ringtones","Major European languages","Yes","Yes"
