"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","battery_�","misc_colors","misc_models","misc_sar","misc_price","network_�","network_5g_bands","display_protection","main_camera_quad","selfie_camera_features","comms_nfc","features_�","battery_charging","main_camera_triple","body_�","sound_�","misc_sar_eu","display_�","selfie_camera_dual","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_dual","tests_audio_quality","camera_�","network_gprs","network_edge","main_camera_�","selfie_camera_triple","battery_stand-by","battery_talk_time","battery_music_play","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","body_keyboard","features_browser","sound_alert_types","features_clock","features_alarm","features_languages"
"Samsung","X460","GSM","GSM 900 / 1800",,,,"2004, Q3","Discontinued","84.5 x 42.5 x 22.8 mm (3.33 x 1.67 x 0.90 in)","75 g (2.65 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 160 pixels, 6 lines",,,,,"No",,"8 MB user storage memory  0.5 MB memory for Java",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","Metallic Silver, Cloud Silver, Shadow Silver, Ice Green",,,,,,,,,,"Predictive text input  Organizer  Voice memo",,,,,"0.85 W/kg (head)   �","Second external STN display 96 x 64 pixels, B/W  Four way navigation keys  Wallpapers  Downloadable pictures",,,,,,,,,"No","Class 10","No",,,"Up to 230  h","Up to 3 h 50 min",,,,"1000 entries","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","2 - BubbleSmile, SnowBallFight + downloadable","Yes, MIDP 1.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X120","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","108 x 45 x 16 mm (4.25 x 1.77 x 0.63 in)","76 g (2.68 oz)",,"Mini-SIM","OLED, 65K colors","1.8 inches, 10.5 cm (~21.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~101 ppi density)",,,,,"No",,,,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 830 mAh battery","4 - Metallic Silver, Ice Blue, Silver Gray, Indigo Blue",,,,,,,,,,"Predictive text input  Organizer  Voice memo",,,,,"0.93 W/kg (head)   �","Four way navigation keys  Downloadable wallpapers and screensavers",,,,,,,,,"No","Class 10","No",,,"Up to 200 h","Up to 3 h",,"Yes",,"2000 entries","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","4 - BubbleSmile, Fun2Link, Ultimate Golf, Mobile Chess","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","E330","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","87.2 x 41.1 x 23.3 mm (3.43 x 1.62 x 0.92 in)","85 g (3.00 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 160 pixels",,,,,"No",,"9 MB memory for ringtones, images  1.5 MB memory for java","VGA","LED flash","No",,,"Yes","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","2 - Indigo Blue, Deep Gray",,,,,,,,,,"Predictive text input  Organizer  Menu shortcuts",,,,,"0.90 W/kg (head)   �","Second external UFB display (96 x 96 pixels), 65K colors  Wallpaper",,,,,,,,,,"Class 10","No",,,"Up to 220 h","Up to 3 h 30 min",,,"No","1000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","2 embedded JAVA games","Yes, MIDP 1.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","E310","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","83.7 x 46.3 x 23.4 mm (3.30 x 1.82 x 0.92 in)","90 g (3.17 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels, 7 lines",,,,,"No",,,"VGA",,"Yes",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","2 - Indigo Blue, Deep Gray",,,,"GSM 900 / 1900 - Samsung E315",,,,,,"Predictive text input  Organizer  Menu shortcuts",,,,,"0.51 W/kg (head)   �","Second external TFT display (96 x 64 pixels), 65K colors  Four way navigation keys  Wallpaper",,,,,,,,,,"Class 8","No",,,"Up to 150 h","Up to 3 h",,"Yes","No","2000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Yes + Java downloadable","Yes, MIDP 2.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","E300","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","84 x 46.5 x 23 mm (3.31 x 1.83 x 0.91 in)","85 g (3.00 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels",,,,,"No",,"4096 KB for fotos  2048 KB for videoclips   1400 KB for MMS  716 KB for ringtones  512 KB for java  100 KB for voicememo (5 x 30 sec.)","VGA",,"Yes",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 820 mAh battery","Silver",,,,,,,,,,"Predictive text input  Organizer  Voice memo",,,,,"0.51 W/kg (head)   �","Second external TFT display 65K colors (96 x 64 pixels)  Four way navigation keys  Wallpaper",,,,,,,,,,"Class 8","No",,,"Up to 150 h","Up to 3 h",,"Yes","No","2000 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","4 + Java downloadable","Yes, MIDP 2.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones, composer",,,
"Samsung","C110","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","111 x 45 x 17 mm (4.37 x 1.77 x 0.67 in)","76 g (2.68 oz)",,"Mini-SIM","UFB, 65K colors","1.5 inches, 7.3 cm (~14.5% screen-to-body ratio)","128 x 128 pixels, 5 lines, 1:1 ratio (~121 ppi density)",,,,,"No","1.5MB",,,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 830 mAh battery","3- Metallic Blue, Milky Silver, Olive Green",,,,,,,,,,"Predictive text input  Organizer",,,,,,"Four way navigation keys",,,,,,,,,"No","Class 8","No",,,"Up to 90 h","Up to 3 h",,,,"500 x 5 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS","Yes","Yes, MIDP 1.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","Z107","GSM / UMTS","GSM 900 / 1800","UMTS 2100",,"Yes, 384 kbps","2004, Q4","Discontinued","89 x 48 x 25 mm (3.50 x 1.89 x 0.98 in)","115 g (4.06 oz)",,"Mini-SIM","TFT, 256K colors",,"176 x 192  pixels, 8 lines",,,,,"No","32MB","3 x 35 sec voice memo","VGA, 180 deg. rotating lens","LED flash","No",,,"No","No","No","No","No","No","Proprietary","V1","Removable Li-Ion 960 mAh battery","Grey, Blue",,,,,,,,,,"SyncML  Video telephony / video streaming  Predictive text input  Organizer  Voice memo",,,,,"0.63 W/kg (head)   �","Second external OLED display (96 x 96 pixels), 65K colors  Four way navigation keys",,,,,,,,,,,,,,"Up to 160 h","Up to 2 h",,"Yes","No","1000 entries, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail","3 - Ultimate Golf Challenge, Fun2Link and Alpha Wing","Yes, MIDP 2.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","Z105","GSM / UMTS","GSM 900 / 1800","UMTS 2100",,"Yes, 384 kbps","2004, Q1","Discontinued","95 x 50 x 26 mm (3.74 x 1.97 x 1.02 in)","132 g (4.66 oz)",,"Mini-SIM","TFT, 256K colors",,"176 x 192  pixels, 7 lines",,,,,"No",,"3 MB for images  3 x 35 sec voice memo","VGA, 180 deg. rotating lens",,"No",,,"No","No","No","No","No","No","Proprietary","V1",,"Metallic Silver",,,,,,,,,,"SyncML  Video telephony / video streaming  Predictive text input  Organizer  Nokia Smart Messaging",,,,,"0.74 W/kg (head)   �","Second external TFT display (96 x 64 pixels), 65K colors  Four way navigation keys",,,,,,,,,,,,,,,,,,"No","1000 entries, contact groups, Photo call","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, EMail","3 - Ultimate Golf Challenge, Fun2Link and Alpha Wing","Yes, MIDP 2.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","E610","GSM","GSM 900 / 1800 / 1900",,,,"2004, Q1","Discontinued","85 x 49.5 x 19.8 mm (3.35 x 1.95 x 0.78 in)","84 g (2.96 oz)",,"Mini-SIM","TFT, 256K colors",,"176 x 220 pixels, 6 lines",,,,,"No",,"6 MB for images   1.4 MB for MMS messages  512 KB for Java apps.  5 x 30 sec. voice memo","VGA","LED flash","No",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","Black, Blue, Red",,,,,,,,,,"Predictive text input  Organizer  Voice memo (5 x 30 sec)",,,,,"0.77 W/kg (head)   �","Second external TFT display, 65K colors (96 x 128 pixels)  Dynamic font size",,,,,,,,,,"Class 10","No",,,"Up to 190 h","Up to 3 h 30 min",,"Yes","No","2000 entries, contact groups, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","4 - BubbleSmile, Fun2Link, Ultimate Golf, Mobile Chess","Yes, MIDP 2.0",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","E600","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q4","Discontinued","82 x 42 x 24 mm (3.23 x 1.65 x 0.94 in)","85 g (3.00 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,"No",,"512 KB for images  300 KB for videos  1.4 MB for MMS  600 KB for ringtones  512 KB for Java  100 KB voice memo (5 x 30 sec.)","VGA",,"Yes",,,"No","No","No","No","No","No",,"V1",,"Silver",,,,,,,,,,"Predictive text input  Organizer  Voice memo  Nokia Smart Messaging",,,,,"0.98 W/kg (head)   �","Second external display, TFT, 65K colors (96 x 64 pixels)  Four way navigation keys",,,,,,,,,,"Class 8","No",,,,,,"Yes","No","1000 entries, contact groups, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","4 - BubbleSmile, Fun2Link, Ultimate Golf, Mobile Chess + downloadable","Yes, MIDP 2.0",,"WAP","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","P510","GSM","GSM 900 / 1800",,,,"2004, Q1","Discontinued","84 x 45 x 23.5 mm (3.31 x 1.77 x 0.93 in)","92 g (3.25 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels, 6 lines",,,,,"No",,"4 MB for images   1.4 MB for MMS messages  512 KB for Java apps.  5 x 30 sec. voice memo","VGA","LED flash","Yes",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 1000 mAh battery","4- Mirror Silver, Dark Silver, Light Violet, Metallic Blue",,,,,,,,,,"Predictive text input  Organizer",,,,,"0.90 W/kg (head)   �","Second external display, OLED, 16 colors (98 x 48 pixels)  Blue back-lighting   Automatic flip",,,,,,,,,,"Class 10","No",,,"Up to 310 h","Up to 5 h",,"Yes","No","1000 entries, contact groups, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","BubbleSmile, Fun2Link","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X450","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q4","Discontinued","83 x 46.5 x 21.1 mm (3.27 x 1.83 x 0.83 in)","79 g (2.79 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 160 pixels, 6 lines",,,,,"No",,"700 Kb for MMS  512 Kb for Java apps",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 720 mAh battery","3 - Tech silver(Main), Beige silver, Mist blue",,,,,,,,,,"Predictive text input  Organizer  World Time  Voice memo",,,,,"0.98 W/kg (head)   �","Four way navigation keys  Wallpapers",,,,,,,,,"No","Class 10","No",,,"Up to 150 h","Up to 3 h",,,,"1000 x 11 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","3 - BubbleSmile, Fun2Link, Ultimate Golf","Yes",,"WAP 1.2","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X430","GSM","GSM 900 / 1800",,,,"2003, Q4","Discontinued","80 x 42 x 20 mm (3.15 x 1.65 x 0.79 in)","73 g (2.57 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 128 pixels, 1:1 ratio",,,,,"No",,"20 short messages  Message templates",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 720 mAh battery","Pearl White, Metallic Silver, Champagne Gold, Violet",,,,,,,,,,"Predictive text input  Organizer  World Time",,,,,"0.71 W/kg (head)   �","Four way navigation keys  Downloadable screensavers, wallpapers",,,,,,,,,"No","Yes","No",,,"Up to 260 h","Up to 3 h 30 min",,,,"500","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","3 - Honey Ball, Hamster Box, Bowling + Java","Yes",,"WAP 1.2","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","D410","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q4","Discontinued","97 x 48 x 24 mm (3.82 x 1.89 x 0.94 in)","116 g (4.09 oz)",,"Mini-SIM","TFD, 256K colors","2.1 inches, 13.9 cm (~29.8% screen-to-body ratio)","176 x 220 pixels, 8 lines (~134 ppi density)",,,,,"No",,"3 MB for pictures   3 MB for video  700 KB for MMS  1 MB for email  600 KB for Java apps  Message templates  5 x 30 sec voice memo","VGA",,"Yes",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 900 mAh battery","3 - Metallic Silver , Mirror Gray, Indigo Blue",,"0.43 W/kg (head)     0.44 W/kg (body)   �",,,,,,,,"Predictive text input  Organizer  Voice memo",,,,,,"Four way navigation keys",,,,,,,,,,"Class 8","No",,,"Up to 254 h","Up to 3 h",,"Yes","No","1000 x 5 fields, 10 contact groups","20 received, dialed and missed calls","SMS, EMS, MMS, Email","4 - BubbleSmile, Fun2Link, Ultimate Golf, MobileChess","Yes, MIDP 2.0",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X600","GSM","GSM 900 / 1800",,,,"2003, Q3","Discontinued","102 x 43 x 20 mm (4.02 x 1.69 x 0.79 in)","80 g (2.82 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 128 pixels, 4 lines, 1:1 ratio",,,,,"No",,"9 MB shared memory for pictures, MMS messages  500 Kb for Java App  200 short messages","VGA",,"No",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 900 mAh battery","Either Blue or Silver",,,,,,,,,,"Predictive text input  Organizer",,,,,"0.84 W/kg (head)   �","Four way navigation keys",,,,,,,,,,"Class 10","No",,,"Up to 360 h","Up to 5 h 30 min",,"Yes","No","1000 x 6 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","4 - Honey Ball, Go! Hamster, Bowling + Java","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X100","GSM","GSM 900 / 1800",,,,"2003, Q3","Discontinued","110 x 45 x 20 mm (4.33 x 1.77 x 0.79 in)","83 g (2.93 oz)",,"Mini-SIM","CSTN, 65K colors","1.7 inches, 9.3 cm (~18.8% screen-to-body ratio)","128 x 128 pixels, 4 lines, 1:1 ratio (~106 ppi density)",,,,,"No",,"9 MB shared memory for MMS messages and tones   1.2 MB for Java Apps  200 short messages",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 900 mAh battery","V1",,,,,,,,,,"Predictive text input  Organizer  Voice memo",,,,,"0.76 W/kg (head)   �","Four way navigation keys  Downloadable wallpapers and screensavers",,,,,,,,,"No","Class 10","No",,,"Up to 360 h","Up to 5 h 30 min",,,,"1000 x 6 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","3 - Honey Ball, Go!Hamster, Bowling + Java","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","E715","GSM","GSM 900 / 1900",,,,"2003, Q3","Discontinued","90 x 45 x 23 mm (3.54 x 1.77 x 0.91 in)","85 g (3.00 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels, 6 lines",,,,,"No",,"9 MB shared memory for pictures, MMS messages   600 Kb for Java apps  200 short messages","VGA","LED flash","No",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","Indigo Blue, Metallic Silver, Beaujolais Red, Pearl White",,,,"GSM 900 / 1800 - Samsung E710",,,,,,"Predictive text input  Organizer",,,,,,"Second external OLED, 256 colors ( 64 x 80 pixels )  Four way navigation keys  Wallpaper",,,,,,,,,,"Class 10","No",,,"Up to 230 h","Up to 3 h",,"Yes","No","1000 x 6 fields, Photo call","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","5 - Go!Hamster, Honey Ball, Bowling + Java","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","E700","GSM","GSM 900 / 1800",,,,"2003, Q3","Discontinued","90 x 45 x 23 mm (3.54 x 1.77 x 0.91 in)","85 g (3.00 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels, 6 lines",,,,,"No",,"9 MB shared memory for pictures, MMS messages   600 Kb for Java apps  200 short messages","VGA",,"No",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 780 mAh battery","Indigo Blue, Metallic Silver, Beaujolais Red, Pearl White",,,,,,,,,,"Predictive text input  Organizer  Stopwatch",,,,,"0.73 W/kg (head)   �","Second external OLED, 256 colors ( 64 x 96 pixels )  Four way navigation keys  Wallpapers",,,,,,,,,,"Class 10","No",,,"Up to 230 h","Up to 3 h",,"Yes","No","1000 x 6 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS","5 - Go!Hamster, Honey Ball, Bowling + Java","Yes",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","C100","GSM","GSM 900 / 1800",,,,"2003, Q2","Discontinued","111 x 45 x 17 mm (4.37 x 1.77 x 0.67 in)","76 g (2.68 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 128 pixels, 5 lines, 1:1 ratio",,,,,"No","300 KB","50 short messages",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 780 mAh battery","Metallic Silver",,,,,,,,,,"Predictive text input  Organizer  Nokia compatible melodies",,,,,"0.60 W/kg (head)   �","Four way navigation keys",,,,,,,,,"No","Class 8","No",,,"Up to 90 h","Up to 2 h 30 min",,"Yes",,"500 x 5 fields","20 dialed, 20 received, 20 missed calls","SMS, EMS","4 - Honey Ball, Hamster + 2 Java games","Yes",,"WAP 1.2","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","E105","GSM","GSM 900 / 1900",,,,"2003, Q3","Discontinued","87 x 49 x 21 mm (3.43 x 1.93 x 0.83 in)","81 g (2.86 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 160 pixels",,,,,"No",,,,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 780 mAh battery","Silver",,,,,,,,,,"Predictive text input  Organizer  Menu shortcuts",,,,,,"Second external CSTN display 256 colors (96 x 64 pixels)  Four way navigation keys  Wallpaper",,,,,,,,,"No","Class 10","No",,,"Up to 250 h","3 h",,"Yes",,"500","20 received, 20 dialed, 20 missed calls","SMS, EMS, MMS","Java downloadable","Yes",,"WAP 1.2","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","E100","GSM","GSM 900 / 1800",,,,"2003, Q3","Discontinued","83 x 46 x 21 mm (3.27 x 1.81 x 0.83 in)","80 g (2.82 oz)",,"Mini-SIM","TFD, 65K colors",,"128 x 160 pixels, 8 lines",,,,,"No",,"600 KB memory for Java apps",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 720 mAh battery","V1",,,,,,,,,,"Predictive text input  Organizer  Menu shortcuts",,,,,"0.71 W/kg (head)   �","Second external display B/W LCD (96 x 64 pixels)  Four way navigation keys  Wallpaper",,,,,,,,,"No","Class 10","No",,,"Up to 230 h","Up to 3 h 30 min",,"Yes",,"500","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","Yes - Honey ball, Go! hamster, Bowling + Java downloadable","No",,"WAP 2.0/xHTML","Vibration; Downloadable polyphonic ringtones",,,
"Samsung","X400","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q2","Discontinued","86 x 46 x 20 mm (3.39 x 1.81 x 0.79 in)","90 g (3.17 oz)",,"Mini-SIM","TFT, 65K colors",,"128 x 160 pixels, 7 lines",,,,,"No",,"50 short messages  Message templates",,,,,,"No","No","No","No","No","FM radio",,"V1",,"4 -Deep Blue, Yellow Green, Dark Violet, Caramel Orange",,,,,,,,,,"Predictive text input  Organizer  Speed dial  Menu shortcuts  World clock",,,,,"0.60 W/kg (head)   �","Second external monochrome display  (96 x 64 pixels)  Two four way navigation keys",,,,,,,,,"No","Class 8","No",,,,,,"Yes",,"500 x 6 fields, contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS","4 - BubbleSmile, Fun2Link, Golf, MobileChess + Java","Yes",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","S200","GSM","GSM 900 / 1800 / 1900",,,,"2003","Discontinued","81 x 40 x 22 mm (3.19 x 1.57 x 0.87 in)","75 g (2.65 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 144 pixels",,,,,"No",,"Message templates",,,,,,"No","No","No","No","No","No",,"V1",,"Metallic Silver, Pearl White, Deep Blue,Wine red",,,,,,,,,,"Predictive text input  Organizer  Speed dial  Menu shortcutsWorld clock",,,,"Nokia compatible melodies","0.84 W/kg (head)   �","Second external STN display 256 colors (96 x 64 pixels)  Four way navigation keys  Dynamic font size",,,,,,,,,"No","Class 8","No",,,,,,"Yes",,"500 x 6 fields, contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS","2 - Honey Ball, Hamster + Java","Yes",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","E400","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q2","Discontinued","88 x 42 x 23 mm (3.46 x 1.65 x 0.91 in)","88 g (3.10 oz)",,"Mini-SIM","UFB, 65K colors",,"128 x 144 pixels",,,,,"No",,"20 short messages  Message templates",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 900 mAh battery","V1",,,,,,,,,,"Predictive text input  Organizer  Speed dial  Menu shortcuts  World clock",,,,,"0.81 W/kg (head)   �","Second external OLED display 256 colors (96 x 64 pixels)  Four way navigation keys  Dynamic font size",,,,,,,,,"No","Class 8","No",,,"Up to 150 h","Up to 3 h 30 min",,"Yes",,"500 x 6 fields, contact groups","20 dialed, 20 received, 20 missed calls","SMS, EMS, MMS receive only","4 - Honey Ball, Speed Up, Bowling, Midpman","Yes",,"WAP 1.2","Vibration; Downloadable polyphonic ringtones, composer","Yes","Yes",
"Samsung","D100","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q3","Discontinued","85 x 43 x 27 mm (3.35 x 1.69 x 1.06 in)","88 g (3.10 oz)",,"Mini-SIM","TFD, 65K colors",,"128 x 160 pixels, 7 lines",,,,,"No",,"700 Kb for MMS  1024 Kb for emails  512 Kb for Java games  Message templates",,,,,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 800 mAh battery","V1",,,,,,,,,,"Predictive text input  Organizer  Speed dial  Menu shortcuts  World clock",,,,,"0.86 W/kg (head)   �","Second external OLED display 256 colors (64 x 46 pixels)  Four way navigation keys",,,,,,,,,"No","Class 10","No",,,"Up to 150 h","3 h",,"Yes",,"1000 entries, contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS, Email","5 - Bowling, Mobile Chess, Fun2Link, BubbleSmile, Ultimate Golf+ Java","Yes",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","V200","GSM","GSM 900 / 1800 / 1900",,,,"2003, Q1","Discontinued","91 x 47 x 23 mm (3.58 x 1.85 x 0.91 in)","96 g (3.39 oz)",,"Mini-SIM","TFD, 65K colors",,"128 x 160 pixels, 7 lines",,,,,"No",,"100 photos storage  Message templates  50 short messages","CIF",,"No",,,"No","No","No","No","No","No",,"V1",,"V1",,,,,,,,,,"Picture manager  Predictive text input  Organizer  Speed dial  Menu shortcuts  Nokia smart messaging",,,,,"0.69 W/kg (head)   �","Second external display (blue lighting)  Four way navigation keys  Downloadable pictures and animations",,,,,,,,,,"Class 8","No",,,,,,"Yes","No","500 x 10 fields, 10","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","3","No",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones","Yes","Yes",
"Samsung","Z100","GSM / UMTS","GSM 900 / 1800","UMTS 2100",,"Yes, 384 kbps","2003, Q1","Cancelled","95 x 50 x 26 mm (3.74 x 1.97 x 1.02 in)","124 g (4.37 oz)",,"Mini-SIM","TFT, 256K colors",,"128 x 160 pixels, 7 lines",,,,,"No",,"3 MB for images  3 x 35 sec voice memo","CIF",,"No",,,"No","No","No","No","No","No",,"V1","Removable Li-Ion 850 mAh battery","Metallic Silver",,,,,,,,,,"Predictive text input  Organizer  Voice memo  Nokia Smart Messaging",,,,,,"Second external display (96 x 64 pixels)  Four way navigation keys  Dynamic font size",,,,,,,,,,,,,,"Up to 110 h","Up to 4 h",,,"No","500 entries, contact groups","10 dialed, 10 received, 10 missed calls","SMS, EMS, MMS","3 - Bowling, CityRacer, HoneyBust","Yes",,"WAP 1.2.1","Vibration; Downloadable polyphonic ringtones, composer",,,
