"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","sound_�","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_infrared_port","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","body_build","body_�","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","main_camera_dual","selfie_camera_dual","misc_sar","tests_audio_quality","misc_sar_eu","main_camera_five","network_gprs","network_edge","camera_�","battery_stand-by","main_camera_single","selfie_camera_triple","battery_talk_time","battery_music_play"
"Xiaomi","Black Shark 2","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, March","Available. Released 2019, March","163.6 x 75 x 8.8 mm (6.44 x 2.95 x 0.35 in)","205 g (7.23 oz)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",,"Always-on display  240Hz touch-sensing","Android 9.0 (Pie)","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30/60fps, 1080p@30fps, 720p@120fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm","HDR","1080p@30fps","Yes, with stereo speakers","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",,,"No","2.0, Type-C 1.0 reversible connector","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Fast charging 27W","Black, Silver, Blue","SKW-H0, SKW-A0","$ 325.00 / € 399.00 / £ 365.00 / ₹ 31,999","Glass front, aluminum back, aluminum frame",,"AnTuTu: 343460 (v7) GeekBench: 11192 (v4.4) GFXBench: 36fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 67dB / Noise 73dB / Ring 82dB","Endurance rating 93h",,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF  12 MP, f/2.2, 54mm (telephoto), 1.0µm, PDAF, 2x optical zoom",,,"Noise -90.7dB / Crosstalk -93.4dB",,,,,,,,,,
"Xiaomi","Redmi 7","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global","1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA, LTE-A","2019, March","Available. Released 2019, March","158.7 x 75.6 x 8.5 mm (6.25 x 2.98 x 0.33 in)","180 g (6.35 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~81.5% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 Pie, upgradable to Android 10.0; MIUI 11","Qualcomm SDM632 Snapdragon 632 (14 nm)","Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)","Adreno 506","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30/60fps","8 MP, f/2.0, 1/4"", 1.12µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS",,"Yes","FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 4000 mAh battery","Standard charging 10W","Lunar Red, Eclipse Black, Comet Blue","M1810F6LG, M1810F6LH, M1810F6LI","$ 111.99 / € 149.00 / £ 128.88 / ₹ 8,649","Glass front (Gorilla Glass 5), plastic back, plastic frame","Splash resistant","AnTuTu: 102616 (v7) GeekBench: 4276 (v4.4) GFXBench: 7.7fps (ES 3.1 onscreen)",,,,,,,,"1.10 W/kg (head)     1.02 W/kg (body)   �",,"0.58 W/kg (head)     1.25 W/kg (body)   �",,,,,,"12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF  2 MP, (depth)",,,
"Xiaomi","Redmi Note 7 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","2019, February","Available. Released 2019, March","159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in)","186 g (6.56 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SDM675 Snapdragon 675 (11 nm)","Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver)","Adreno 612","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","eMMC 5.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, (gyro-EIS)","13 MP","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W  Quick Charge 4","Nebula Red, Neptune Blue, Space Black, Astro White","M1901F7S","$ 171.99 / £ 208.90 / ₹ 10,999","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,"AnTuTu: 180754 (v7), 215308 (v8)  GeekBench: 6620 (v4.4), 1624 (v5.1)  GFXBench: 7.9fps (ES 3.1 onscreen)",,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.4, (depth)",,"0.96 W/kg (head)     0.84 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Mi Mix 3 5G","GSM / CDMA / HSPA / EVDO / LTE / 5G","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41","78 NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps; 5G (2+ Gbps DL)","2019, February","Available. Released 2019, May","157.9 x 74.7 x 9.4 mm (6.22 x 2.94 x 0.37 in)","225 g (7.94 oz)","Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie); MIUI 10","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","64GB 6GB RAM, 128GB 6GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60/240fps, 1080p@960fps; gyro-EIS",,"LED flash, HDR","1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"No","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3800 mAh battery","Fast charging 18W  Quick Charge 4+","Sapphire Blue","M1810E5GG","$ 399.99 / € 379.00 / £ 499.99","Glass front (Gorilla Glass 5), ceramic back, aluminum frame (7000 series)",,,,,,,,"12 MP (wide), f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF, 4-axis OIS  12 MP (telephoto), 1/3.4"", 1.0µm","Manual pop-up 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm  Manual pop-up 2 MP, depth sensor","1.56 W/kg (head)     1.58 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Mi 9 Explorer","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, February","Available. Released 2019, June","157.5 x 74.7 x 7.6 mm (6.20 x 2.94 x 0.30 in)","173 g (6.10 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 6","HDR10","Android 9.0 (Pie); MIUI 10","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","256GB 8GB RAM, 256GB 12GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/120/240fps, 1080p@960fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm","HDR","1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","Yes","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3300 mAh battery","Fast charging 27W  Quick Charge 4+  Fast wireless charging 20W","Transparent Black",,"About 530 EUR","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame (7000 series)",,,,,,,"48 MP, f/1.5 (12GB RAM model) or f/1.8 (8GB RAM model), (wide), 1/2.0"", 0.8µm, PDAF, Laser AF  12 MP, f/2.2, 54mm (telephoto), 1/3.6"", 1.0µm, PDAF, 2x optical zoom  16 MP, f/2.2, 13mm (ultrawide), 1/3.0"", 1.0µm, PDAF",,,,,,,,,,,,,,
"Xiaomi","Mi 9 SE","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA, LTE-A","2019, February","Available. Released 2019, March","147.5 x 70.5 x 7.5 mm (5.81 x 2.78 x 0.30 in)","155 g (5.47 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.97 inches, 87.5 cm (~84.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~432 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie); MIUI 10.3.3","Qualcomm SDM712 Snapdragon 712 (10 nm)","Octa-core (2x2.3 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","No","64GB 6GB RAM, 128GB 6GB RAM","UFS 2.0",,"Dual-LED flash, HDR, panorama","2160p@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS","20 MP, f/2.0, (wide), 1/3"", 0.9µm","HDR","1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, GALILEO, BDS","Yes","Yes","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3070 mAh battery","Fast charging 18W","Violet, Blue, Gray","M1903F2G","$ 305.00","Glass front (Gorilla Glass 5), glass back, aluminum frame",,"AnTuTu: 180057 (v7) GeekBench: 6017 (v4.4) GFXBench: 14fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal)","Photo / Video","Voice 86dB / Noise 79dB / Ring 87dB","Endurance rating 73h","48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  8 MP, f/2.4, (telephoto), 1/4.0"", 1.12µm, PDAF  13 MP, f/2.4, (ultrawide), 1/3.1"", 1.12µm",,,"1.39 W/kg (head)     1.39 W/kg (body)   �","Noise -93.5dB / Crosstalk -93.5dB","1.19 W/kg (head)     1.17 W/kg (body)   �",,,,,,,,,
"Xiaomi","Mi 9","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 20, 28, 38, 39, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, February","Available. Released 2019, March","157.5 x 74.7 x 7.6 mm (6.20 x 2.94 x 0.30 in)","173 g (6.10 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 6","HDR10","Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SM8150 Snapdragon 855 (7 nm)","Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)","Adreno 640","No","64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/120/240fps, 1080p@960fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm","HDR","1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes","Yes","No","2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3300 mAh battery","Fast charging 27W  Quick Charge 4+  Fast wireless charging 20W","Lavender Violet, Ocean Blue, Piano Black","M1902F1G","$ 392.50 / € 400.71 / £ 389.95","Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",,"AnTuTu: 372006 (v7) GeekBench: 11181 (v4.4) GFXBench: 35fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 3.921 (sunlight)","Photo / Video","Voice 70dB / Noise 74dB / Ring 81dB","Endurance rating 95h","48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF, Laser AF  12 MP, f/2.2, 54mm (telephoto), 1/3.6"", 1.0µm, PDAF, 2x optical zoom  16 MP, f/2.2, 13mm (ultrawide), 1/3.0"", 1.0µm, PDAF",,,"0.99 W/kg (head)     1.04 W/kg (body)   �","Noise -93.9dB / Crosstalk -91.9dB","1.39 W/kg (head)     1.30 W/kg (body)   �",,,,,,,,,
"Xiaomi","Redmi Go","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, January","Available. Released 2019, February","140.4 x 70.1 x 8.4 mm (5.53 x 2.76 x 0.33 in)","137 g (4.83 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.0 cm (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~296 ppi density)",,,"Android 8.1 Oreo (Go edition)","Qualcomm MSM8917 Snapdragon 425 (28 nm)","Quad-core 1.4 GHz Cortex-A53","Adreno 308","microSDXC (dedicated slot)","8GB 1GB RAM, 16GB 1GB RAM","eMMC 5.1",,"LED flash, HDR","1080p@30fps","5 MP, f/2.2, 1/5"", 1.12µm","HDR",,"Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"FM radio","microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Non-removable Li-Ion 3000 mAh battery",,"Black, Blue","M1903C3GG, M1903C3GH, M1903C3GI","$ 66.99 / € 90.42 / £ 99.00 / ₹ 4,499","Glass front, plastic back, plastic frame",,,,,,,,,,"0.58 W/kg (head)     1.50 W/kg (body)   �",,,,,,,,"8 MP, f/2.0, 1/4.0"", 1.12µm, AF",,,
"Xiaomi","Redmi Note 7","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat12 600/150 Mbps","2019, January","Available. Released 2019, January","159.2 x 75.2 x 8.1 mm (6.27 x 2.96 x 0.32 in)","186 g (6.56 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Corning Gorilla Glass 5",,"Android 9.0 (Pie); MIUI 11","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","eMMC 5.1",,"Dual-LED flash, HDR, panorama","1080p@30/60/120fps, (gyro-EIS)","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio, recording","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W  Quick Charge 4","Blue, Black, Twilight Gold, White","M1901F7G, M1901F7H, M1901F7I","$ 144.99 / € 184.99 / £ 156.32 / ₹ 9,999","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame",,"AnTuTu: 139075 (v7)  GeekBench: 5411 (v4.4)  GFXBench: 7.7fps (ES 3.1 onscreen)","Contrast ratio: 1338:1 (nominal), 2.893 (sunlight)","Photo / Video","Voice 69dB / Noise 71dB / Ring 90dB","Endurance rating 108h",,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF  5 MP, f/2.2, (depth)  or  12 MP, f/2.2, (wide), 1/2.9"", 1.25µm, PDAF  2 MP, f/2.4, (depth)",,"1.15 W/kg (head)     1.17 W/kg (body)   �","Noise -90.7dB / Crosstalk -94.5dB","0.59 W/kg (head)     1.27 W/kg (body)   �",,,,,,,,,
"Xiaomi","Mi Play","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA, LTE","2018, December","Available. Released 2018, December","147.8 x 71.9 x 7.8 mm (5.82 x 2.83 x 0.31 in)","150 g (5.29 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.84 inches, 85.1 cm (~80.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)",,,"Android 9.0 (Pie)","Mediatek MT6765 Helio P35 (12nm)","Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)","PowerVR GE8320","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP","HDR","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3000 mAh battery","Standard charging 10W","Dream Blue, Twilight Gold, Black","M1901F9E","About 170 EUR",,,,,,,,,"12 MP, f/2.2, 1.25 μm, PDAF  Secondary camera, (depth)",,"0.67 W/kg (head)     1.51 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Black Shark Helo","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, October","Available. Released 2018, November","160 x 75.2 x 8.7 mm (6.30 x 2.96 x 0.34 in)","190 g (6.70 oz)","Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.2 cm (~77.5% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",,"Always-on display","Android 8.0 (Oreo)","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)","Adreno 630","No","128GB 6GB RAM, 128GB 8GB RAM, 256GB 10GB RAM",,,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30fps, 720p@120fps","20 MP, f/2.2, (wide), 1/2.8"", 1.0µm",,"1080p@30fps","Yes, with stereo speakers","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",,,"No","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Fast charging 18W  Quick Charge 3.0","Black","AWM-A0","About 450 EUR",,,,,,,,,"12 MP, f/1.8, 1/2.9"", 1.25µm, dual pixel PDAF  20 MP, f/1.8, 1.0µm, AF, 2x optical zoom",,,,,,,,,,,,,
"Xiaomi","Mi Mix 3","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41 - China","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - Global","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66 - Global",,"HSPA, LTE","2018, October","Available. Released 2018, November","157.9 x 74.7 x 8.5 mm (6.22 x 2.94 x 0.33 in)","218 g (7.69 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Corning Gorilla Glass 5","HDR","Android 9.0 (Pie), upgradable to Android 10.0; MIUI 11","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)","Adreno 630","No","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 256GB 10GB RAM","UFS 2.1",,"LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/60fps, 1080p@960fps",,"LED flash, HDR","1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"No","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3200 mAh battery","Fast charging 18W  Quick Charge 4+  Wireless charging 10W","Jade Green, Sapphire Blue, Onyx Black, Forbidden City Blue (10 GB only)","M1810E5A","$ 659.00 / £ 325.00","Glass front, ceramic back, aluminum frame (7000 series)",,"AnTuTu: 292353 (v7), 352130 (v8)  GeekBench: 9065 (v4.4), 2170 (v5.1)  GFXBench: 30fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.291(sunlight)","Photo / Video","-29.9 LUFS (Average)","Endurance rating 84h",,"12 MP (wide), f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF, 4-axis OIS  12 MP (telephoto), 1/3.4"", 1.0µm","Manual pop-up 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm  Manual pop-up 2 MP, depth sensor","1.45 W/kg (head)     1.57 W/kg (body)   �","Noise -93.2dB / Crosstalk -90.6dB",,,,,,,,,,
