"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","sound_�","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_infrared_port","comms_radio","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","body_build","body_�","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","main_camera_dual","selfie_camera_dual","misc_sar","tests_audio_quality","misc_sar_eu","main_camera_five","network_gprs","network_edge","camera_�","battery_stand-by","main_camera_single","selfie_camera_triple","battery_talk_time","battery_music_play"
"Xiaomi","Mi Max 3","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 20, 34, 38, 39, 40, 41",,"HSPA, LTE","2018, July","Available. Released 2018, July","176.2 x 87.4 x 8 mm (6.94 x 3.44 x 0.31 in)","221 g (7.80 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.9 inches, 122.9 cm (~79.8% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~350 ppi density)","To be confirmed",,"Android 8.1 (Oreo), upgradable to Android 10.0; MIUI 11","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)","Adreno 509","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 128GB 6GB RAM","eMMC 5.1",,"Dual-LED flash, HDR, panorama","2160p@30fps, 720p/1080p@30fps (gyro-EIS), 720p@120fps","8 MP, f/2.0, 1/4"", 1.12µm",,"1080p@30fps","Yes, with stereo speakers","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 5500 mAh battery","Fast charging 18W  Quick Charge 3.0","Black, Champagne Gold, Blue","M1804E4A","£ 199.00","Glass front, aluminum back, aluminum frame",,"AnTuTu: 119229 (v7)  GeekBench: 4907 (v4.4)  GFXBench: 6fps (ES 3.1 onscreen)","Contrast ratio: 1462 (nominal), 3.061 (sunlight)","Photo / Video","Voice 68dB / Noise 71dB / Ring 83dB","Endurance rating 115h",,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF  5 MP, f/2.2, (depth)",,"1.58 W/kg (head)     1.42 W/kg (body)   �","Noise -93.7dB / Crosstalk -94.0dB",,,,,,,,,,
"Xiaomi","Mi Pad 4","LTE",,,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"LTE-A (3CA) Cat12 600/150 Mbps","2018, June","Available. Released 2018, June","200.2 x 120.3 x 7.9 mm (7.88 x 4.74 x 0.31 in)","342.5 g (12.10 oz)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~77.1% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,,"Android 8.1 (Oreo); MIUI 9","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"Panorama, HDR","1080p@30fps","5 MP, f/2.0",,,"Yes, with stereo speakers","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS (LTE model only)",,,"No","Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass (LTE model only)","Non-removable Li-Po 6000 mAh battery","Standard charging 10W","Black, Rose Gold",,"About 160 EUR","Glass front, aluminum back, aluminum frame",,,,,,,,,,,,,,"No","No",,,"13 MP, f/2.0",,,
"Xiaomi","Mi Pad 4 Plus","LTE",,,,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"LTE-A (3CA) Cat12 600/150 Mbps","2018, August","Available. Released 2018, August","245.6 x 149.1 x 8 mm (9.67 x 5.87 x 0.31 in)","485 g (1.07 lb)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~80.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,,"Android 8.1 (Oreo); MIUI 10","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (dedicated slot)","64GB 4GB RAM, 128GB 4GB RAM","eMMC 5.1",,"Panorama, HDR","1080p@30fps","5 MP, f/2.0",,,"Yes, with stereo speakers","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS (LTE model only)",,,"No","Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass (LTE model only)","Non-removable Li-Po 8620 mAh battery","Standard charging 10W","Black, Rose Gold",,"About 260 EUR","Glass front, aluminum back, aluminum frame",,,,,,,,,,,,,,"No","No",,,"13 MP, f/2.0",,,
"Xiaomi","Redmi 6","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA, LTE","2018, June","Available. Released 2018, June","147.5 x 71.5 x 8.3 mm (5.81 x 2.81 x 0.33 in)","146 g (5.15 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 11","Mediatek MT6762 Helio P22 (12 nm)","Octa-core 2.0 GHz Cortex-A53","PowerVR GE8320","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","5 MP",,"1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"FM radio","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Po 3000 mAh battery",,"Black, Grey, Blue, Gold, Rose Gold","M1804C3DG, M1804C3DH, M1804C3DI","$ 99.99 / £ 99.99 / ₹ 7,490","Glass front, plastic back, plastic frame",,"AnTuTu: 75182 (v7) GeekBench: 3639 (v4.4) GFXBench: 4.8fps (ES 3.1 onscreen)",,,,,,"12 MP, f/2.2, 1.25 μm, PDAF  5 MP, f/2.2, (depth)",,"0.55 W/kg (head)     1.42 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Redmi 6A","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 21.1/5.76 Mbps, LTE-A (2CA) Cat7 300/150 Mbps","2018, June","Available. Released 2018, June","147.5 x 71.5 x 8.3 mm (5.81 x 2.81 x 0.33 in)","145 g (5.11 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm (~72.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 11","Mediatek MT6761 Helio A22 (12 nm)","Quad-core 2.0 GHz Cortex-A53","PowerVR GE8320","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.2",,,"Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,,"FM radio","microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 3000 mAh battery",,"Black, Grey, Blue, Gold, Rose Gold","M1804C3CG, M1804C3CH, M1804C3CI","$ 79.98 / € 129.90 / £ 86.83 / ₹ 6,395","Glass front, plastic back, plastic frame",,"AnTuTu: 61660 (v7) GeekBench: 2450 (v4.4) GFXBench: 3.1fps (ES 3.1 onscreen)",,,,,,,,"0.78 W/kg (head)     1.17 W/kg (body)   �",,"0.66 W/kg (head)     1.52 W/kg (body)   �",,,,,,"13 MP, f/2.2, PDAF",,,
"Xiaomi","Mi 8 Explorer","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, July","154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in)","177 g (6.24 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm (~83.8% screen-to-body ratio)","1080 x 2248 pixels (~402 ppi density)","Corning Gorilla Glass 5","HDR10","Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 10.1","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)","Adreno 630","No","128GB 8GB RAM",,,"Dual-LED flash, HDR, panorama","2160p@60fps, 1080p@30/240fps, 720p@960fps",,,"1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"No","Type-C 1.0 reversible connector","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Non-removable Li-Po 3000 mAh battery","Fast charging 18W  Quick Charge 4+","Black (transparent back)",,"About 400 EUR","Glass front (Gorilla Glass 5), glass back, aluminum frame (7000 series)",,,,,,,,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS  12 MP, f/2.4, 1/3.4"", 1.0µm, AF, 2x optical zoom","20 MP, f/2.0, (wide), 1/3"", 0.9µm  TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,
"Xiaomi","Mi 8","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps","2018, May","Available. Released 2018, June","154.9 x 74.8 x 7.6 mm (6.10 x 2.94 x 0.30 in)","175 g (6.17 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.21 inches, 97.1 cm (~83.8% screen-to-body ratio)","1080 x 2248 pixels (~402 ppi density)","Corning Gorilla Glass 5","HDR10","Android 8.1 (Oreo), upgradable to Android 10.0; MIUI 11","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)","Adreno 630","No","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 6GB RAM","UFS 2.1",,"Dual-LED flash, HDR, panorama","2160p@30/60fps, 1080p@30/120/240fps, 720p@960fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm",,"1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","5.0, A2DP, LE, aptX HD","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS","Yes",,"No","Type-C 1.0 reversible connector","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","Non-removable Li-Po 3400 mAh battery","Fast charging 18W  Quick Charge 4+","Black, Blue, White, Gold","M1803E1A","$ 279.99 / £ 239.99","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame (7000 series)",,"AnTuTu: 217298 (v7), 341687 (v8)  GeekBench: 8494 (v4.4), 2002 (v5.1)  GFXBench: 33fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.086 (sunlight)","Photo / Video","-29.1 LUFS (Average)","Endurance rating 86h",,"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS  12 MP, f/2.4, 56mm (telephoto), 1/3.4"", 1.0µm, AF, 2x optical zoom",,"0.70 W/kg (head)     1.66 W/kg (body)   �","Noise -93.9dB / Crosstalk -93.7dB","1.01 W/kg (head)     1.32 W/kg (body)   �",,,,,,,,,
"Xiaomi","Mi 8 SE","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA 800 & TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps","2018, May","Available. Released 2018, June","147.3 x 73.1 x 7.5 mm (5.80 x 2.88 x 0.30 in)","164 g (5.78 oz)","Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.88 inches, 87.6 cm (~81.3% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~423 ppi density)","Corning Gorilla Glass 5","HDR10","Android 8.1 (Oreo); MIUI 9.5","Qualcomm SDM710 Snapdragon 710 (10 nm)","Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)","Adreno 616","No","64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",,,"LED flash, HDR, panorama","2160p@30fps, 1080p@30/120fps","20 MP, f/2.0, (wide), 1/3"", 0.9µm",,"1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",,"Yes","No","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3120 mAh battery","Fast charging 18W  Quick Charge 3.0","Gray, Blue, Red, Gold",,"About 260 EUR","Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,"AnTuTu: 169044 (v7) GeekBench: 5912 (v4.4) GFXBench: 12fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 3.901 (sunlight)","Photo / Video","Voice 70dB / Noise 74dB / Ring 85dB","Endurance rating 86h",,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF  5 MP, f/2.0, (depth)",,,"Noise -96.0dB / Crosstalk -95.9dB",,,,,,,,,,
"Xiaomi","Redmi S2 (Redmi Y2)","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 20, 38, 40 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, May","Available. Released 2018, May","160.7 x 77.3 x 8.1 mm (6.33 x 3.04 x 0.32 in)","170 g (6.00 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~74.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)",,,"Android 8.1 (Oreo), upgradable to Android 9.0 (Pie); MIUI 11","Qualcomm MSM8953 Snapdragon 625 (14 nm)","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, panorama, HDR","1080p@30fps (gyro-EIS)","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm","HDR, LED flash","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3080 mAh battery","Standard charging 10W","Gray, Gold, Rose Gold, Mesmerising Blue, Stunning Black","M1803E6G, M1803E6H, M1803E6I","$ 54.99 / € 139.99 / £ 159.97 / ₹ 8,999","Glass front, plastic back, plastic frame",,"AnTuTu: 77488 (v7) GeekBench: 4313 (v4.4) GFXBench: 7.4fps (ES 3.1 onscreen)","Contrast ratio: 1072:1 (nominal), 3.077 (sunlight)","Photo / Video","Voice 68dB / Noise 69dB / Ring 82dB","Endurance rating 92h",,"12 MP, f/2.2, 1.25μm, PDAF  5 MP, f/2.4, (depth)",,"0.43 W/kg (head)     1.58 W/kg (body)   �","Noise -90.3dB / Crosstalk -93.1dB",,,,,,,,,,
"Xiaomi","Mi Mix 2S","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat18 1200/100 Mbps","2018, March","Available. Released 2018, April","150.9 x 74.9 x 8.1 mm (5.94 x 2.95 x 0.32 in)","191 g (6.74 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~81.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)","Corning Gorilla Glass 4",,"Android 8.0 (Oreo), upgradable to Android 10.0; MIUI 11","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)","Adreno 630","No","64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM","UFS 2.1",,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30/120fps, 720p@240fps","5 MP, f/2.0, (wide), 1/4"", 1.4µm",,"1080p@30fps","Yes","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes",,"No","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3400 mAh battery","Fast charging 18W  Quick Charge 3.0  Qi wireless charging 7.5W","Black, White","M1803D5XA","About 270 EUR","Glass front (Gorilla Glass 4), ceramic back, aluminum frame",,"AnTuTu: 270814 (v7)  GeekBench: 9158 (v4.4)  GFXBench: 34fps (ES 3.1 onscreen)",,,"Voice 68dB / Noise 70dB / Ring 81dB","Endurance rating 59h",,"12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF, 4-axis OIS  12 MP, f/2.4, (telephoto), 1/3.4"", 1.0µm, AF, 2x optical zoom",,"0.54 W/kg (head)     1.59 W/kg (body)   �","Noise -93.0dB / Crosstalk -92.5dB",,,,,,,,,,
"Xiaomi","Redmi Note 5 AI Dual Camera","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40 - Taiwan","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41 - China",,"HSPA, LTE","2018, March","Available. Released 2018, March","158.6 x 75.4 x 8.1 mm (6.24 x 2.97 x 0.32 in)","181 g (6.38 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)","Corning Gorilla Glass (unspecified version)",,"Android 8.0 (Oreo); MIUI 9","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)","Adreno 509","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"Dual-LED flash, panorama, HDR","1080p@30fps","13 MP, f/2.0, (wide), 1/3.1"", 1.12µm","LED flash","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W  Quick Charge 3.0","Black, Gold, Rose Gold, Blue, Flame Red","M1803E7SG, M1803E7SH","About 180 EUR","Glass front (Gorilla Glass), aluminum back, aluminum frame",,"AnTuTu: 115195 (v7) GeekBench: 4918 (v4.4) GFXBench: 6fps (ES 3.1 onscreen)","Contrast ratio: 1893 (nominal), 3.393 (sunlight)","Photo / Video","Voice 68dB / Noise 71dB / Ring 84dB","Endurance rating 92h",,"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF  5 MP, f/2.0, (depth)",,"0.79 W/kg (head)     1.03 W/kg (body)   �","Noise -89.4dB / Crosstalk -90.5dB",,,,,,,,,,
"Xiaomi","Redmi Note 5 Pro","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 40, 41",,"HSPA, LTE","2018, February","Available. Released 2018, February","158.6 x 75.4 x 8.1 mm (6.24 x 2.97 x 0.32 in)","181 g (6.38 oz)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~77.4% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)","Corning Gorilla Glass (unspecified version)",,"Android 7.1.2 (Nougat), upgradable to Android 9.0 (Pie); MIUI 11","Qualcomm SDM636 Snapdragon 636 (14 nm)","Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)","Adreno 509","microSDXC (uses shared SIM slot)","64GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"Dual-LED flash, panorama, HDR","1080p@30fps","20 MP, f/2.2, (wide), 1/3"", 0.9µm","LED flash","1080p@30fps","Yes","Yes",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,"Yes","FM radio","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W  Quick Charge 2.0","Black, Champagne Gold, Rose Gold, Lake Blue","MEI7S, MEI7","₹ 11,999","Glass front (Gorilla Glass), aluminum back, aluminum frame",,"AnTuTu: 107737 (v7) GeekBench: 4696 (v4.4)",,,,,,"12 MP, f/2.2, 1/2.9"", 1.25µm, PDAF  5 MP, f/2.0, (depth)",,"1.19 W/kg (head)     0.33 W/kg (body)   �",,,,,,,,,,,
"Xiaomi","Black Shark","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1900 / 2100","1, 3, 4, 5, 7, 8, 12, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps","2018, April","Available. Released 2018, April","161.6 x 75.4 x 9.3 mm (6.36 x 2.97 x 0.37 in)","190 g (6.70 oz)","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm (~76.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",,"Always-on display","Android 8.0 (Oreo)","Qualcomm SDM845 Snapdragon 845 (10 nm)","Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.8 GHz Kryo 385 Silver)","Adreno 630","No","64GB 6GB RAM, 128GB 8GB RAM","UFS 2.1",,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 1080p@30fps, 720p@120fps","20 MP, f/2.2, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes, with stereo speakers","No",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with A-GPS, GLONASS, BDS",,,"No","2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 4000 mAh battery","Fast charging 18W  Quick Charge 3.0","Black, Gray, Royal Blue (128/8GB only)","SKR-H0, SKR-A0","About 400 EUR","Glass front, aluminum back, aluminum frame",,,,,,,,"12 MP, f/1.8, 1/2.9"", 1.25µm, dual pixel PDAF  20 MP, f/1.8, 1.0µm, AF, 2x optical zoom",,,,,,,,,,,,,
