"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_dual","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_models","misc_price","selfie_camera_single","display_�","body_build","body_�","main_camera_single","sound_�","comms_radio","network_gprs","network_edge","camera_�","main_camera_five","comms_infrared_port","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","main_camera_triple","selfie_camera_�","main_camera_dual","display_protection","tests_audio_quality","misc_sar_eu","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","features_�","battery_stand-by","selfie_camera_triple","battery_talk_time","battery_music_play","misc_sar","body_keyboard","features_browser"
"Huawei","P9","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100",,"1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, April","Available. Released 2016, April","145 x 70.9 x 7 mm (5.71 x 2.79 x 0.28 in)","144 g (5.08 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS-NEO LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm (~72.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4.1","HiSilicon Kirin 955 (16 nm)","Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex-A53)","Mali-T880 MP4","microSDXC (uses shared SIM slot)","32GB 3GB RAM (EVA-L19/EVA-L09), 64GB 4GB RAM (EVA-L29)",,,"Leica optics, dual-LED dual-tone flash, panorama, HDR","1080p@60fps, 1080p@30fps, 720p@120fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS","Yes (EVA-L09 only)","Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3000 mAh battery","Fast charging 18W, 44% in 30 min (advertised)","Ceramic White, Haze Gold, Rose Gold, Titanium Grey, Mystic Silver, Prestige Gold, Red, Blue","EVA-L09, EVA-L19, EVA-L29, EVA-AL10, EVA-TL00, EVA-AL00, EVA-DL00","About 340 EUR","8 MP, f/2.4",,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,"12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF  12 MP B/W, f/2.2, 27mm (wide), 1/2.9"", 1.25µm, PDAF, Laser AF","24-bit/192kHz audio","No","Yes","Yes",,,,"Basemark OS II 2.0: 2068Basemark X: 16942","Contrast ratio: 1094:1 (nominal), 3.195 (sunlight)","Photo / Video","Voice 72dB / Noise 66dB / Ring 75dB","Endurance rating 75h",,,,"Corning Gorilla Glass 3","Noise -97.3dB / Crosstalk -96.2dB","1.43 W/kg (head)     0.55 W/kg (body)   �",,,,,,,,,,,,,
"Huawei","MediaPad M2 10.0","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - M2-A01L","TD-SCDMA","HSDPA 850 / 900 / 1900 / 2100 - M2-A01L","1, 3, 7, 8, 20, 38, 39, 40, 41 - M2-A01L",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, January","Available. Released 2016, February","239.8 x 172.8 x 7.4 mm (9.44 x 6.80 x 0.29 in)","500 g (1.10 lb)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~71.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)","Android 5.1 (Lollipop); EMUI 3.1","HiSilicon Kirin 930 (28 nm)","Octa-core (4x2.0 GHz Cortex A53 & 4x1.5 GHz Cortex-A53)","Mali-T628 MP4","No","16GB 2GB RAM (Standard), 64GB 3GB RAM (Premium)",,,"LED flash, HDR, panorama","1080p@30fps",,,,"Yes, with stereo speakers (4 speakers)","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Fingerprint (front-mounted), accelerometer, gyro, compass","Non-removable Li-Po 6660 mAh battery",,"Moonlight Silver, Luxurious Gold","M2-A01W, M2-A01L","About 250 EUR","5 MP",,,"Stylus (Premium edition)","13 MP, f/2.0, AF","Tuned by Harman Kardon","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Watch","No cellular connectivity","N/A",,,,,,"2015, March","Available. Released 2015, September","42 x 42 x 11.3 mm (1.65 x 1.65 x 0.44 in)","60.5 g (2.15 oz)","No","OLED capacitive touchscreen, 16M colors","1.4 inches, 12.6 cm (~71.5% screen-to-body ratio)","400 x 400 pixels, 1:1 ratio (~286 ppi density)","Android Wear, upgradable to 2.1","Qualcomm MSM8926 Snapdragon 400 (28 nm)","Quad-core 1.2 GHz Cortex-A7","Adreno 305","No","4GB 512MB RAM","eMMC 4.5",,,,,,,"Yes","No","Wi-Fi 802.11 b/g","4.1, LE","No",,"No","Accelerometer, gyro, heart rate, barometer","Non-removable Li-Ion 300 mAh battery","Standard charging 10W","Silver, Black, Rose Gold/ Black Leather, Steel Link Bracelet, Stainless Steel Mesh, Black-plated Link Bracelet, Alligator-pressed Brown Leather, Rose Gold-plated Link Bracelet, Wat",,"About 290 EUR",,"Always-on screen","Glass front (Sapphire crystal), stainless steel 316L frame","IP67 dust/water resistant (up to 1m for 30 mins)  Compatible with standard 18mm straps",,,"No","No","No","No",,,,,,,,,,,"Sapphire crystal glass",,,,,,,,"MP3 player  Photo viewer  Voice dial/commands","Up to 48 h (mixed usage)",,,,,,
"Huawei","Enjoy 5s","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 900 / 2100","1, 3, 38, 39, 40, 41",,"HSPA, LTE Cat4 150/50 Mbps","2015, December","Available. Released 2015, December","143.5 x 71 x 7.6 mm (5.65 x 2.80 x 0.30 in)","135 g (4.76 oz)","Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1.1 (Lollipop); EMUI 3.1 Lite","Mediatek MT6753T","Octa-core 1.5 GHz Cortex-A53","Mali-T720MP3","microSDXC (dedicated slot)","16GB 2GB RAM",,,"LED flash, panorama, HDR","1080p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity","Non-removable Li-Ion 2200 mAh battery",,"Gold, Silver","TAG-AL00, TAG-TL00, TAG-L22, TAG-L01, TAG-L13, TAG-L23","About 200 EUR","5 MP, 28mm (wide)",,,,"13 MP, f/2.0, AF",,"FM radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Mate 8","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40 - NXT-L09","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - NXT-L29, NXT-L09","1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 38, 39, 40 - NXT-L29",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, November","Available. Released 2015, November","157.1 x 80.6 x 7.9 mm (6.19 x 3.17 x 0.31 in)","185 g (6.53 oz)","Nano-SIM - NXT-L09Hybrid Dual SIM (Nano-SIM, dual stand-by) - NXT-L29","IPS-NEO LCD capacitive touchscreen, 16M colors","6.0 inches, 98.7 cm (~78.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat); EMUI 4","HiSilicon Kirin 950 (16 nm)","Octa-core (4x2.3 GHz Cortex-A72 & 4x1.8 GHz Cortex A53)","Mali-T880 MP4","microSDXC (uses shared SIM slot)","32GB 3GB RAM (L09, L29), 64GB 4GB RAM (L29)",,,"Dual-LED dual-tone flash, panorama, HDR","1080p@60fps, 1080p@30fps, 720p@120fps",,,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 18W, 37% in 30 min (advertised)","Champagne Gold, Moonlight Silver, Space Gray, Mocha Brown","NXT-AL10, NXT-CL00, NXT-DL00, NXT-TL00, NXT-L09, NXT-L29","About 300 EUR","8 MP, f/2.4, 26mm (wide)",,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,"16 MP, f/2.0, 27mm (wide), 1/2.8"", PDAF, OIS","24-bit/192kHz audio","FM radio",,,,,,"Basemark OS II 2.0: 2017Basemark X: 15593","Contrast ratio: 1361:1 (nominal), 2.949 (sunlight)","Photo / Video","Voice 67dB / Noise 65dB / Ring 66dB","Endurance rating 103h",,,,"Corning Gorilla Glass 3","Noise -97.8dB / Crosstalk -97.3dB","1.46 W/kg (head)     0.21 W/kg (body)   �",,,,,,,"Up to 528 h (3G)",,,"Up to 98 h","1.49 W/kg (head)     0.32 W/kg (body)   �",,
"Huawei","G7 Plus","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 2100","LTE (unspecified)",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November","Available. Released 2015, November","152.5 x 76.5 x 7.5 mm (6.00 x 3.01 x 0.30 in)","167 g (5.89 oz)","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow); EMUI 3.1","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","32GB 3GB RAM","eMMC 4.5",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3000 mAh battery",,"Gray, Silver, Gold","RIO-L01, RIO-L02, RIO-L03, RIO-UL00, RIO-TL00","About 200 EUR","5 MP",,,,"13 MP, f/2.0, AF, OIS",,"FM radio",,,,,,,,,,,,,,"Corning Gorilla Glass (unspecified version)",,,,,,,,,,,,,,,
"Huawei","Y6 Pro","GSM / HSPA / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100 - TIT-U02","HSDPA 900 / 2100 - TIT-AL00","1, 3, 38, 39, 40, 41 - TIT-AL00",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, October","Available. Released 2015, October","143.1 x 71.8 x 9.7 mm (5.63 x 2.83 x 0.38 in)","160 g (5.64 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1.1 (Lollipop); EMUI 3.1 Lite","Mediatek MT6735P (28 nm)","Quad-core 1.3 GHz Cortex-A53","Mali-T720MP2","microSDXC (dedicated slot)","16GB 2GB RAM",,,"LED flash, panorama, HDR","720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Accelerometer, proximity","Non-removable Li-Po 4000 mAh battery","Standard charging 10W  Power Bank/Reverse charging","Gray, Gold, White","TIT-AL00, TIT-U02, TIT-L01","About 190 EUR","5 MP, f/2.2",,"Glass front, plastic back, plastic frame",,"13 MP, f/2.0, 28mm (wide), AF",,"FM radio",,,,,,,,,,,,,,,,"0.34 W/kg (head)   �",,,,,,,,,,,,,
"Huawei","Nexus 6P","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all models","2, 3, 4, 5, 7, 12, 13, 17, 25, 26, 29, 30, 41 - American model","HSDPA 800 / 850 / 900 / 1700 / 1800 / 1900 / 2100 - Global model","1, 2, 3, 4, 5, 7, 8, 9, 17, 19, 20, 28, 38, 39, 40, 41 - Global model",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, September","Available. Released 2015, September","159.3 x 77.8 x 7.3 mm (6.27 x 3.06 x 0.29 in)","178 g (6.28 oz)","Nano-SIM","OLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm (~71.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","Android 6.0 (Marshmallow), upgradable to Android 8.0 (Oreo)","Qualcomm MSM8994 Snapdragon 810 (20 nm)","Octa-core (4x1.55 GHz Cortex-A53 & 4x2.0 GHz Cortex-A57)","Adreno 430","No","32GB 3GB RAM, 64GB 3GB RAM, 128GB 3GB RAM","eMMC 5.0",,"Dual-LED dual-tone flash, HDR, panorama","2160p@30fps, 720p@240fps",,,"1080p@30fps","Yes, with front stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","Yes","2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer","Non-removable Li-Po 3450 mAh battery","Standard charging 10W","Aluminium, Graphite, Frost","Nexus 6P","About 300 EUR","8 MP, f/2.4",,"Glass front (Gorilla Glass 4), aluminum back, aluminum frame",,"12.3 MP, f/2.0, 1/2.3"", 1.55µm, Laser AF","24-bit/96kHz","No",,,,,,"Basemark OS II 2.0: 1374Basemark X: 22825",,"Photo / Video",,"Endurance rating 74h",,,,"Corning Gorilla Glass 4, oleophobic coating",,"1.17 W/kg (head)     0.54 W/kg (body)   �",,,,,,,"Up to 440 h (3G)",,"Up to 23 h (3G)","Up to 100 h","1.49 W/kg (head)     0.81 W/kg (body)   �",,
"Huawei","Mate S","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)","1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 2526, 28, 40 - CRR-L09","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 / TD-SCDMA - CRR-UL00","1, 2, 3, 4, 5, 7, 8, 17, 20, 38, 39, 40, 41 - CRR-UL00",,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps","2015, September","Available. Released 2015, October","149.8 x 75.3 x 7.2 mm (5.90 x 2.96 x 0.28 in)","156 g (5.50 oz)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~73.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow); EMUI 3.1","HiSilicon Kirin 935 (28 nm)","Octa-core (4x2.2 GHz & 4x1.5 GHz)","Mali-T628 MP4","microSDXC (uses shared SIM slot)","32GB 3GB RAM, 64GB 3GB RAM, 128GB 3GB RAM",,,"Dual-LED dual-tone flash, HDR, panorama","1080p@30fps",,"LED flash",,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS/ BDS (market dependant)","Yes","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable 2700 mAh battery",,"Luxurious Gold, Mystic Champagne, Titanium Grey","CRR-UL00, CRR-L09, CRR-UL20","About 350 EUR","8 MP, f/2.4, 26mm (wide)","3D Touch display (optional)",,,"13 MP, f/2.0, 28mm (wide), 1/2.6"", AF, OIS",,"FM radio",,,,,,"Basemark OS II 2.0: 914Basemark X: 5368",,"Video","Voice 66dB / Noise 65dB / Ring 66dB","Endurance rating 60h",,,,"Corning Gorilla Glass 4",,,,,,,,,,,,,,,
"Huawei","Y6","GSM / HSPA / EVDO / LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 - SCL-TL00H","1, 3, 38, 39, 40, 41 - SCL-AL00","HSDPA 900 / 2100 - SCL-AL00","38, 39, 40 - SCL-TL00H",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July","Available. Released 2015, July","143.5 x 72.1 x 8.5 mm (5.65 x 2.84 x 0.33 in)","125 g (4.41 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), EMUI 3.1","Qualcomm MSM8909 Snapdragon 210 (28 nm)","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSDXC (dedicated slot)","8GB 1GB RAM, 8GB 2GB RAM","eMMC 4.5",,"LED flash, panorama, HDR","720p@30fps",,,,"Yes, dual speakers","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Accelerometer, proximity, compass","Removable Li-Po 2200 mAh battery",,"White, Black, Gold","SCC-U21, SCL-U31, SCL-L21, SCL-L01, SCL-L04, SCL-AL00, HW-SCL-L32","About 90 EUR","2 MP",,"Glass front, plastic back, plastic frame",,"8 MP, f/2.0, AF",,"FM radio",,,,,,,,,,,,,,,,,,,,,,,"Up to 300 h (3G)",,"Up to 11 h (3G)",,,,
"Huawei","G8","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA","1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, July","Available. Released 2015, October","152 x 76.5 x 7.5 mm (5.98 x 3.01 x 0.30 in)","167 (5.89 oz)","Hybrid Dual SIM","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow); EMUI 3.1","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","16GB 2GB RAM, 32GB 3GB RAM","eMMC 4.5",,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","Yes","microUSB 2.0","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable 3000 mAh battery",,"Black, White, Gold","RIO-AL00","About 330 EUR","5 MP, f/2.4, 22mm (wide)",,,,"13 MP, f/2.0, 28mm (wide), AF, OIS",,"FM radio","Yes","Class 12",,,,"Basemark OS II 2.0: 291Basemark X: 5147","Contrast ratio: 1034 (nominal), 2.47(sunlight)","Photo / Video","Voice 66dB / Noise 66dB / Ring 72dB","Endurance rating 71h",,,,,,,,,,,,,,,,,,,
"Huawei","MediaPad M2 8.0","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","1, 3, 7, 38, 39, 40, 41 - M2-803L","HSDPA 850 / 900 / 1900 / 2100 - M2-801L, M2-803L","1, 3, 7, 8, 20, 38, 40 - M2-801L",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, May","Available. Released 2015, May","214.8 x 124 x 7.8 mm (8.46 x 4.88 x 0.31 in)","330 g (11.64 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~69.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)","Android 5.1 (Lollipop); EMUI 3.1","HiSilicon Kirin 930 (28 nm)","Octa-core (4x2.0 GHz Cortex A53 & 4x1.5 GHz Cortex-A53)","Mali-T628 MP4","microSDXC (dedicated slot)","16GB 2GB RAM (Standard), 32GB 3GB RAM (Premium)",,,"LED flash","Yes",,,,"Yes, dual speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Po 4800 mAh battery",,"Silver, Gold","M2-801L","About 250 EUR","2 MP",,,,"8 MP, AF","Tuned by Harman Kardon","FM radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Y560","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)",,"HSDPA 900 / 2100","1, 3, 7, 8, 20",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June","Available. Released 2015, June","135.9 x 67.7 x 10 mm (5.35 x 2.67 x 0.39 in)","141.5 g (5.01 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~60.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Android 5.1 (Lollipop); EMUI Lite 3.1","Qualcomm MSM8909 Snapdragon 210 (28 nm)","Quad-core 1.1 GHz Cortex-A7","Adreno 304","microSDHC (dedicated slot)","8GB 1GB RAM","eMMC 4.5",,"LED flash","720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0","Accelerometer, proximity","Removable Li-Ion 2000 mAh battery",,"Black, White, Pink, Blue","Y560-U02, Y560-L01, Y560-L02, Y560-L03","About 110 EUR","2 MP",,,,"5 MP, AF",,"FM radio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huawei","Y625","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 900 / 2100",,,"HSPA 21.1/5.76 Mbps","2015, April","Available. Released 2015, April","142 x 72.6 x 9.6 mm (5.59 x 2.86 x 0.38 in)","160 g (5.64 oz)","Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)","Android 4.4.2 (KitKat); EMUI Lite 2.3","Qualcomm MSM8212 Snapdragon 200 (28 nm)","Quad-core 1.2 GHz Cortex-A7","Adreno 302","microSDHC (dedicated slot)","4GB 1GB RAM","eMMC 4.5",,"LED flash","720p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0","Accelerometer, proximity","Removable Li-Po 2000 mAh battery",,"Black, White","Y625-U32, Y625-U21, Y625-U51","About 130 EUR","2 MP",,,,"8 MP, AF",,"FM radio",,,,,,,,,,,,,,,,,,,,,,,"Up to 310 h (2G) / Up to 250 h (3G)",,"Up to 7 h 30 min (2G) / Up to 8 h 20 min (3G)",,,,
"Huawei","P8lite ALE-L04","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 1700(AWS) / 1900 / 2100","2, 4, 5, 12, 17",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, April","Available. Released 2015, May","143 x 70.6 x 7.7 mm (5.63 x 2.78 x 0.30 in)","131 g (4.62 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.4 (KitKat); EMUI 3","Qualcomm MSM8939 Snapdragon 615 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Adreno 405","microSDXC (uses shared SIM slot)","16GB 2GB RAM","eMMC 4.5",,"Dual-LED flash, panorama, HDR","1080p@30fps",,,"720p","Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 2200 mAh battery",,"Black, White, Gold","ALE-L04","About 180 EUR","5 MP",,,,"13 MP, AF",,"FM radio",,,,,,"Basemark X: 5062","Contrast ratio: 802 (nominal), 2.078 (sunlight)",,"Voice 66dB / Noise 66dB / Ring 75dB","Endurance rating 61h",,,,,"Noise-89.0dB / Crosstalk -74.2dB",,,,,,,,"Up to 549 h (3G)",,"Up to 17 h (3G)",,,,
"Huawei","P8max","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2",,"HSDPA 850 / 900 / 1900 / 2100","LTE (unspecified)",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, April","Available. Released 2015, July","182.7 x 93 x 6.8 mm (7.19 x 3.66 x 0.27 in)","228 g (8.04 oz)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.8 inches, 125.9 cm (~74.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~326 ppi density)","Android 5.0.2/5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow); EMUI","HiSilicon Kirin 935 (28 nm)","Octa-core (4x2.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)","Mali-T628 MP4","microSDXC (uses shared SIM slot)","64GB 3GB RAM",,,"Dual-LED dual-tone flash, panorama, HDR","1080p@30fps",,,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS, BDS",,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Po 4360 mAh battery",,"Luxurious Gold, Mystic Champagne, Titanium Grey","DAV-701L, P8max","About 400 EUR","5 MP",,,,"13 MP, f/2.0, AF, OIS","24-bit/192kHz audio","FM radio",,,,,,,,,,,,,,"Corning Gorilla Glass 3",,,,,,,,,,,,,,,
