brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,design_rating,performance_rating,connectivity_rating,user_rating,cpu,density,diagonal,processor_model,resolution,screen_type,size,usable_surface,weight,aspect_ratio
Huawei,Huawei Mate 20 Lite,155,//cdn-files.kimovil.com/phone_front/0002/56/thumb_155377_phone_front_x_small.jpeg,On Sale,6.5,6.3,6.3,6.9,6.8,6.3,0,4x2.2 GHz ARM Cortex,409 ppi Very high density,6.3,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,75.3 mm  158.3 mm  7.6 mm,81%,172 g,19:09
Huawei,Huawei Enjoy 8e Lite,91,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191385_phone_front_x_small.jpeg,On Sale,4.7,5,4.3,4.7,4.6,4.9,0,ARM Cortex,295 ppi Medium Density,5.45,MediaTek MT6739,720 x 1440 px,LCD IPS,70.9 mm  146.5 mm  8.3 mm,73%,142 g,18:09
Huawei,Huawei Honor 8x Max,225,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156730_phone_front_x_small.jpeg,On Sale,6.9,8.3,6.1,7.5,6.6,5.9,0,4x Kryo 260 1.8 GHz+ 4x Kryo 260 1.6 GHz,350 ppi High Density,7.12,Qualcomm Snapdragon 636,1080 x 2244 px,LCD IPS,86.2 mm  177.6 mm  8.1 mm,83%,210 g,18:09
Huawei,Huawei Honor 8x,187,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156696_phone_front_x_small.jpeg,On Sale,6.8,6.3,6.3,7.8,7.1,6.5,0,4x2.2 GHz ARM Cortex,396 ppi High Density,6.5,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,76.6 mm  160.4 mm  7.8 mm,84%,175 g,19:09
Huawei,Huawei Maimang 7,323,//cdn-files.kimovil.com/phone_front/0002/58/thumb_157614_phone_front_x_small.jpeg,On Sale,6.4,6.3,6.2,7.1,6.9,5.3,0,4x2.2 GHz ARM Cortex,409 ppi Very high density,6.3,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,75.3 mm  158.3 mm  7.6 mm,81%,172 g,19:09
Huawei,Huawei Y9 (2019),262,//cdn-files.kimovil.com/phone_front/0002/61/thumb_160450_phone_front_x_small.jpeg,On Sale,6.2,6.8,5,7.2,6.8,5.2,0,4x2.2 GHz ARM Cortex,396 ppi High Density,6.5,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,77.1 mm  162.4 mm  8.1 mm,82%,173 g,19:09
Huawei,Huawei Honor 8C,131,//cdn-files.kimovil.com/phone_front/0002/62/thumb_161468_phone_front_x_small.jpeg,On Sale,6.1,7,5.5,6.5,6.4,4.9,0,8XKryo 250 1.8 GHz,268 ppi Medium Density,6.26,Qualcomm Snapdragon 632,720 x 1520 px,LCD IPS,75.9 mm  158.7 mm  8.0 mm,81%,167 g,19:09
Huawei,Huawei Enjoy Max,240,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156730_phone_front_x_small.jpeg,On Sale,6.9,8.3,6.1,7.3,6.9,5.8,0,4x Kryo 260 2.2 Ghz,350 ppi High Density,7.12,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2244 px,LCD IPS,86.2 mm  177.6 mm  8.1 mm,83%,210 g,18:09
Huawei,Huawei Enjoy 9 Plus,211,//cdn-files.kimovil.com/phone_front/0002/61/thumb_160450_phone_front_x_small.jpeg,On Sale,6.6,6.8,6.5,7.2,7,5.7,0,4x2.2 GHz ARM Cortex,396 ppi High Density,6.5,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,77.1 mm  162.4 mm  8.1 mm,82%,173 g,19:09
Huawei,Huawei Mate 20,391,//cdn-files.kimovil.com/phone_front/0002/63/thumb_162752_phone_front_x_small.jpeg,On Sale,8,7.3,7.5,8.3,8.1,8.9,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,381 ppi High Density,6.53,Huawei HiSilicon KIRIN 980,1080 x 2244 px,LCD IPS,77.2 mm  158.2 mm  8.3 mm,88%,188 g,18:09
Huawei,Huawei Mate 20X,533,//cdn-files.kimovil.com/phone_front/0002/63/thumb_162876_phone_front_x_small.jpeg,On Sale,8.5,8.6,9,8.1,8.2,8.6,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,346 ppi High Density,7.2,Huawei HiSilicon KIRIN 980,1080 x 2244 px,Amoled,85.4 mm  174.6 mm  8.2 mm,87%,232 g,19:09
Huawei,Huawei Mate 20 Pro,534,//cdn-files.kimovil.com/phone_front/0002/63/thumb_162935_phone_front_x_small.jpeg,On Sale,8.2,7.8,7.5,8.9,8.2,8.6,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,538 ppi Very high density,6.39,Huawei HiSilicon KIRIN 980,1440 x 3120 px,Oled,72.3 mm  157.8 mm  8.6 mm,87%,189 g,19:09
Huawei,Huawei Honor Magic 2,335,//cdn-files.kimovil.com/phone_front/0002/66/thumb_165114_phone_front_x_small.jpeg,On Sale,7.3,5.9,6.5,8,8.2,7.8,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,403 ppi Very high density,6.39,Huawei HiSilicon KIRIN 980,1080 x 2340 px,Amoled,75.1 mm  157.3 mm  8.3 mm,84%,206 g,19.5:9
Huawei,Huawei Honor 10 Lite,159,//cdn-files.kimovil.com/phone_front/0002/72/thumb_171487_phone_front_x_small.jpeg,On Sale,6.4,5.8,5.9,7.5,7,5.8,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.6 mm  154.8 mm  8.0 mm,83%,162 g,19.5:9
Huawei,Huawei Enjoy 9,150,//cdn-files.kimovil.com/phone_front/0002/85/thumb_184493_phone_front_x_small.jpeg,On Sale,5.7,7,5.5,5.5,5.4,5,0,ARM Cortex,269 ppi Medium Density,6.26,Qualcomm Snapdragon 450,720 x 1520 px,LCD IPS,76.9 mm  158.9 mm  8.1 mm,80%,173 g,19:09
Huawei,Huawei nova 4,298,//cdn-files.kimovil.com/phone_front/0002/78/thumb_177220_phone_front_x_small.jpeg,On Sale,7.1,6.4,6.7,8.2,7.9,6.2,0,4x 2.4 GHz ARM Cortex,398 ppi High Density,6.4,Huawei HiSilicon KIRIN 970,1080 x 2310 px,LCD IPS,75.1 mm  157.0 mm  7.8 mm,86%,172 g,19.5:9
Huawei,Huawei Y Max,179,//cdn-files.kimovil.com/phone_front/0002/57/thumb_156730_phone_front_x_small.jpeg,On Sale,6.9,8.3,6.1,7.2,6.9,6.1,0,4x Kryo 260 2.2 Ghz,350 ppi High Density,7.12,Qualcomm Snapdragon 660 MSM8976 Plus,1080 x 2244 px,LCD IPS,86.2 mm  177.6 mm  8.1 mm,83%,210 g,18:09
Huawei,Huawei Honor View 20,424,//cdn-files.kimovil.com/phone_front/0002/80/thumb_179285_phone_front_x_small.jpeg,On Sale,7.9,7.3,8,8.1,8.2,7.9,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,398 ppi High Density,6.4,Huawei HiSilicon KIRIN 980,1080 x 2310 px,LCD IPS,75.4 mm  156.9 mm  8.1 mm,85%,180 g,19.5:9
Huawei,Huawei P Smart 2019,145,//cdn-files.kimovil.com/phone_front/0002/78/thumb_177289_phone_front_x_small.jpeg,On Sale,6.5,5.8,6.2,7.6,7,5.7,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.4 mm  155.2 mm  8.0 mm,83%,160 g,19.5:9
Huawei,Huawei Honor Play 8A,182,//cdn-files.kimovil.com/phone_front/0002/83/thumb_182183_phone_front_x_small.jpeg,On Sale,5.1,4.6,4.7,5.3,6.2,4.5,0,4×Cortex A53 2.3GHz+4×Cortex A53 1.8GHz,282 ppi Medium Density,6.09,MediaTek Helio P35 MT6765,720 x 1560 px,LCD IPS,73.5 mm  156.3 mm  8.0 mm,79%,150 g,19.5:9
Huawei,Huawei Y6,118,//cdn-files.kimovil.com/phone_front/0003/02/thumb_201364_phone_front_x_small.jpeg,On Sale,5.1,5.2,5.5,5.6,5.3,3.9,0,ARM Cortex,282 ppi Medium Density,6.09,MediaTek Helio A22 (MT6761),720 x 1560 px,LCD IPS,73.5 mm  156.3 mm  8.0 mm,79%,150 g,19.5:9
Huawei,Huawei P smart+ 2019,167,//cdn-files.kimovil.com/phone_front/0003/02/thumb_201762_phone_front_x_small.jpeg,On Sale,6.5,5.8,6.6,7.6,6.8,5.7,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.4 mm  155.2 mm  8.0 mm,83%,160 g,19.5:9
Huawei,Huawei nova 4e,244,//cdn-files.kimovil.com/phone_front/0002/97/thumb_196015_phone_front_x_small.jpeg,On Sale,6.6,5.7,6.7,7.7,7.1,6,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.15,Huawei HiSilicon KIRIN 710,1080 x 2312 px,LCD IPS,72.7 mm  152.9 mm  7.4 mm,84%,159 g,19.5:9
Huawei,Huawei Enjoy 9s,318,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197846_phone_front_x_small.jpeg,On Sale,6.4,5.8,6.1,7.4,7,5.8,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.6 mm  154.8 mm  8.0 mm,83%,164 g,19.5:9
Huawei,Huawei Enjoy 9e,127,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197838_phone_front_x_small.jpeg,On Sale,5,5.2,4.7,5,5.6,4.7,0,ARM Cortex,282 ppi Medium Density,6.09,MediaTek Helio A22 (MT6761),720 x 1560 px,LCD IPS,73.5 mm  156.3 mm  8.0 mm,79%,150 g,19.5:9
Huawei,Huawei P30,407,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197663_phone_front_x_small.jpeg,On Sale,8,6.3,8.5,8.3,8.2,8.8,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,422 ppi Very high density,6.1,Huawei HiSilicon KIRIN 980,1080 x 2340 px,Oled,71.4 mm  149.1 mm  7.6 mm,85%,165 g,19.5:9
Huawei,Huawei P30 Pro,614,//cdn-files.kimovil.com/phone_front/0002/98/thumb_197642_phone_front_x_small.jpeg,On Sale,8.6,7.8,9.1,9,8.2,8.7,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,398 ppi High Density,6.47,Huawei HiSilicon KIRIN 980,1080 x 2340 px,Oled,73.4 mm  158.0 mm  8.4 mm,88%,192 g,19.5:9
Huawei,Huawei Honor 20i,186,//cdn-files.kimovil.com/phone_front/0003/04/thumb_203295_phone_front_x_small.jpeg,On Sale,6.6,5.8,7,7.3,7.2,5.6,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.6 mm  154.8 mm  8.0 mm,83%,164 g,19.5:9
Huawei,Huawei Y5 2019,85,//cdn-files.kimovil.com/phone_front/0003/06/thumb_205002_phone_front_x_small.jpeg,On Sale,5,5.2,4.7,4.7,5.3,5.3,0,ARM Cortex,295 ppi Medium Density,5.71,MediaTek Helio A22 (MT6761),720 x 1520 px,LCD IPS,70.8 mm  147.1 mm  8.5 mm,78%,146 g,19:09
Huawei,Huawei Honor 8s,120,//cdn-files.kimovil.com/phone_front/0003/06/thumb_205032_phone_front_x_small.jpeg,On Sale,4.9,5.2,4.7,4.7,5.3,4.6,0,ARM Cortex,295 ppi Medium Density,5.71,MediaTek Helio A22 (MT6761),720 x 1520 px,LCD IPS,70.8 mm  147.1 mm  8.5 mm,78%,146 g,19:09
Huawei,Huawei Honor 20 Lite,171,//cdn-files.kimovil.com/phone_front/0003/04/thumb_203295_phone_front_x_small.jpeg,On Sale,6.7,5.8,7,7.3,6.9,6.7,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.6 mm  154.8 mm  8.0 mm,83%,164 g,19.5:9
Huawei,Huawei P Smart Z,153,//cdn-files.kimovil.com/phone_front/0003/06/thumb_205751_phone_front_x_small.jpeg,On Sale,6.8,6.8,6.2,7.4,6.8,6.7,0,4x2.2 GHz ARM Cortex,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD,77.3 mm  163.5 mm  8.8 mm,84%,197 g,19.5:9
Huawei,Huawei Y9 Prime,181,//cdn-files.kimovil.com/phone_front/0003/09/thumb_208389_phone_front_x_small.jpeg,On Sale,6.5,6.8,6,7.5,7,5,0,4x 2.2 GHz ARM Cortex,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 710F,1080 x 2340 px,LCD IPS,77.3 mm  163.5 mm  8.8 mm,84%,196 g,19.5:9
Huawei,Huawei Mate 20X 5G,1273,//cdn-files.kimovil.com/phone_front/0002/63/thumb_162876_phone_front_x_small.jpeg,On Sale,8.5,7.6,9,8.1,8.3,9.3,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,346 ppi High Density,7.2,Huawei HiSilicon KIRIN 980,1080 x 2244 px,Amoled,85.4 mm  174.6 mm  8.2 mm,87%,232 g,19:09
Huawei,Huawei Honor 20,490,//cdn-files.kimovil.com/phone_front/0003/11/thumb_210283_phone_front_x_small.jpeg,On Sale,7.8,6.4,8.5,7.7,8.2,8,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,412 ppi Very high density,6.26,Huawei HiSilicon KIRIN 980,1080 x 2340 px,LCD IPS,74.0 mm  154.3 mm  7.9 mm,84%,174 g,19.5:9
Huawei,Huawei Honor 20 Pro,407,//cdn-files.kimovil.com/phone_front/0003/11/thumb_210229_phone_front_x_small.jpeg,On Sale,7.9,7.3,9.2,7.5,8.3,7.4,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,412 ppi Very high density,6.26,Huawei HiSilicon KIRIN 980,1080 x 2340 px,LCD IPS,74.0 mm  154.6 mm  8.4 mm,84%,182 g,19.5:9
Huawei,Huawei Maimang 8,216,//cdn-files.kimovil.com/phone_front/0003/02/thumb_201762_phone_front_x_small.jpeg,On Sale,6.8,5.8,6.8,7.6,7.1,6.5,0,4x2.2 GHz ARM Cortex,415 ppi Very high density,6.21,Huawei HiSilicon KIRIN 710,1080 x 2340 px,LCD IPS,73.4 mm  155.2 mm  8.0 mm,83%,160 g,19.5:9
Huawei,Huawei nova 5 Pro,350,//cdn-files.kimovil.com/phone_front/0003/17/thumb_216719_phone_front_x_small.jpeg,On Sale,7.6,6.1,8.8,8,8.2,7.1,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,403 ppi Very high density,6.39,Huawei HiSilicon KIRIN 980,1080 x 2340 px,Amoled,74.8 mm  157.4 mm  7.3 mm,85%,171 g,19.5:9
Huawei,Huawei Honor Play 8,127,//cdn-files.kimovil.com/phone_front/0003/24/thumb_223163_phone_front_x_small.jpeg,On Sale,4.7,5.2,4.6,4.1,5.3,4.3,0,ARM Cortex,295 ppi Medium Density,5.71,MediaTek Helio A22 (MT6761),720 x 1520 px,LCD IPS,70.8 mm  147.1 mm  8.5 mm,78%,146 g,19:09
Huawei,Huawei Honor 9x Pro,312,//cdn-files.kimovil.com/phone_front/0003/25/thumb_224671_phone_front_x_small.jpeg,On Sale,7.5,7.3,8.6,7.6,8,5.9,0,ARM V8,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 810,1080 x 2340 px,LCD IPS,77.2 mm  163.1 mm  8.8 mm,84%,206 g,19.5:9
Huawei,Huawei Honor 9x,197,//cdn-files.kimovil.com/phone_front/0003/25/thumb_224671_phone_front_x_small.jpeg,On Sale,7.2,6.8,8.6,7.6,7.3,5.5,0,4x 2.2 GHz ARM Cortex,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 710F,1080 x 2340 px,LCD IPS,77.3 mm  163.5 mm  8.8 mm,84%,197 g,19.5:9
Huawei,Huawei Honor 20S,273,//cdn-files.kimovil.com/phone_front/0003/41/thumb_240579_phone_front_x_small.jpeg,On Sale,7.4,6.4,8.2,7.9,8,6.4,0,ARM V8,412 ppi Very high density,6.26,Huawei HiSilicon KIRIN 810,1080 x 2340 px,LCD IPS,74.0 mm  154.3 mm  7.9 mm,84%,172 g,19.5:9
Huawei,Huawei Enjoy 10 Plus,219,//cdn-files.kimovil.com/phone_front/0003/44/thumb_243619_phone_front_x_small.jpeg,On Sale,6.7,6.8,6.6,7.6,7,5.6,0,4x 2.2 GHz ARM Cortex,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 710F,1080 x 2340 px,LCD IPS,77.3 mm  163.5 mm  8.8 mm,84%,197 g,19.5:9
Huawei,Huawei Honor Play 3e,148,//cdn-files.kimovil.com/phone_front/0003/54/thumb_253245_phone_front_x_small.jpeg,On Sale,4.6,4.3,4.6,4.1,5.7,4.3,0,ARM Cortex,295 ppi Medium Density,5.71,MediaTek Helio P22 MT6762,720 x 1520 px,LCD IPS,70.8 mm  147.1 mm  8.5 mm,78%,146 g,19:09
Huawei,Huawei Honor Play 3,151,//cdn-files.kimovil.com/phone_front/0003/49/thumb_248823_phone_front_x_small.jpeg,On Sale,6.9,7,8,7.1,6.9,5.5,0,4x 2.2 GHz ARM Cortex,269 ppi Medium Density,6.39,Huawei HiSilicon KIRIN 710F,720 x 1560 px,LCD IPS,76.1 mm  159.8 mm  8.1 mm,82%,176 g,19.5:9
Huawei,Huawei Mate 30 Pro,925,//cdn-files.kimovil.com/phone_front/0003/50/thumb_249247_phone_front_x_small.jpeg,On Sale,8.7,8.1,9.2,8.9,8.7,8.6,0,2x2.86 GHz ARM Cortex,409 ppi Very high density,6.53,Huawei HiSilicon KIRIN 990,1176 x 2400 px,Oled,73.1 mm  158.1 mm  8.8 mm,94%,198 g,18:09
Huawei,Huawei Mate 30,612,//cdn-files.kimovil.com/phone_front/0003/50/thumb_249247_phone_front_x_small.jpeg,On Sale,8.6,7.8,9,8.8,8.4,9,0,2x2.86 GHz ARM Cortex,389 ppi High Density,6.62,Huawei HiSilicon KIRIN 990,1080 x 2340 px,Oled,76.1 mm  160.8 mm  8.4 mm,87%,196 g,19.5:9
Huawei,Huawei nova 5T,305,//cdn-files.kimovil.com/phone_front/0003/61/thumb_260749_phone_front_x_small.jpeg,On Sale,7.8,6.4,8.9,7.7,8.2,7.9,0,2xCortex A76 2.6 GHz +2xCortex A76 1.92 GHz +4 Cortex A55 1.8 GHz,412 ppi Very high density,6.26,Huawei HiSilicon KIRIN 980,1080 x 2340 px,LCD IPS,74.0 mm  154.3 mm  7.9 mm,84%,174 g,19.5:9
Huawei,Huawei nova 5z,235,//cdn-files.kimovil.com/phone_front/0003/64/thumb_263947_phone_front_x_small.jpeg,On Sale,7.5,7.4,8,7.4,7.9,6.8,0,ARM V8,412 ppi Very high density,6.26,Huawei HiSilicon KIRIN 810,1080 x 2340 px,Amoled,73.9 mm  156.1 mm  8.3 mm,83%,178 g,19.5:9
Huawei,Huawei Enjoy 10,169,//cdn-files.kimovil.com/phone_front/0003/64/thumb_263982_phone_front_x_small.jpeg,On Sale,6.3,7,6.2,6.6,6.9,5,0,4x 2.2 GHz ARM Cortex,269 ppi Medium Density,6.39,Huawei HiSilicon KIRIN 710F,720 x 1560 px,TFT LCD (IPS),76.1 mm  159.8 mm  8.1 mm,82%,176 g,19.5:9
Huawei,Huawei Y9s,252,//cdn-files.kimovil.com/phone_front/0003/88/thumb_287749_phone_front_x_small.jpeg,On Sale,7,6.8,8.3,7.6,7.2,5.2,0,4x 2.2 GHz ARM Cortex,391 ppi High Density,6.59,Huawei HiSilicon KIRIN 710F,1080 x 2340 px,LCD IPS,77.2 mm  163.1 mm  8.8 mm,84%,206 g,19.5:9
Huawei,Huawei Honor V30 Pro,536,//cdn-files.kimovil.com/phone_front/0003/81/thumb_280851_phone_front_x_small.jpeg,On Sale,8.4,7.6,9.2,8,8.6,8.7,0,2x2.86 GHz ARM Cortex,401 ppi Very high density,6.57,Huawei HiSilicon KIRIN 990,1080 x 2400 px,TFT LCD (IPS),75.8 mm  162.7 mm  8.8 mm,84%,206 g,20:09
Huawei,Huawei Honor V30,441,//cdn-files.kimovil.com/phone_front/0003/81/thumb_280851_phone_front_x_small.jpeg,On Sale,8.4,7.7,9.1,8,8.5,8.7,0,2x2.86 GHz ARM Cortex,401 ppi Very high density,6.57,Huawei HiSilicon KIRIN 990,1080 x 2400 px,TFT LCD (IPS),75.8 mm  162.7 mm  8.9 mm,84%,213 g,20:09
Huawei,Huawei Nova 6,411,//cdn-files.kimovil.com/phone_front/0003/84/thumb_283734_phone_front_x_small.jpeg,On Sale,8.2,7.6,9.2,7.7,8.6,7.9,0,2x2.86 GHz ARM Cortex,401 ppi Very high density,6.57,Huawei HiSilicon KIRIN 990,1080 x 2400 px,LCD,75.7 mm  162.6 mm  8.6 mm,84%,197 g,20:09
Huawei,Huawei nova 6 SE,349,//cdn-files.kimovil.com/phone_front/0003/85/thumb_284356_phone_front_x_small.jpeg,On Sale,7.2,7.7,6.6,7.3,8,6.5,0,ARM V8,398 ppi High Density,6.4,Huawei HiSilicon KIRIN 810,1080 x 2310 px,LCD IPS,76.3 mm  159.2 mm  8.7 mm,83%,183 g,19.5:9
Huawei,Huawei Y6s,138,//cdn-files.kimovil.com/phone_front/0002/83/thumb_182183_phone_front_x_small.jpeg,On Sale,5.1,4.6,4.7,5.5,6.2,4.7,0,4×Cortex A53 2.3GHz+4×Cortex A53 1.8GHz,282 ppi Medium Density,6.09,MediaTek Helio P35 MT6765,720 x 1560 px,TFT LCD (IPS),73.5 mm  156.3 mm  8.0 mm,79%,150 g,19.5:9
Huawei,Huawei P40 Lite,271,//cdn-files.kimovil.com/phone_front/0003/85/thumb_284356_phone_front_x_small.jpeg,On Sale,7.3,7.7,6.6,7.3,7.9,7.2,0,ARM V8,398 ppi High Density,6.4,Huawei HiSilicon KIRIN 810,1080 x 2310 px,LCD IPS,76.3 mm  159.2 mm  8.7 mm,83%,183 g,19.5:9
Huawei,Huawei P40 Pro,976,//cdn-files.kimovil.com/phone_front/0004/43/thumb_342231_phone_front_x_small.jpeg,On Sale,8.9,7.8,9.4,9.1,8.7,9.6,0,2x2.86 GHz ARM Cortex,441 ppi Very high density,6.58,Huawei HiSilicon KIRIN 990,1200 x 2640 px,Oled,72.6 mm  158.2 mm  9.0 mm,92%,209 g,20:09
Huawei,Huawei P40,702,//cdn-files.kimovil.com/phone_front/0004/43/thumb_342208_phone_front_x_small.jpeg,On Sale,8.4,6.6,9.4,8.2,8.6,9.4,0,2x2.86 GHz ARM Cortex,422 ppi Very high density,6.1,Huawei HiSilicon KIRIN 990,1080 x 2340 px,Oled,71.1 mm  148.9 mm  8.5 mm,86%,175 g,19.5:9
Huawei,Huawei Honor 30S,470,//cdn-files.kimovil.com/phone_front/0004/45/thumb_344642_phone_front_x_small.jpeg,Presell,8,7.7,8.8,7.7,8.2,7.6,0,"1xARM Cortex A76 2,36GHz +3xARM Cortex A76 2,22GHz +4xCortex",405 ppi Very high density,6.5,Huawei HiSilicon KIRIN 820,1080 x 2400 px,LTPS LCD,75.0 mm  162.3 mm  8.6 mm,83%,190 g,20:09
Huawei,Huawei Honor Play 9A,170,//cdn-files.kimovil.com/phone_front/0004/46/thumb_345714_phone_front_x_small.jpeg,Presell,6.2,8.3,5.5,6.3,6.5,4.4,0,4×Cortex A53 2.3GHz+4×Cortex A53 1.8GHz,278 ppi Medium Density,6.3,MediaTek Helio P35 MT6765,720 x 1600 px,TFT LCD (IPS),74.1 mm  159.1 mm  9.0 mm,81%,185 g,20:09
Huawei,Huawei Honor Play 4T Pro,230,//cdn-files.kimovil.com/phone_front/0004/48/thumb_347011_phone_front_x_small.jpeg,Presell,7.3,6.7,8.1,7.3,7.9,6.4,0,ARM V8,418 ppi Very high density,6.3,Huawei HiSilicon KIRIN 810,1080 x 2400 px,Amoled,73.2 mm  157.4 mm  7.5 mm,83%,163 g,20:09
Huawei,Huawei Honor 30 Pro,635,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351756_phone_front_x_small.jpeg,Presell,8.6,7.1,9.2,8.7,8.6,9.3,0,2x2.86 GHz ARM Cortex,392 ppi High Density,6.57,Huawei HiSilicon KIRIN 990,1080 x 2340 px,Oled,73.6 mm  160.3 mm  8.6 mm,89%,186 g,19.5:9
Huawei,Huawei Honor 30,484,//cdn-files.kimovil.com/phone_front/0004/52/thumb_351769_phone_front_x_small.jpeg,Presell,8.3,7.2,9.1,8.4,8.3,8.5,0,2.58 GHz ARM Cortex,403 ppi Very high density,6.53,Huawei HiSilicon KIRIN 985,1080 x 2400 px,Oled,74.2 mm  160.3 mm  8.5 mm,86%,185 g,20:09
Xiaomi,Xiaomi Redmi Note,130,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1614_phone_front_x_small.jpeg,On Sale,3.9,5.4,4.1,2.3,3.1,4.7,0,ARM Cortex,267 ppi Medium Density,5.5,Qualcomm Snapdragon 400 MSM8928,720 x 1280 px,LCD IPS,78.7 mm  154.0 mm  9.5 mm,68%,189 g,16:09
Xiaomi,Xiaomi Redmi Note 2,113,//cdn-files.kimovil.com/phone_front/0001/27/thumb_26534_phone_front_x_small.jpeg,On Sale,4.9,4.1,5.8,4.4,4.3,5.9,0,ARM Cortex,401 ppi Very high density,5.5,MediaTek Helio X10 2.0 (MT6795),1080 x 1920 px,LCD IPS,76.0 mm  152.0 mm  8.3 mm,72%,160 g,16:09
Xiaomi,Xiaomi Mi4c,122,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5524_phone_front_x_small.jpeg,On Sale,5.8,5.1,6.4,6.4,5.3,5.8,0,Quad,441 ppi Very high density,5,Qualcomm Snapdragon 808 MSM8992,1080 x 1920 px,LCD IPS,69.6 mm  138.1 mm  7.8 mm,71%,132 g,16:09
Xiaomi,Xiaomi Mi4S,128,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8183_phone_front_x_small.jpeg,On Sale,5.5,5.5,5.2,5.5,5.1,6.1,0,Quad,441 ppi Very high density,5,Qualcomm Snapdragon 808 MSM8992,1080 x 1920 px,LCD IPS,70.8 mm  139.3 mm  7.8 mm,70%,133 g,16:09
Xiaomi,Xiaomi Redmi 3S,117,//cdn-files.kimovil.com/phone_front/0001/28/thumb_27431_phone_front_x_small.jpeg,On Sale,5.3,7.1,5.5,4.3,4.2,5.5,0,4x1.4GHz ARM Cortex A53 + 4x1.1GHz ARM Cortex,294 ppi Medium Density,5,Qualcomm Snapdragon 430 MSM8937,720 x 1280 px,LCD IPS,69.6 mm  139.3 mm  8.5 mm,71%,144 g,16:09
Xiaomi,Xiaomi Redmi Note 4,169,//cdn-files.kimovil.com/phone_front/0001/35/thumb_34632_phone_front_x_small.jpeg,On Sale,6.4,7.5,6.5,6.2,5.7,6.1,0,ARM Cortex,401 ppi Very high density,5.5,Qualcomm Snapdragon 625 MSM8953,1080 x 1920 px,LCD IPS,76.0 mm  151.0 mm  8.4 mm,72%,165 g,16:09
