brand,phone_name,phone_price,phone_image,available_status,average_rating,battery_rating,camera_rating,connectivity_rating,performance_rating,design_rating,user_rating,battery,cpu,density,diagonal,front_camera,main_camera,os,os_version,processor_model,ram,resolution,screen_type,size,storage,usable_surface,weight,aspect_ratio
Xiaomi,Xiaomi Redmi K30 Pro,507,//cdn-files.kimovil.com/phone_front/0004/42/thumb_341641_phone_front_x_small.jpeg,On Sale,8.5,8.1,8.4,8,9,9,0,4700 mAh,Kryo 585 1x Cortex,395 ppi High Density,6.67,20 Mpx,64 Mpx/1.89,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 865,6 GB RAM,1080 x 2400 px,Amoled,75.4 mm  163.3 mm  9.0 mm,128 GB,87%,218 g,20:09
Xiaomi,Xiaomi Mi 10 Lite Zoom,400,//cdn-files.kimovil.com/phone_front/0004/57/thumb_356733_phone_front_x_small.jpeg,Presell,8.1,7.6,8.7,7.8,8.1,8.5,0,4160 mAh,1x Cortex,401 ppi Very high density,6.57,16 Mpx/2.5,48 Mpx/1.79,Android 10Q,MIUI V11 (Android 10),Qualcomm Snapdragon 765G,6 GB RAM,1080 x 2400 px,Amoled,74.8 mm  164.0 mm  7.9 mm,64 GB,84%,192 g,20:09
Samsung,Samsung Galaxy S3,334,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1127_phone_front_x_small.jpeg,On Sale,3.2,2.5,3.3,4.2,2.2,3.8,0,2100 mAh,ARM Cortex,306 ppi High Density,4.8,1.9 Mpx/--,8 Mpx/2.6,Android 4.1Jelly Bean,Android 4.3 Jelly Bean,Samsung Exynos 4 Quad 4412,1 GB RAM,720 x 1280 px,Super Amoled,70.6 mm  136.6 mm  9.0 mm,16 GB,66%,133 g,16:09
Samsung,Samsung Galaxy S5,216,//cdn-files.kimovil.com/phone_front/0001/01/thumb_967_phone_front_x_small.jpeg,On Sale,5.5,4.2,5.9,6.5,4.4,6.6,0,2800 mAh,Krait 400,432 ppi Very high density,5.1,2 Mpx/--,16 Mpx/2.2,Android 6.0Marshmallow,Android 6.0.1 Marshmallow,Qualcomm Snapdragon 801 MSM8974AC,2 GB RAM,1080 x 1920 px,Super Amoled,72.5 mm  142.0 mm  8.0 mm,16 GB,69%,145 g,16:09
Samsung,Samsung Galaxy S3 Mini VE,235,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1002_phone_front_x_small.jpeg,On Sale,2.1,1.8,1.8,2.9,1.8,2.1,0,1500 mAh,ARM Cortex,233 ppi Medium Density,4,0.3 Mpx/--,5 Mpx,Android 4.1Jelly Bean,Android 4.1 Jelly Bean,Broadcom BCM21664,1 GB RAM,480 x 800 px,Super Amoled,63.0 mm  121.6 mm  10.0 mm,8 GB,59%,112 g,5:03
Samsung,Samsung Galaxy S5 Mini,311,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1169_phone_front_x_small.jpeg,On Sale,3.8,2.5,2.5,5.5,2.7,5.7,0,2100 mAh,ARM Cortex,326 ppi High Density,4.5,2.1 Mpx/--,8 Mpx,Android 4.4KitKat,Android 4.4.2 KitKat,Samsung Exynos 3 3470,1.5 GB RAM,720 x 1280 px,Super Amoled,64.8 mm  131.1 mm  9.0 mm,16 GB,65%,120 g,16:09
Samsung,Samsung Galaxy Alpha,178,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8170_phone_front_x_small.jpeg,On Sale,4.7,3.9,3.9,6.2,4.2,5.5,0,1860 mAh,4x 1.8 GHz ARM Cortex A15 + 4x 1.3 ARM Cortex,312 ppi High Density,4.7,2.1 Mpx/--,12 Mpx/2.2,Android 4.4KitKat,Android 4.4.4 KitKat,Samsung Exynos 5 Octa 5430,2 GB RAM,720 x 1280 px,Super Amoled,65.5 mm  132.4 mm  6.7 mm,32 GB,70%,115 g,16:09
Samsung,Samsung Galaxy Grand Prime,150,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2615_phone_front_x_small.jpeg,On Sale,3.2,3.7,2.6,4.6,2.7,2.2,0,2600 mAh,4xARM Cortex,220 ppi Medium Density,5,5 Mpx/--,8 Mpx,Android 5.0Lollipop,Android 5.1 Lollipop,Qualcomm Snapdragon 410 MSM8916,1 GB RAM,540 x 960 px,LCD IPS,72.1 mm  144.8 mm  8.6 mm,8 GB,66%,156 g,16:09
Samsung,Samsung Galaxy Core Prime,302,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3043_phone_front_x_small.jpeg,On Sale,2.6,2.3,2.2,3.3,2.6,2.7,0,2000 mAh,ARM Cortex,207 ppi Medium Density,4.5,2 Mpx/--,5 Mpx/2.6,Android 5.0Lollipop,Android 5.0.2 Lollipop,Qualcomm Snapdragon 410 MSM8916v2,1 GB RAM,480 x 800 px,LCD IPS,68.4 mm  131.3 mm  8.8 mm,8 GB,64%,130 g,5:03
Samsung,Samsung Galaxy Grand Neo Plus,185,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3058_phone_front_x_small.jpeg,On Sale,2.3,2.6,2.2,2.7,2,1.9,0,2100 mAh,ARM Cortex,187 ppi Low Density,5,2 Mpx/--,5 Mpx,Android 4.4KitKat,Android 4.4.4 KitKat,Broadcom BCM23550,1 GB RAM,480 x 800 px,LCD IPS,77.1 mm  143.7 mm  9.5 mm,8 GB,64%,160 g,5:03
Samsung,Samsung Galaxy J1 mini,108,//cdn-files.kimovil.com/phone_front/0001/22/thumb_21916_phone_front_x_small.jpeg,On Sale,2.5,1.8,3.5,2.5,2.4,2.2,0,1500 mAh,ARM Cortex,233 ppi Medium Density,4,0.3 Mpx/--,5 Mpx/2.2,Android 5.0Lollipop,Android 5.1.1 Lollipop,Spreadtrum SC8830,768 MB RAM,480 x 800 px,LCD IPS,63.1 mm  121.6 mm  10.8 mm,8 GB,59%,120 g,5:03
Samsung,Samsung Galaxy Xcover 3,342,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3943_phone_front_x_small.jpeg,On Sale,3.5,2.9,2.3,4.8,2.4,5,0,2200 mAh,ARM Cortex,207 ppi Medium Density,4.5,2 Mpx/--,5 Mpx,Android 5.0Lollipop,Android 5.0 Lollipop,Marvell PXA1908,1.5 GB RAM,480 x 800 px,LCD IPS,70.1 mm  132.9 mm  10.0 mm,8 GB,62%,154 g,5:03
Samsung,Samsung Galaxy J7,80,//cdn-files.kimovil.com/phone_front/0001/06/thumb_5688_phone_front_x_small.jpeg,On Sale,4.1,4,4.7,4.5,4.1,3.4,0,3000 mAh,Cortex A53,267 ppi Medium Density,5.5,5 Mpx/--,13 Mpx/1.9,Android 6.0Marshmallow,Android 6.0.1 Marshmallow,Qualcomm Snapdragon 615 MSM8939,1.5 GB RAM,720 x 1280 px,Super Amoled,78.6 mm  152.4 mm  7.5 mm,16 GB,69%,171 g,16:09
Samsung,Samsung Galaxy J3,152,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8417_phone_front_x_small.jpeg,On Sale,3.5,3.5,2.5,4.4,3.2,3.7,0,2600 mAh,ARM Cortex,294 ppi Medium Density,5,5 Mpx/--,8 Mpx,Android 5.0Lollipop,Android 5.1.1 Lollipop,Qualcomm Snapdragon 410 MSM8916v2,1.5 GB RAM,720 x 1280 px,Super Amoled,71.0 mm  142.3 mm  7.9 mm,8 GB,68%,138 g,16:09
Samsung,Samsung Galaxy A3 (2016),244,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7567_phone_front_x_small.jpeg,On Sale,4.3,3.1,4.1,5.4,3.6,5.5,0,2300 mAh,4x1.5 GHz ARM Cortex,312 ppi High Density,4.7,5 Mpx/--,13 Mpx/1.9,Android 5.0Lollipop,Android 5.1.1 Lollipop,Samsung Exynos 7 Octa 7578,1.5 GB RAM,720 x 1280 px,Super Amoled,65.2 mm  134.5 mm  7.3 mm,16 GB,69%,132 g,16:09
Samsung,Samsung Galaxy A5 (2016),247,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7562_phone_front_x_small.jpeg,On Sale,5.2,4.1,5.5,5.6,4.6,6,0,2900 mAh,8x 1.6 GHz ARM Corte,424 ppi Very high density,5.2,5 Mpx/--,13 Mpx/1.9,Android 7.0Nougat,Android 7.0 Nougat,Samsung Exynos 7 Octa 7580,2 GB RAM,1080 x 1920 px,Super Amoled,71.0 mm  144.8 mm  7.3 mm,16 GB,72%,153 g,16:09
Samsung,Samsung Galaxy S7,200,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7888_phone_front_x_small.jpeg,On Sale,6.8,4.9,7.2,7.9,6.9,7.3,0,3000 mAh,2.3GHz Quad (Custom Core) + 1.6GHz Quad (Cortex,576 ppi Very high density,5.1,5 Mpx/--,12 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,Samsung Exynos 8 Octa 8890 2.3,4 GB RAM,1440 x 2560 px,Super Amoled,69.6 mm  142.4 mm  7.9 mm,32 GB,72%,152 g,16:09
Samsung,Samsung Galaxy S7 Edge,189,//cdn-files.kimovil.com/phone_front/0001/08/thumb_7881_phone_front_x_small.jpeg,On Sale,7.1,6.2,7.4,7.9,6.9,7.2,0,3600 mAh,2.3GHz Quad (Custom Core) + 1.6GHz Quad (Cortex,534 ppi Very high density,5.5,5 Mpx/--,12 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,Samsung Exynos 8 Octa 8890 2.3,4 GB RAM,1440 x 2560 px,Super Amoled,72.6 mm  150.9 mm  7.7 mm,32 GB,76%,157 g,16:09
Samsung,Samsung Galaxy J5 (2016),132,//cdn-files.kimovil.com/phone_front/0001/15/thumb_14968_phone_front_x_small.jpeg,On Sale,4.6,5.3,6,5,3.3,3.5,0,3100 mAh,4xARM Cortex,282 ppi Medium Density,5.2,5 Mpx/--,13 Mpx/1.9,Android 5.0Lollipop,Android 5.1 Lollipop,Qualcomm Snapdragon 410 MSM8916,2 GB RAM,720 x 1280 px,Super Amoled,72.3 mm  145.8 mm  8.1 mm,16 GB,70%,159 g,16:09
Samsung,Samsung Galaxy J3 (2016),172,//cdn-files.kimovil.com/phone_front/0001/30/thumb_29273_phone_front_x_small.jpeg,On Sale,3.5,3.5,2.4,4.7,3.1,3.7,0,2600 mAh,ARM Cortex,294 ppi Medium Density,5,2 Mpx/--,8 Mpx,Android 5.0Lollipop,Android 5.1.1 Lollipop,Spreadtrum SC9830A,1.5 GB RAM,720 x 1280 px,Super Amoled,71.0 mm  142.3 mm  7.9 mm,8 GB,68%,138 g,16:09
Samsung,Samsung Galaxy Grand Prime+,150,//cdn-files.kimovil.com/phone_front/0001/46/thumb_45165_phone_front_x_small.jpeg,On Sale,3.8,3.5,3.6,5.1,4.1,2.8,0,2600 mAh,ARM Cortex,220 ppi Medium Density,5,5 Mpx/--,8 Mpx/2.2,Android 6.0Marshmallow,Android 6.0.1 Marshmallow,MediaTek MT6737T,1.5 GB RAM,540 x 960 px,PLS,72.1 mm  144.8 mm  8.9 mm,16 GB,66%,160 g,16:09
Samsung,Samsung Galaxy A3 (2017),238,//cdn-files.kimovil.com/phone_front/0001/53/thumb_52860_phone_front_x_small.jpeg,On Sale,5.4,3,6.4,6.9,4.5,6.4,0,2350 mAh,ARM Cortex,312 ppi High Density,4.7,8 Mpx/--,13 Mpx/1.9,Android 6.0Marshmallow,Android 6.0.1 Marshmallow,Samsung Exynos 7 Octa 7870,2 GB RAM,720 x 1280 px,Super Amoled,66.2 mm  135.4 mm  7.9 mm,16 GB,68%,138 g,16:09
Samsung,Samsung Galaxy A5 (2017),280,//cdn-files.kimovil.com/phone_front/0001/53/thumb_52780_phone_front_x_small.jpeg,On Sale,6.2,5.4,6.1,7.5,5.5,6.3,0,3000 mAh,ARM Cortex,424 ppi Very high density,5.2,16 Mpx/--,16 Mpx/1.9,Android 8.0Oreo,Android 8.0 Oreo,Samsung Exynos 7 Octa 7880,3 GB RAM,1080 x 1920 px,Super Amoled,71.4 mm  146.1 mm  7.9 mm,32 GB,71%,159 g,16:09
Samsung,Samsung Galaxy S8+,274,//cdn-files.kimovil.com/phone_front/0001/61/thumb_60270_phone_front_x_small.jpeg,On Sale,7.5,6.1,7.5,8.1,7.4,8.6,0,3500 mAh,4x2.3 GHz Exynos M2 Mongoose+ 4x1.7 GHz ARM Cortex A53,529 ppi Very high density,6.2,8 Mpx/1.7,12.2 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Samsung Exynos 9 Octa 8895,4 GB RAM,1440 x 2960 px,Super Amoled,73.4 mm  159.5 mm  8.1 mm,64 GB,83%,173 g,18:09
Samsung,Samsung Galaxy S8,271,//cdn-files.kimovil.com/phone_front/0001/61/thumb_60270_phone_front_x_small.jpeg,On Sale,7.4,5.2,7.5,8.2,7.4,8.7,0,3000 mAh,4x2.3 GHz Exynos M2 Mongoose+ 4x1.7 GHz ARM Cortex A53,570 ppi Very high density,5.8,8 Mpx/1.7,12.2 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Samsung Exynos 9 Octa 8895,4 GB RAM,1440 x 2960 px,Super Amoled,68.1 mm  148.9 mm  8.0 mm,64 GB,84%,155 g,18:09
Samsung,Samsung Galaxy J5 (2017),216,//cdn-files.kimovil.com/phone_front/0001/74/thumb_73932_phone_front_x_small.jpeg,On Sale,5.3,5,6.4,6.6,5,3.6,0,3000 mAh,ARM Cortex,282 ppi Medium Density,5.2,13 Mpx/--,13 Mpx/1.9,Android 9.0P,Android 9.0 P,Samsung Exynos 7 Octa 7870,2 GB RAM,720 x 1280 px,Super Amoled,71.3 mm  146.2 mm  7.9 mm,16 GB,71%,158 g,16:09
Samsung,Samsung Galaxy Note 8,565,//cdn-files.kimovil.com/phone_front/0002/38/thumb_137166_phone_front_x_small.jpeg,On Sale,7.5,6.1,7.2,8.4,7.3,8.3,0,3300 mAh,4x2.3 GHz Exynos M2 Mongoose+ 4x1.7 GHz ARM Cortex A53,522 ppi Very high density,6.3,8 Mpx/1.7,12.2 Mpx/1.7,Android 7.0Nougat,Android 7.1 Nougat,Samsung Exynos 9 Octa 8895,6 GB RAM,1440 x 2960 px,Super Amoled,74.8 mm  162.5 mm  8.6 mm,64 GB,82%,195 g,18:09
Samsung,Samsung Galaxy J2 (2018),173,//cdn-files.kimovil.com/phone_front/0002/25/thumb_124395_phone_front_x_small.jpeg,On Sale,3.6,3.6,3.1,4.5,4,2.8,0,2600 mAh,ARM Cortex,220 ppi Medium Density,5,5 Mpx/--,8 Mpx,Android 7.0Nougat,Android 7.1.1 Nougat,Qualcomm Snapdragon 425 MSM8917,1.5 GB RAM,540 x 960 px,Super Amoled,72.3 mm  143.8 mm  8.4 mm,16 GB,66%,153 g,16:09
Samsung,Samsung Galaxy A8 (2018),270,//cdn-files.kimovil.com/phone_front/0002/21/thumb_120693_phone_front_x_small.jpeg,On Sale,6.4,4.6,5.9,8.2,6.5,6.6,0,3000 mAh,2x 2.2GHz ARM Cortex,441 ppi Very high density,5.6,16 Mpx/1.9,16 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 7885,3 GB RAM,1080 x 2220 px,Super Amoled,70.6 mm  149.2 mm  8.4 mm,32 GB,75%,172 g,18:09
Samsung,Samsung Galaxy S9+,736,//cdn-files.kimovil.com/phone_front/0002/24/thumb_123965_phone_front_x_small.jpeg,On Sale,7.7,6.1,8.1,8.4,7.9,8.2,0,3500 mAh,4x2.7 GHz Exynos M3 + 4x1.79 GHz ARM Cortex,531 ppi Very high density,6.2,8 Mpx/1.7,12.2 Mpx/1.5,Android 10Q,Android 10,Samsung Exynos 9 9810,6 GB RAM,1440 x 2960 px,Super Amoled,73.8 mm  158.0 mm  8.5 mm,64 GB,83%,189 g,18:09
Samsung,Samsung Galaxy S9,564,//cdn-files.kimovil.com/phone_front/0002/24/thumb_123966_phone_front_x_small.jpeg,On Sale,7.4,4.8,7.7,8.4,7.9,8.4,0,3000 mAh,4x2.7 GHz Exynos M3 + 4x1.79 GHz ARM Cortex,568 ppi Very high density,5.8,8 Mpx/1.7,12.2 Mpx/1.5,Android 10Q,Android 10,Samsung Exynos 9 9810,4 GB RAM,1440 x 2960 px,Super Amoled,68.7 mm  147.7 mm  8.5 mm,64 GB,84%,163 g,18:09
Samsung,Samsung Galaxy J2 Core,93,//cdn-files.kimovil.com/phone_front/0002/58/thumb_157498_phone_front_x_small.jpeg,On Sale,3.9,3.8,3.6,4.7,4.1,3.3,0,2600 mAh,ARM Cortex,220 ppi Medium Density,5,5 Mpx/2.2,8 Mpx/2.2,Android 8.0Oreo,Android 8.1 Oreo Go Edition,Samsung Exynos 7 Quad 7570,1 GB RAM,540 x 960 px,LCD IPS,72.1 mm  143.4 mm  8.9 mm,8 GB,66%,154 g,16:09
Samsung,Samsung Galaxy J6 (2018),195,//cdn-files.kimovil.com/phone_front/0002/45/thumb_144187_phone_front_x_small.jpeg,On Sale,5.5,4.8,5.6,7.4,5.2,4.7,0,3000 mAh,ARM Cortex,294 ppi Medium Density,5.6,8 Mpx/1.9,13 Mpx/1.9,Android 8.0Oreo,Android 8.0 Oreo,Samsung Exynos 7 Octa 7870,3 GB RAM,720 x 1480 px,Amoled,70.2 mm  149.3 mm  8.2 mm,32 GB,76%,154 g,18:09
Samsung,Samsung Galaxy J4+,166,//cdn-files.kimovil.com/phone_front/0002/80/thumb_179536_phone_front_x_small.jpeg,On Sale,4.9,5.5,4.9,5.4,4.6,4,0,3300 mAh,ARM Cortex,274 ppi Medium Density,6,4.9 Mpx/--,13 Mpx/1.9,Android 8.0Oreo,Android 8.1 Oreo,Qualcomm Snapdragon 425 MSM8917,2 GB RAM,720 x 1480 px,LCD IPS,76.7 mm  161.3 mm  7.9 mm,32 GB,73%,178 g,18:09
Samsung,Samsung Galaxy Note 9,660,//cdn-files.kimovil.com/phone_front/0002/53/thumb_152720_phone_front_x_small.jpeg,On Sale,8,7.2,8.1,8.6,8,8.3,0,4000 mAh,4x2.7 GHz Exynos M3 + 4x1.79 GHz ARM Cortex,514 ppi Very high density,6.4,8 Mpx/1.7,12.2 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9810,6 GB RAM,1440 x 2960 px,Super Amoled,76.4 mm  161.9 mm  8.8 mm,128 GB,84%,201 g,18:09
Samsung,Samsung Galaxy A7 (2018),282,//cdn-files.kimovil.com/phone_front/0002/60/thumb_159046_phone_front_x_small.jpeg,On Sale,6.3,5.5,6.8,7.4,6.6,5.1,0,3300 mAh,2x 2.2GHz ARM Cortex,411 ppi Very high density,6,24.8 Mpx/1.9,24.8 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,Samsung Exynos 7 Octa 7885,4 GB RAM,1080 x 2220 px,Super Amoled,76.8 mm  159.8 mm  7.5 mm,64 GB,74%,168 g,18:09
Samsung,Samsung Galaxy A9 (2018),325,//cdn-files.kimovil.com/phone_front/0002/60/thumb_159579_phone_front_x_small.jpeg,On Sale,7.1,6.4,7.1,8.2,7.1,6.7,0,3800 mAh,4x Kryo 260 2.2 Ghz,392 ppi High Density,6.3,24 Mpx/2.0,24 Mpx/1.7,Android 8.0Oreo,Android 8.0 Oreo,Qualcomm Snapdragon 660 MSM8976 Plus,6 GB RAM,1080 x 2160 px,Super Amoled,77.0 mm  162.3 mm  7.8 mm,128 GB,81%,183 g,18:09
Samsung,Samsung Galaxy J4 Core,157,//cdn-files.kimovil.com/phone_front/0003/06/thumb_205224_phone_front_x_small.jpeg,On Sale,4.6,5.6,4.4,4.7,4,4.3,0,3300 mAh,ARM Cortex,274 ppi Medium Density,6,5 Mpx/2.2,8 Mpx/2.2,Android 8.0Oreo,Android 8.1 Oreo Go Edition,Qualcomm Snapdragon 425 MSM8917,1 GB RAM,720 x 1480 px,LCD IPS,76.1 mm  160.6 mm  7.9 mm,16 GB,74%,177 g,18.5:9
Samsung,Samsung Galaxy A8s,409,//cdn-files.kimovil.com/phone_front/0002/76/thumb_175670_phone_front_x_small.jpeg,On Sale,7.1,5.9,6.5,7.5,7.4,8,0,3400 mAh,"Qualcomm® Kryo™ 360 CPU, Octa",403 ppi Very high density,6.4,24 Mpx/2.0,24 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 710,6 GB RAM,1080 x 2340 px,LCD IPS,74.9 mm  158.4 mm  7.4 mm,128 GB,84%,173 g,19.5:9
Samsung,Samsung Galaxy M20,172,//cdn-files.kimovil.com/phone_front/0002/89/thumb_188956_phone_front_x_small.jpeg,On Sale,6.8,8.4,5.2,6.7,6.6,7.1,0,5000 mAh,2x 1.8 GHz ARM Cortex,409 ppi Very high density,6.3,8 Mpx/--,13 Mpx/1.9,Android 10Q,Android 10,Samsung Exynos 7 Octa 7904,4 GB RAM,1080 x 2340 px,TFT LCD (IPS),74.5 mm  156.4 mm  8.8 mm,64 GB,83%,186 g,19.5:9
Samsung,Samsung Galaxy S10e,445,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191167_phone_front_x_small.jpeg,On Sale,7.8,5.4,8.1,8.8,8.2,8.6,0,3100 mAh,"2x2,7GHz Exynos M4, 2x Cortex A75, 4x1,9GHz Cortex A55",435 ppi Very high density,5.8,10 Mpx/1.9,12 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9820,6 GB RAM,1080 x 2280 px,Super Amoled,69.9 mm  142.2 mm  7.9 mm,128 GB,84%,150 g,19:09
Samsung,Samsung Galaxy S10+,613,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191132_phone_front_x_small.jpeg,On Sale,8.5,7.6,8.5,8.8,8.3,9.1,0,4100 mAh,"2x2,7GHz Exynos M4, 2x Cortex A75, 4x1,9GHz Cortex A55",526 ppi Very high density,6.4,10 Mpx/1.9,12 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9820,8 GB RAM,1440 x 3040 px,Amoled,74.1 mm  157.6 mm  7.8 mm,128 GB,86%,175 g,19:09
Samsung,Samsung Galaxy S10,536,//cdn-files.kimovil.com/phone_front/0002/92/thumb_191056_phone_front_x_small.jpeg,On Sale,8.1,6,8.3,8.8,8.2,9.2,0,3400 mAh,"2x2,7GHz Exynos M4, 2x Cortex A75, 4x1,9GHz Cortex A55",551 ppi Very high density,6.1,10 Mpx/1.9,12 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9820,8 GB RAM,1440 x 3040 px,Amoled,70.4 mm  149.9 mm  7.8 mm,128 GB,88%,157 g,19:09
Samsung,Samsung Galaxy A50,254,//cdn-files.kimovil.com/phone_front/0002/93/thumb_192337_phone_front_x_small.jpeg,On Sale,7.2,7,6.9,7.2,7,7.7,0,4000 mAh,4x2.3 GHz ARM Cortex,403 ppi Very high density,6.4,24.8 Mpx/2.0,24.8 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 9610,4 GB RAM,1080 x 2340 px,Super Amoled,74.7 mm  158.5 mm  7.7 mm,128 GB,84%,168 g,19.5:9
Samsung,Samsung Galaxy A80,379,//cdn-files.kimovil.com/phone_front/0003/03/thumb_202264_phone_front_x_small.jpeg,On Sale,7.3,6.3,6.7,7.8,7.8,7.7,0,3700 mAh,2x2.2 GHz Kryo 470 + 6x1.8 GHz Kryo 470,393 ppi High Density,6.7,--/--,48 Mpx/2.0,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 730,8 GB RAM,1080 x 2400 px,Super Amoled,76.5 mm  165.2 mm  9.0 mm,128 GB,85%,219 g,20:09
Samsung,Samsung Galaxy A70,362,//cdn-files.kimovil.com/phone_front/0003/03/thumb_202315_phone_front_x_small.jpeg,On Sale,7.4,7.9,6.8,7.3,7.4,7.8,0,4500 mAh,2x Kryo 460 2.0 Ghz + 6x Kryo 460 1.7 Ghz,393 ppi High Density,6.7,32 Mpx/2.0,32 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Qualcomm Snapdragon 675,6 GB RAM,1080 x 2400 px,Amoled,76.7 mm  164.3 mm  7.9 mm,128 GB,86%,183 g,20:09
Samsung,Samsung Galaxy A20e,148,//cdn-files.kimovil.com/phone_front/0003/03/thumb_202344_phone_front_x_small.jpeg,On Sale,5.9,4.8,6.1,6.9,6.2,5.6,0,3000 mAh,2x1.6 GHz ARM Cortex,296 ppi Medium Density,5.8,8 Mpx/2.0,13 Mpx/1.9,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 7884,3 GB RAM,720 x 1560 px,TFT LCD (IPS),69.5 mm  147.2 mm  8.3 mm,32 GB,80%,150 g,19.5:9
Samsung,Samsung Galaxy A20,167,//cdn-files.kimovil.com/phone_front/0003/03/thumb_202290_phone_front_x_small.jpeg,On Sale,6.6,6.9,4.9,7.2,6.2,7.6,0,4000 mAh,2x1.6 GHz ARM Cortex,268 ppi Medium Density,6.4,8 Mpx/2.0,13 Mpx/1.9,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 7884,3 GB RAM,720 x 1560 px,Super Amoled,74.7 mm  158.4 mm  7.8 mm,32 GB,85%,169 g,19.5:9
Samsung,Samsung Galaxy A40s,297,//cdn-files.kimovil.com/phone_front/0003/09/thumb_208455_phone_front_x_small.jpeg,On Sale,7,8.5,5.5,7.1,6.7,7.2,0,5000 mAh,2x 1.8 GHz ARM Cortex,268 ppi Medium Density,6.4,15.9 Mpx/2.0,13 Mpx/1.9,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 7904,4 GB RAM,720 x 1560 px,Super Amoled,75.1 mm  159.1 mm  8.5 mm,128 GB,84%,174 g,19.5:9
Samsung,Samsung Galaxy A2 Core,130,//cdn-files.kimovil.com/phone_front/0003/14/thumb_213643_phone_front_x_small.jpeg,On Sale,4,3.6,3.6,5.1,4.7,3.2,0,2600 mAh,ARM Cortex,220 ppi Medium Density,5,5 Mpx/2.2,5 Mpx/1.9,Android 9.0P,Android 9.0 Pie Go Edition,Samsung Exynos 7 Octa 7870,1 GB RAM,540 x 960 px,LCD IPS,70.9 mm  141.5 mm  9.1 mm,16 GB,68%,142 g,16:09
Samsung,Samsung Galaxy Xcover 4s,244,//cdn-files.kimovil.com/phone_front/0003/14/thumb_213577_phone_front_x_small.jpeg,On Sale,5.7,3.8,4.6,6.9,6.5,6.7,0,2800 mAh,2x 2.2GHz ARM Cortex,294 ppi Medium Density,5,5 Mpx/2.2,16 Mpx/1.7,Android 9.0P,Android 9.0 Pie,Samsung Exynos 7 Octa 7885,3 GB RAM,720 x 1280 px,LCD IPS,73.3 mm  146.2 mm  9.7 mm,32 GB,64%,172 g,16:09
Samsung,Samsung Galaxy Note10+,903,//cdn-files.kimovil.com/phone_front/0003/31/thumb_230358_phone_front_x_small.jpeg,On Sale,8.5,7.8,8.1,8.6,8.8,9.3,0,4300 mAh,2x2.73 GHz Exynos M4 + 2x2.4 GHz ARM Cortex,495 ppi Very high density,6.8,10 Mpx/2.2,12 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9825,12 GB RAM,1440 x 3040 px,Super Amoled,77.2 mm  162.3 mm  7.9 mm,256 GB,91%,196 g,19:09
Samsung,Samsung Galaxy Note10,738,//cdn-files.kimovil.com/phone_front/0003/31/thumb_230406_phone_front_x_small.jpeg,On Sale,8.1,6.2,8.3,8.1,8.6,9.2,0,3500 mAh,2x2.73 GHz Exynos M4 + 2x2.4 GHz ARM Cortex,400 ppi Very high density,6.3,10 Mpx/2.2,12 Mpx/1.5-2.4,Android 10Q,Android 10,Samsung Exynos 9 9825,8 GB RAM,1080 x 2280 px,Super Amoled,71.8 mm  151.0 mm  7.9 mm,256 GB,91%,168 g,19:09
