brand,phone_name,phone_image,average_rating,battery_rating,camera_rating,connectivity_rating,design_rating,performance_rating,user_rating,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,platform_os,platform_cpu,memory_card_slot,memory_internal,main_camera_single,main_camera_video,sound_loudspeaker,sound_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,battery,battery_talk_time,misc_colors,misc_price,network_3g_bands,network_speed,battery_stand-by
Samsung,Samsung Galaxy J3 Pro,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220942_devicerender_small.jpeg,3.8,3.5,3.6,4.3,4.2,3.6,0,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, June","Available. Released 2016, June",142.2 x 71.3 x 8 mm (5.60 x 2.81 x 0.31 in),139 g (4.90 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM","8 MP, AF, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS","FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,-,"White, Black, Gold",130,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy J2 Prime,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220620_devicerender_small.jpeg,3.8,3.6,3.7,4.9,2.6,4.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2016, November","Available. Released 2016, November",144.8 x 72.1 x 8.9 mm (5.70 x 2.84 x 0.35 in),160 g (5.64 oz),"Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 6.0 (Marshmallow),Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot) - dual SIM model only","8 GB, 1.5 GB RAM","8 MP, AF, f/2.2",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS","FM radio, RDS, recording","microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2600 mAh battery,Up to 12 h (3G),"Black, Gold, Silver, Pink",130,"HSDPA 850 / 900 / 1900 / 2100 - G532F, G532G","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy J7 Prime,//cdn-files.kimovil.com/phone_front/0001/66/thumb_65004_phone_front_medium.jpeg,5.6,5.7,6.5,5.2,5.6,4.9,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2016, August","Available. Released 2016, September",151.7 x 75 x 8 mm (5.97 x 2.95 x 0.31 in),167 g (5.89 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~73.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16/32 GB, 3 GB RAM","13 MP, f/1.9, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Ion 3300 mAh battery,Up to 21 h (3G),"Black, Gold, Rose Gold",140,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy A8 (2016),//cdn-files.kimovil.com/devicerender/0003/22/thumb_221321_devicerender_small.jpeg,5.3,5.6,4.6,6.5,4.3,5.6,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2016, September","Available. Released 2016, October",156.6 x 76.8 x 7.2 mm (6.17 x 3.02 x 0.28 in),182 g (6.42 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~74.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Android 6.0.1 (Marshmallow),Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),"microSD, up to 256 GB (uses shared SIM slot)","32 GB, 3 GB RAM","16 MP, AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS, recording",microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3300 mAh battery,Up to 22 h (3G),"Blue, Pink, Silver, Gold",300,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy On8,//cdn-files.kimovil.com/phone_front/0002/59/thumb_158463_phone_front_medium.jpeg,4.7,5.5,4.4,5,4.1,4.7,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, September","Available. Released 2016, October",151.7 x 76 x 7.8 mm (5.97 x 2.99 x 0.31 in),169 g (5.96 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0.1 (Marshmallow),Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 3 GB RAM","13 MP, f/1.9, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 3300 mAh battery,Up to 17 h (3G),"White, Black, Gold",200,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy J5 Prime,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220593_devicerender_small.jpeg,4.5,3.4,6.4,4.9,3.6,4.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2016, September","Available. Released 2016, October",142.8 x 69.5 x 8.1 mm (5.62 x 2.74 x 0.32 in),143 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","PLS TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16/32 GB, 2 GB RAM","13 MP, f/1.9, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS/ BDS (region dependent)",FM radio; recording,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Ion 2400 mAh battery,Up to 16 h (3G),"Black, Gold",120,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy A3 (2017),//cdn-files.kimovil.com/devicerender/0003/21/thumb_220754_devicerender_small.jpeg,5.4,3,6.4,6.7,6.2,4.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, January","Available. Released 2017, January",135.4 x 66.2 x 7.9 mm (5.33 x 2.61 x 0.31 in),138 g (4.87 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot) - dual SIM model only","16 GB, 2 GB RAM","13 MP, 27mm (wide), AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 2350 mAh battery,Up to 17 h (3G),"Black Sky, Gold Sand, Blue Mist, Peach Cloud",220,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy A5 (2017),//cdn-files.kimovil.com/devicerender/0003/21/thumb_220753_devicerender_small.jpeg,6.1,5.4,6.1,7.5,6.1,5.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, January","Available. Released 2017, January",146.1 x 71.4 x 7.9 mm (5.75 x 2.81 x 0.31 in),157 g (5.54 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Octa-core 1.9 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","32/64 GB, 3 GB RAM","16 MP, f/1.9, 27mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3000 mAh battery,Up to 16 h (3G),"Black Sky, Gold Sand, Blue Mist, Peach Cloud",250,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy C7 Pro,//cdn-files.kimovil.com/phone_front/0001/65/thumb_64678_phone_front_medium.jpeg,5.3,5.1,4.8,6.7,4.5,5.6,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, January","Available. Released 2017, February",156.5 x 77.2 x 7 mm (6.16 x 3.04 x 0.28 in),172 g (6.07 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~74.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot)","64 GB, 4 GB RAM","16 MP, AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3300 mAh battery,-,"Gold, Pink Gold, Dark Blue",300,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy A7 (2017),//cdn-files.kimovil.com/devicerender/0003/21/thumb_220772_devicerender_small.jpeg,5.9,6.2,4.6,7.7,5.9,5.3,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, January","Available. Released 2017, January",156.8 x 77.6 x 7.9 mm (6.17 x 3.06 x 0.31 in),186 g (6.56 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~73.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",Octa-core 1.9 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","32 GB, 3 GB RAM","16 MP, f/1.9, 27mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3600 mAh battery,Up to 23 h (3G),"Black Sky, Gold Sand, Blue Mist and Peach Cloud",280,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy Xcover 4,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220886_devicerender_small.jpeg,4.9,4.8,4.1,5.5,5.5,4.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2017, March","Available. Released 2017, April",146.2 x 73.3 x 9.7 mm (5.76 x 2.89 x 0.38 in),172 g (6.07 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~64.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB","16 GB, 2 GB RAM","13 MP, AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2800 mAh battery,Up to 17 h (3G),Gray,240,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy S8+,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220873_devicerender_small.jpeg,7.6,6.1,7.6,8,8.7,7.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, March","Available. Released 2017, April",159.5 x 73.4 x 8.1 mm (6.28 x 2.89 x 0.32 in),173 g (6.10 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.2 inches, 98.3 cm (~84.0% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3500 mAh battery (13.48 Wh),-,"Midnight Black, Orchid Gray, Arctic Silver, Coral Blue, Maple Gold, Rose Pink",470,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps",-
Samsung,Samsung Galaxy S8,//cdn-files.kimovil.com/devicerender/0003/21/thumb_220881_devicerender_small.jpeg,7.4,5.1,7.6,8.1,8.9,7.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, March","Available. Released 2017, April",148.9 x 68.1 x 8 mm (5.86 x 2.68 x 0.31 in),155 g (5.47 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.8 inches, 84.8 cm (~83.6% screen-to-body ratio)","1440 x 2960 pixels, 18.5:9 ratio (~570 ppi density)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie); One UI",Octa-core (4x2.3 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53) - EMEAOcta-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo) - USA & China,"microSD, up to 512 GB (uses shared SIM slot) - dual SIM model only","64 GB, 4 GB RAM","12 MP, f/1.7, 26mm (wide), 1/2.55"", 1.4µm, OIS, dual pixel PDAF","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,"3.1, Type-C 1.0 reversible connector","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 3000 mAh battery (11.55 Wh),Up to 20 h (3G),"Midnight Black, Orchid Gray, Arctic Silver, Coral Blue, Maple Gold, Rose Pink, Burgundy Red",390,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps",-
Samsung,Samsung Galaxy C5 Pro,//cdn-files.kimovil.com/phone_front/0002/37/thumb_136267_phone_front_medium.jpeg,5.3,3,4.7,6.9,6.1,5.6,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, March","Available. Released 2017, March",145.7 x 71.4 x 7 mm (5.74 x 2.81 x 0.28 in),145 g (5.11 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.0 (Nougat),Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses shared SIM slot)","64 GB, 4 GB RAM","16 MP, AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",Stereo FM radio with RDS; recording,"2.0, Type-C 1.0 reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2600 mAh battery,-,"Lake Blue, Maple Leaf, Powder Rose",220,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Z4,//cdn-files.kimovil.com/phone_front/0002/50/thumb_149293_phone_front_medium.jpeg,2.9,2.4,3.7,3,2.3,3.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, May","Available. Released 2017, June",132.9 x 69.2 x 10.3 mm (5.23 x 2.72 x 0.41 in),143 g (5.04 oz),"Single SIM (Micro-SIM) or Hybrid Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~62.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Tizen 3.0,Quad-core 1.5 GHz,"microSD, up to 128 GB (uses shared SIM slot)","8 GB, 1 GB RAM","5 MP, f/2.2",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Removable Li-Ion 2050 mAh battery,-,"Black, Gold",80,HSDPA 900 / 2100,"HSPA, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy J3 (2017),//cdn-files.kimovil.com/devicerender/0003/21/thumb_220912_devicerender_small.jpeg,4.4,3.4,4,6.3,3.5,4.7,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, June","Available. Released 2017, July",143.2 x 70.3 x 8.2 mm (5.64 x 2.77 x 0.32 in),142 g (5.01 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","PLS capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Quad-core 1.4 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, AF, f/1.9",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",Non-removable Li-Ion 2400 mAh battery,Up to 15 h (3G),"White, Black, Gold, Blue",110,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy J5 (2017),//cdn-files.kimovil.com/devicerender/0003/22/thumb_221082_devicerender_small.jpeg,5.4,5,6.5,6.7,3.6,5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2017, June","Available. Released 2017, June",146.2 x 71.3 x 8 mm (5.76 x 2.81 x 0.31 in),160 g (5.64 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)",Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM - Global32 GB, 2 GB RAM - LATAM, SEA32 GB, 3 GB RAM - Pro edition","13 MP, f/1.7, 27mm (wide), 1/3.1"", 1.12µm, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.1, A2DP","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,Up to 21 h (3G),"Blue, Pink, Gold, Black",130,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy J7 (2017),//cdn-files.kimovil.com/devicerender/0003/22/thumb_221078_devicerender_small.jpeg,5.3,6.2,4.7,6.2,4.2,5.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, June","Available. Released 2017, July",152.5 x 74.8 x 8 mm (6.00 x 2.94 x 0.31 in),181 g (6.38 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~73.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","16 GB, 3 GB RAM","13 MP, f/1.7, 27mm (wide), 1/3.1"", 1.12µm, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3600 mAh battery,Up to 24 h (3G),"Black, Blue, Gold, Rose Gold",200,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy J7 Max,//cdn-files.kimovil.com/phone_front/0001/79/thumb_78268_phone_front_medium.jpeg,5.1,5.5,4.8,5.1,4.8,5.3,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2017, June","Available. Released 2017, June",156.7 x 78.8 x 8.1 mm (6.17 x 3.10 x 0.32 in),179 g (6.31 oz),"Dual SIM (Nano-SIM, dual stand-by)","PLS capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)","32 GB, 4 GB RAM","13 MP, AF, f/1.7",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3300 mAh battery,Up to 20 h (3G),"Black, Gold",170,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
