brand,phone_name,phone_image,average_rating,battery_rating,camera_rating,connectivity_rating,design_rating,performance_rating,user_rating,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,platform_os,platform_cpu,memory_card_slot,memory_internal,main_camera_single,main_camera_video,sound_loudspeaker,sound_jack,comms_wlan,comms_bluetooth,comms_gps,comms_radio,comms_usb,features_sensors,battery,battery_talk_time,misc_colors,misc_price,network_3g_bands,network_speed,battery_stand-by
Samsung,Samsung Galaxy S5,//cdn-files.kimovil.com/phone_front/0001/01/thumb_967_phone_front_medium.jpeg,5.5,4.2,6,6.3,6.6,4.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, February. Released 2014, April",Discontinued,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow); TouchWiz UI",Quad-core 2.5 GHz Krait 400,"microSD, up to 256 GB (dedicated slot)","16/32 GB, 2 GB RAM","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, PDAF","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",Removable Li-Ion 2800 mAh battery,Up to 21 h,"Charcoal Black, Copper Gold, Electric Blue, Shimmery White",250,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps",Up to 390 h
Samsung,Samsung Galaxy K zoom,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1281_phone_front_medium.jpeg,3.9,2.9,7.6,3.7,1.8,3.5,0,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - SM-C111, SM-C115",Yes,Yes,"2014, April","Available. Released 2014, June",137.5 x 70.8 x 16.6 mm (5.41 x 2.79 x 0.65 in),200 g (7.05 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm (~65.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Android 4.4.2 (KitKat),Hexa-core (4x1.3 GHz Cortex A7 & 2x1.7 GHz Cortex A15),"microSD, up to 64 GB (dedicated slot)","8 GB, 2 GB RAM","20.7 MP, 1/2.3"", OIS, 10x optical zoom (24-240mm), AF/MF",1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"microUSB 2.0 (MHL 1.3 TV-out), USB Host","Accelerometer, gyro, proximity, compass",Removable Li-Ion 2430 mAh battery,Up to 14 h (3G),"Charcoal Black, Electric Blue, Shimmery White",440,"HSDPA 850 / 900 / 1900 / 2100 - SM-C111, SM-C115","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy S5 Duos,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1001_phone_front_medium.jpeg,4.9,3.6,6,4.6,6.4,3.9,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2014, June","Available. Released 2014, June",142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),"Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)",Android 4.4.2 (KitKat); TouchWiz UI,Quad-core 2.5 GHz Krait 400,"microSD, up to 256 GB (dedicated slot)","16 GB, 2 GB RAM","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, PDAF","2160p@30fps, 1080p@60fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",Removable Li-Ion 2800 mAh battery,Up to 21 h (3G),"Charcoal Black, Shimmery White, Electric Blue and Copper Gold",420,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE",-
Samsung,Samsung Galaxy Ace 4,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1887_phone_front_medium.jpeg,2,1.8,2.1,2.2,1.9,2.2,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, June","Available. Released 2014, August",121.4 x 62.9 x 10.8 mm (4.78 x 2.48 x 0.43 in),123.8 g (4.37 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),Dual-core 1.0 GHz,"microSD, up to 64 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1500 mAh battery,Up to 11 h (3G),"Iris Charcoal, Classic White",220,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,-
Samsung,Samsung Galaxy Young 2,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1752_phone_front_medium.jpeg,2.1,2.5,1.8,2.5,1.8,1.7,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2014, June","Available. Released 2014, October",109.8 x 59.9 x 11.8 mm (4.32 x 2.36 x 0.46 in),108 g (3.81 oz),"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~55.5% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.4.2 (KitKat),1.0 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM",3.15 MP,480p@24fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,Up to 6 h (3G),"Iris Charcoal, White",100,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,-
Samsung,Samsung Galaxy Alpha,//cdn-files.kimovil.com/phone_front/0001/09/thumb_8170_phone_front_medium.jpeg,4.8,3.9,4.1,6.3,5.5,4.2,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",132.4 x 65.5 x 6.7 mm (5.21 x 2.58 x 0.26 in),115 g (4.06 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm (~70.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),No,"32 GB, 2 GB RAM","12 MP, f/2.2, 31mm (standard), AF","2160p@30fps, 1080p@60fps, 720p@120fps",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS",No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate",Removable Li-Ion 1860 mAh battery,Up to 11 h (3G),"Charcoal Black, Sleek Silver, Dazzling White, Frosted Gold, Scuba Blue",390,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",Up to 350 h (3G)
Samsung,Samsung Galaxy Grand Prime,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2615_phone_front_medium.jpeg,3.2,3.7,2.6,4.7,2.2,2.7,0,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - G530F, G530FZ, G530Y",Yes,Yes,"2014, September","Available. Released 2014, October",144.8 x 72.1 x 8.6 mm (5.70 x 2.84 x 0.34 in),156 g (5.50 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~66.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0.2/5.1.1 (Lollipop)Android 5.1 (Lollipop) - G531F",Quad-core 1.2 GHz Cortex-A53Quad-core 1.3 GHz Cortex-A7 (Value Edition),"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM","8 MP, AF, f/2.4",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2600 mAh battery,Up to 17 h (3G),"White, Gray, Gold",140,"HSDPA 850 / 900 / 1900 / 2100 - G530F, G530H, G530FZ, G530Y, G531F","HSPA, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy Mega 2,//cdn-files.kimovil.com/phone_front/0001/01/thumb_992_phone_front_medium.jpeg,3.4,3.4,3,5.4,2.3,3.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, September",163.6 x 84.9 x 8.6 mm (6.44 x 3.34 x 0.34 in),194 g (6.84 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Android 4.4.3 (KitKat),Quad-core 1.5 GHz (SM-G750F)Quad-core 1.2 GHz Cortex-A53 (SM-G7508),"microSD, up to 64 GB (dedicated slot)","16 GB, 1.5 GB RAM","8 MP, AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Removable Li-Ion 2800 mAh battery,-,"White, Black",340,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy Note Edge,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1757_phone_front_medium.jpeg,6.7,8.9,6.7,6.1,6.4,5.3,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, November",151.3 x 82.4 x 8.3 mm (5.96 x 3.24 x 0.33 in),174 g (6.14 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.6 inches, 96.2 cm (~77.2% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~524 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)",Quad-core 2.7 GHz Krait 450,"microSD, up to 256 GB (dedicated slot)","32/64 GB, 3 GB RAM","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, OIS, AF","2160p@30fps, 1080p@60fps, 720p@120fps, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 3 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, UV, heart rate, SpO2",Removable Li-Ion 3000 mAh battery,Up to 18 h (3G),"Black, White",300,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat6 300/50 Mbps or Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy Note 4,//cdn-files.kimovil.com/phone_front/0001/02/thumb_1750_phone_front_medium.jpeg,6.3,7.5,6.9,6.2,6.1,4.9,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, October",153.5 x 78.6 x 8.5 mm (6.04 x 3.09 x 0.33 in),176 g (6.21 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm (~73.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)",Quad-core 2.7 GHz Krait 450 - Snapdragon 805Octa-core (4x1.3 GHz Cortex-A53 & 4x1.9 GHz Cortex-A57) - Exynos 5433,"microSD, up to 256 GB (dedicated slot)","32 GB, 3 GB RAM","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, OIS, AF","2160p@30fps, 1080p@60fps, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 3 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, UV, heart rate, SpO2",Removable Li-Ion 3220 mAh battery,Up to 20 h (3G),"Frosted white, Charcoal black, Bronze Gold, Blossom Pink",350,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Exynos 5433)HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps (Snapdragon 805)",-
Samsung,Samsung Galaxy A5,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2537_phone_front_medium.jpeg,4.4,2.9,5.6,6,4.6,3.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,Yes,Yes,"2014, October","Available. Released 2014, December",139.3 x 69.7 x 6.7 mm (5.48 x 2.74 x 0.26 in),123 g (4.34 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~71.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 4.4.4 (KitKat), upgradable to 7.0 (Nougat)",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2300 mAh battery,Up to 15 h (3G),"Pearl White, Midnight Black, Platinum Silver, Soft Pink, Light Blue, Champagne Gold",260,"HSDPA 850 / 900 / 1900 / 2100 - A500F, A500FQ, A500FU, A500HQ, A500YZ, A500M, A500Y","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy A3,//cdn-files.kimovil.com/phone_front/0001/03/thumb_2514_phone_front_medium.jpeg,3.8,2.1,3.1,6.4,4.6,2.8,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all versions,Yes,Yes,"2014, October","Available. Released 2014, December",130.1 x 65.5 x 6.9 mm (5.12 x 2.58 x 0.27 in),110.3 g (3.88 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~65.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)","Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (dedicated slot)","16 GB, 1/1.5 GB RAM","8 MP, f/2.4, 31mm (standard), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS, BDS","FM radio, recording",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 1900 mAh battery,Up to 12 h (3G),"Pearl White, Midnight Black, Platinum Silver, Soft Pink, Light Blue, Champagne Gold",190,"HSDPA 850 / 900 / 1900 / 2100 - A300F, A300FU, A300G, A300HQ, A300M, A300YZ","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy S5 Plus,//cdn-files.kimovil.com/phone_front/0001/07/thumb_6207_phone_front_medium.jpeg,5.5,3.7,6,6.7,6.5,4.5,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, October","Available. Released 2014, November",142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),145 g (5.11 oz),Micro-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.7 cm (~69.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~432 ppi density)",Android 4.4.2 (KitKat); TouchWiz UI,Quad-core 2.5 GHz Krait 450,"microSD, up to 256 GB (dedicated slot)","16/32 GB, 2 GB RAM","16 MP, 1/2.6"", 1.12µm, PDAF","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",Removable Li-Ion 2800 mAh battery,Up to 20 h (3G),"Charcoal Black, Copper Gold, Electric Blue, Shimmery White",380,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",-
Samsung,Samsung Galaxy Core Prime,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3043_phone_front_medium.jpeg,2.7,2.3,2.2,3.4,2.8,2.6,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, November","Available. Released 2014, November",130.8 x 67.9 x 8.8 mm (5.15 x 2.67 x 0.35 in),130 g (4.59 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","Capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~64.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (dedicated slot)","8 GB, 1 GB RAM","5 MP, AF, f/2.6",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS, BDS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,Up to 13 h (3G),"Black, White, Gray",150,HSDPA 850 / 900 / 2100 - G360F,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy E5,//cdn-files.kimovil.com/phone_front/0001/12/thumb_11925_phone_front_medium.jpeg,3.2,3,2.5,3.6,3.7,3.1,0,GSM / HSPA,"GSM 850 / 900 / 1800 / 1900 - E500F, E500H, E500HQ, E500M",Yes,Yes,"2015, January","Available. Released 2015, February",141.6 x 70.2 x 7.3 mm (5.57 x 2.76 x 0.29 in),-,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (uses shared SIM slot)","16 GB, 1.5 GB RAM","8 MP, f/2.2, 31mm (standard), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 2400 mAh battery,-,"Black, White, Brown",200,HSDPA 850 / 900 / 1900 / 2100,HSPA 42.2/5.76 Mbps,-
Samsung,Samsung Galaxy J1,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3675_phone_front_medium.jpeg,2.2,2.5,1.9,2.5,2.2,1.8,0,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, February",129 x 68.2 x 8.9 mm (5.08 x 2.69 x 0.35 in),122 g (4.30 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~59.8% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.4.4 (KitKat),Dual-core 1.2 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, f/2.2, 31mm (standard), AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1850 mAh battery,Up to 10 h (3G),"White, Black, Blue",110,HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,-
Samsung,Samsung Galaxy E7,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3246_phone_front_medium.jpeg,3.9,4.5,3.8,4.5,3.5,3.1,0,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - E700F, E700H, E700M",Yes,Yes,"2015, January","Available. Released 2015, February",151.3 x 77.2 x 7.3 mm (5.96 x 3.04 x 0.29 in),141 g (4.97 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.1.1 (Lollipop)",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 64 GB (uses shared SIM slot)","16 GB, 2 GB RAM","13 MP, f/2.1, 27mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity",Non-removable Li-Ion 2950 mAh battery,Up to 18 h (3G),"Black, White, Brown, Blue",230,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy A7,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3101_phone_front_medium.jpeg,4.1,3.2,2.7,5,6.1,3.7,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, January","Available. Released 2015, February",151 x 76.2 x 6.3 mm (5.94 x 3.00 x 0.25 in),141 g (4.97 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~72.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0.2 (Lollipop)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - A700FDOcta-core (4x1.8 Cortex-A15 GHz & 4x1.3 Cortex-A7 GHz) - A700F,"microSD, up to 64 GB (dedicated slot)","16 GB, 2 GB RAM","13 MP, f/2.0, 28mm (wide), AF",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, WiFi Direct, hotspot","4.0, A2DP, EDR, LE","Yes, with A-GPS, GLONASS/ BDS (market dependant)","FM radio, RDS, recording",microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2600 mAh battery,Up to 17 h (3G),"Pearl White, Midnight Black, Champagne Gold",300,"HSDPA 850 / 900 / 1900 / 2100 - A700FD, A700F","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy Xcover 3,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3943_phone_front_medium.jpeg,3.5,2.9,2.4,4.8,4.9,2.4,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, March","Available. Released 2015, April",132.9 x 70.1 x 10 mm (5.23 x 2.76 x 0.39 in),154 g (5.43 oz),Micro-SIM,"PLS TFT capacitive touchscreen, 16M colors","4.5 inches, 57.6 cm (~61.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)","Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)",Quad-core 1.2 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)","8 GB, 1.5 GB RAM","5 MP, AF",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 2200 mAh battery,Up to 10 h (3G),Gray,220,HSDPA 850 / 900 / 1900 / 2100,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",-
Samsung,Samsung Galaxy S6,//cdn-files.kimovil.com/phone_front/0001/04/thumb_3297_phone_front_medium.jpeg,6.1,3.3,7.1,7.5,6.5,6.1,0,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, March","Available. Released 2015, April",143.4 x 70.5 x 6.8 mm (5.65 x 2.78 x 0.27 in),138 g (4.87 oz),Nano-SIM,"Super AMOLED capacitive touchscreen, 16M colors","5.1 inches, 71.5 cm (~70.7% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~577 ppi density)","Android 5.0.2 (Lollipop), upgradable to Android 8.0 (Oreo); TouchWiz UI",Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53),No,"32/64/128 GB, 3 GB RAM","16 MP, f/1.9, 28mm (wide), 1/2.6"", 1.12µm, OIS, AF","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.",Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",No,"microUSB 2.0, USB Host","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",Non-removable Li-Ion 2550 mAh battery,Up to 17 h (3G),"White Pearl, Black Sapphire, Gold Platinum, Blue Topaz",280,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps",-
